record_no,line_no,text
2020-0056,0,"serverless computing is steadily becoming the implementation paradigm of choice for a variety of applications, from data analytics to web applications, as it addresses the main problems with serverfull and monolithic architecture"
2020-0056,1,"in particular, it abstracts away resource provisioning and infrastructure management, enabling developers to focus on the logic of the program instead of worrying about resource management which will be handled by cloud providers"
2020-0056,2,"in this paper, we consider a document processing system used in fintech as a case study and describe the migration journey from a monolithic architecture to a serverless architecture"
2020-0056,3,our evaluation results show that the serverless implementation significantly improves performance while resulting in only a marginal increase in cost
2020-0118,0,"the responsibility of the government is to protect all activities of its citizens, including activities about technology that are growing so fast, one of the problems is the increasing public interest in peer to peer online financial technology which encourages the enhancement of financial inclusion in indonesia"
2020-0118,1,this study analyse government regulations on financial services authority regulation no
2020-0118,2,"77/pojk.01/2016 concerning information technology-based lending and borrowing services, even though it has been regulated about lending and borrowing services, the government does not seem ready enough to faceagainst regulatory issues related to criminal acts related to the protection of personal data"
2020-0118,3,"basically, the problems that arise require the consequences of inter-agency or ministerial relations, for example in the ministry of communication and information (kemkominfo) with financial service authority institutions"
2020-0118,4,"through the method of statute approach, qualitatively, this study shows that the government needs to use the regulations of lexspecialis to protect customer data that is often misused by many loan service companies through online technology"
2020-0182,0,financial technology (fintech) is revolutionising the banking and finance sector at an inimitable pace
2020-0182,1,the concept of market and consumer has shifted dramatically to a new level as technology emerged in financial services industry
2020-0182,2,"however, such service is not familiar among the marginalised people as it involves technology and cost"
2020-0182,3,scheduled tribes in india have been viewed as the most distraught social group subject to age-old financial and social hardships
2020-0182,4,financial literacy on financial services has been shown to be a crucial factor in making effective decisions and choices regarding finance
2020-0182,5,this paper tries to examine both overall and category wise financial literacy of scheduled tribes in kerala with special emphasis on gender
2020-0182,6,it uses primary data of 393 tribal respondents from seven tribal communities across the most three tribally populated districts
2020-0182,7,"it observed that, there are disarrays in the use of fintech services among tribes"
2020-0182,8,the tribal community has not been able to find satisfactory literacy in fintech services
2020-0182,9,"but they have a healthy knowledge on other basic financial and banking services, and women often outperform men in this regard"
2020-0183,0,the expansion of information communication technology (ict) significantly influences organizations service delivering culture
2020-0183,1,"the financial institutions, particularly the banking industry are one of the major sectors that invests large amount of capital for introducing new technologies"
2020-0183,2,e-finance is one of the technology channels that bankers introduced to their customers to access financial services
2020-0183,3,"therefore, this study was aimed to study the effect of e-finance service quality on bank customers' fintech loyalty of using the e-finance services in future"
2020-0183,4,primary data was collected from 412 bank customers and it was analyzed using the structural equation model (sem) through amos
2020-0183,5,"the result revealed that both in normal operations of e-finance service and recovery services, the quality of service positively influences bank customers' satisfaction and their e-loyalty"
2020-0022,0,"a growing body of evidence suggests that financial literacy plays an important role in financial well-being, and that differences in financial knowledge acquired early in life can explain a significant part of financial and more general well-being in adult life"
2020-0022,1,financial technology (fintech) is revolutionising the financial services industry at an unrivalled pace
2020-0022,2,"views differ regarding the likely impact that fintech is likely to have on personal financial planning, well-being and societal welfare"
2020-0022,3,"in an era of mounting student debt, increased (digital) financial inclusion, and threats arising from instances of (online) financial fraud, financial education and enlightened financial advising appropriate policy interventions that enhance financial and overall well-being"
2020-0022,4,this special issue engages in this important academic and policy agenda by presenting a set of seven new papers emanating from four parallel streams of literature related to financial literacy and responsible finance
2020-0074,0,this article examines fintech as a systemic force disrupting the currently dominant technocratic paradigm of financial regulation
2020-0074,1,"it offers a five-part taxonomy of (i) the key fintech-driven changes in the structure and operation of today's financial system, and (ii) the corresponding challenges these systemic shifts pose to the continuing efficacy of the regulatory enterprise as it exists today"
2020-0074,2,this exercise reveals the fundamental tension at the core of the fintech problem
2020-0074,3,"in the fintech era, the financial system as a whole is growing ever bigger, moving ever faster, and getting ever more complex and difficult to manage"
2020-0074,4,"the emerging regulatory responses to these macro-level changes, however, continue to operate primarily on the micro-level"
2020-0074,5,"surveying the presently fragmented efforts to regulate fintech, this article highlights the limiting effects of the technocratic bias built into their design"
2020-0074,6,"against that background, it outlines several alternative reform options that would explicitly target the core macro-structural, as opposed to micro-transactional, aspects of the fintech challenge- a nd do so in a more assertive, comprehensive, and normatively unified manner"
2020-0054,0,the digitalization of financial services opened a window for new players in the financial industry
2020-0054,1,"these start-ups take on tasks and functions previously reserved for banks, such as financing, asset management, and payments"
2020-0054,2,"in this article, we trace the transformation of the industry after digitalization"
2020-0054,3,"by using data on fintech formations in germany, we provide first evidence that entrepreneurial dynamics in the fintech sector are not so much driven by technology as by the educational and business background of the founders"
2020-0054,4,"furthermore, we investigate the reactions of traditional banks to the emergence of these start-ups"
2020-0054,5,"in contrast with other emerging industries such as biotechnology, a network analysis shows that fintechs have mostly engaged in strategic partnerships and only a few banks have acquired or obtained a financial interest in a fintech"
2020-0054,6,we explain the restraint of traditional banks to fully endorse the new possibilities of digitalized financial services with the characteristics of the technology itself and with the postponed fundamental decisions of banks to modernize their it infrastructure
2020-0120,0,"online peer-to-peer (p2p) lending, once a marketplace teeming with retail investors, is now dominated by sophisticated institutional investors and banks"
2020-0120,1,this seismic shift in investor base has been coupled with significant growth for the legacy p2p lenders and new entrants
2020-0120,2,"a new regulatory approach is needed to grapple with these changes-one that focuses on consumer protection, as opposed to one that seeks to protect the sophisticated investors purchasing these loans"
2020-0120,3,"fortunately, such an approach is readily available in the office of the comptroller of the currency's fintech charter"
2020-0120,4,"this comment surveys the significant changes that have occurred in the p2p lending sector over the past ten years, as well as the risks and benefits to consumers attendant to the rapid growth in this relatively new form of lending"
2020-0120,5,"after surveying the current and proposed regulatory approaches toward p2p lending, this comment explains why a national fintech charter is the best approach to ensuring that consumers who rely on these loans receive the full protections guaranteed by federal law"
2020-0184,0,"similar to the internet, which created a revolution in the ability to communicate quickly and cheaply, fintech companies are using blockchain and digital wallets to create a revolution in the transfer of value across the world"
2020-0184,1,the literature and blog space to date have indicated that digital wallets could overtake the need for traditional banking
2020-0184,2,the purpose of this article is to provide further testing on whether fintech banking companies could overtake the need for traditional banking by evaluating whether the number of deposits at various us commercial banks and the growth of digital wallets have impacted us commercial bank market values over the past two to three years
2020-0184,3,results indicate a strong positive relationship between the number of deposits and us commercial bank market values and a strong negative relationship between digital wallet proxy measures and us commercial bank market values from 2017 to 2019
2020-0184,4,the trends indicate a stable amount of deposit in the us banking system to a slight decline versus a large growth in the digital wallet sphere
2020-0184,5,results indicate that digital wallets could create a large decrease in the market value of commercial banks in the future
2020-0184,6,such a result would indicate the need to consider carefully how fintech companies should be included in financial sector indices
2020-0072,0,"recent years have witnessed unprecedented growth in mobile payments, digital wallet being the latest trend"
2020-0072,1,these payments are very popular among young people in countries like china and india
2020-0072,2,"in this paper we shall explore the extent of spread of digital payment, especially the digital wallet payments"
2020-0072,3,in particular we shall study different aspects of digital payments in different region
2020-0072,4,finally we shall look at the extent of these payments and associated technologies in the kingdom of saudi arabia
2020-0185,0,[no abstract available
2020-0057,0,fintech is the new revolution in finance and banking industry
2020-0057,1,"artificial intelligence, robotics, blockchain and other advanced technologies have slowly found space in the banking world"
2020-0057,2,islamic banking is not untouched by these revolutions
2020-0057,3,bahrain is considered as the hub of islamic banking in the gcc and all over the world
2020-0057,4,bahrain has the largest concentration of islamic banks in the world
2020-0057,5,the main objective of this study is to find the impact of agility and fintech on the future of islamic banking in bahrain
2020-0057,6,the research has used mainly secondary data for its study
2020-0057,7,the study concludes that the fintech has potential impact on the future of islamic banking
2020-0057,8,there was a reluctant on the part of islamic banks to adopt fintech
2020-0057,9,they treated fintech as more of a competitor than the partners
2020-0057,10,"the islamic banks now must understand to be agile, competitive and aggressive"
2020-0057,11,the study indicated many points which highlights the necessity on the part of islamic banks to be agile and adopt fintech as partners
2020-0186,0,fintech has been a pivotal force behind most of the transition taking place in the financial arena in india and worldwide in last few years
2020-0186,1,it is potentially one of the game changing disruptive forces which have transformed the financial ecosystem leveraging the throughput of banking and financial services
2020-0186,2,"the advent of financial technology has given much needed impetus to the otherwise struggling financial institutions, which have been able to cut down a lot on redundant costs"
2020-0186,3,"resultantly, the institutions have been able to maximise operating efficiency and reduce costs to a large extent"
2020-0186,4,the technology backed financial landscape has been improved over a period of time with results being evident in its profitability and other allied ratios
2020-0186,5,this research paper discusses a probable role which financial technology has played in the profitability of the financial institutions specifically banks in indian context
2020-0004,0,"we argue financial technology (fintech) is the key driver for financial inclusion, which in turn underlies sustainable balanced development, as embodied in the un sustainable development goals (sdgs)"
2020-0004,1,the full potential of fintech to support the sdgs may be realized with a progressive approach to the development of underlying infrastructure to support digital financial transformation
2020-0004,2,our research suggests that the best way to think about such a strategy is to focus on four primary pillars
2020-0004,3,"the first pillar requires the building of digital identity, simplified account opening and e-kyc systems, supported by the second pillar of open interoperable electronic payments systems"
2020-0004,4,the third pillar involves using the infrastructure of the first and second pillars to underpin electronic provision of government services and payments
2020-0004,5,the fourth pillardesign of digital financial markets and systemssupports broader access to finance and investment
2020-0004,6,"implementing the four pillars is a major journey for any economy, but one which has tremendous potential to transform not only finance but economies and societies, through fintech, financial inclusion and sustainable balanced development"
2020-0023,0,this study aims to assess why users are willing/hesitant to continue using fintech services based on their perceived benefits and risks pertaining to the use of fintech technology
2020-0023,1,"data was collected, using an adopted survey instrument, from bankers based in bahrain, the financial and fintech hub of the middle east"
2020-0023,2,data analysis was applied to assess the reliability and validity of this study's conceptual model along with its nine hypotheses with 374 valid responses subsequently being analysed using multiple regression via spss version 23
2020-0023,3,"the empirical findings of this study supported all the hypotheses, revealing that both perceived benefit and risks affect the intent to continue using fintech"
2020-0023,4,"perceived benefit has a stronger effect than the perceived risk, and convenience perceived most beneficial while financial risk perceived riskiest for using fintech technology by the bankers of bahrain"
2020-0119,0,modern applications of fintech are challenged by enormous volumes of financial data
2020-0119,1,one way to handle these is to adopt a streaming setting where data are only available to the algorithms during a very short time
2020-0119,2,"when a new data point (financial transaction) is generated, it needs to be processed directly, and be forgotten immediately after"
2020-0119,3,"especially, ongoing globalization efforts in fintech require modern methods of fault detection to be able to work efficiently through more than 10 000 financial transactions per second if they are to be deployed as a first line of defence"
2020-0119,4,this article investigates two algorithms able to perform well in this demanding setting: k-means and fado
2020-0119,5,"especially, this article provides supports for the claim that the use of multiple clusters does not necessarily translate into increased detection performance"
2020-0119,6,"to support this claim, results are reported when operating in a quasi-realistic case study of anti money laundering (aml) detection in real-time payment systems"
2020-0119,7,"we focus on two prototypical algorithms: the passive aggressive fado assuming a single cluster, and the well-known k-means algorithm working with k> clusters"
2020-0119,8,"we find-in this case-that the use of k-means with multiple clusters is unfavorable as 1) both tuning for k, as well as the need for additional complexity in the k-means algorithm challenges the computational constraints"
2020-0119,9,2) k-means introduces necessarily added variability (unreliability) in the results
2020-0119,10,"3) it requires dimensionality reduction, compromising interpretability of the detections"
2020-0119,11,4) the prevalence of singleton clusters adds unreliability to the outcome
2020-0119,12,this makes in the presented case fado favorable over k-means (with k>1)
2020-0001,0,"this paper aims to bridge the knowledge gap in the existing literature on bitcoin, blockchain and fintech"
2020-0001,1,it begins by clarifying the definition of these concepts
2020-0001,2,"through a systematic review and case studies in the supply chain industry, this paper brings out the applications, the benefits/value, and the challenges/issues of bitcoin, blockchain and fintech in several industries"
2020-0001,3,it also presents the research methodologies/approaches used during such research
2020-0001,4,the classification framework developed and used to perform an analysis of 141 articles from five top academic databases serves as a baseline study
2020-0001,5,"it offers the opportunity to evaluate the level of knowledge on bitcoin, blockchain and fintech, and their evolution over time"
2020-0001,6,"the findings show that these technologies are evolving, and organizations are embracing them for competitive advantage"
2020-0001,7,"thus, organizations need to leverage research on these technologies to better understand them, optimize their business strategies, and develop critical insights for decision-making"
2020-0059,0,this paper investigates the role of financial technology (fintech) in propelling economic growth in indonesia from 1998 to 2018
2020-0059,1,"the fintech industry employs a technology-based business model to provide financial services, including lending, payment, investment, and financing services"
2020-0059,2,"the study is motivated by endogenous growth theory, which seeks to explain technology as the most important driver of economic growth"
2020-0059,3,the study finds that fintech startups are positively correlated with indonesias economic growth
2020-0059,4,"fintech firms in their first year are found to be disruptive, but they fail to have serious consequences on indonesias economic growth"
2020-0059,5,"however, they seem to significantly encourage economic growth in their second year"
2020-0059,6,"these findings are derived after accounting for other important growth determinants, namely, capital per labor, foreign direct investment (fdi), stock market development, and trade openness"
2020-0036,0,"purpose: financial technology innovation within the developed world is driving financial markets, yet its adoption is lagging among consumers in emerging markets"
2020-0036,1,"at the same time, most african economies continue to be at the tail end of global financial innovations adoption"
2020-0036,2,"given lagging consumer adoption of cryptocurrency in south africa, the purpose of this paper is to apply the theory of planned behaviour (tpb) to predict behavioural intention to adopt cryptocurrency"
2020-0036,3,"design/methodology/approach: a survey instrument based on the tpb was used to collect quantitative data for predicting adoption from adult distance students at the mancosa, cape town campus"
2020-0036,4,"for data analysis, the two-step structural equation modelling approach was used"
2020-0036,5,findings: the findings indicate that attitude and perceived behavioural control positively impact the intention to adopt cryptocurrency
2020-0036,6,subjective norm showed a negative non-significant influence
2020-0036,7,"overall, the results of the study show that the model has a good model fit and can be used to explain the theory"
2020-0036,8,research limitations/implications: the results of this study may not be generalisable to the wider population as it is only based on a cross-sectional study of a sample of adult students at a single institute in south africa
2020-0036,9,"originality/value: the contribution of this paper is threefold: it is one of a few studies on the behavioural intention to adopt cryptocurrency in south africa using the tpb model, it contributes towards the use of predictive behavioural economics models in understanding consumer behaviour critical to accelerating the adoption of financial innovations, and the results of the study also inform behaviour change strategies that can be applied by practitioners or policymakers to improve adoption"
2020-0036,10,studies of this nature may lead to the development of financial innovation in emerging markets through a nuanced understanding of consumer behaviour
2020-0098,0,the fintech industry is the convergence of the financial industry and the ict (information and communications technology) industry
2020-0098,1,"it not only replaces the services provided by traditional financial services such as remittances, settlements, and asset management, but also creates new industries combined with ict technology such as cloud funding, p2p, and internet professional bank"
2020-0098,2,"therefore, this research focuses on the economic ripple effect of the fintech industry on the national economy by inter-industrial analysis"
2020-0098,3,"at the same time, in order to learn the different circumstances of fintech industry worldwide, this study conducted comparative research on fintech leading countries in the united states and china with south korea"
2020-0098,4,"all the economic ripple effects of south korea, china, and the united states fintech industry are relatively low among all industries, and the industrial characteristics are analyzed to be 'intermediate primary production' type industry"
2020-0098,5,"this study, as the first attempt, analyzes the current economic impact of fintech in each country, and inspires future development direction of fintech industrial policy"
2020-0099,0,"agent-based modeling, with its unique ""god's perspective"", is widely influencing traditional economic and financial research"
2020-0099,1,"with the rise of technologies such as big data and artificial intelligence in recent years, agent-based modeling and basic supporting technologies in the field of fintech are deeply integrated to jointly promote continuous breakthroughs in fintech"
2020-0099,2,"in particular, in the fields of big data ontology research, agent-based model calibration, investor behavior modeling, regulatory technology applications, etc., agent-based modeling has demonstrated its unique advantages in integrating with fintech"
2020-0099,3,"from the perspectives of big data ontology, agent-based modeling is an effective method that uses financial big data ontology modeling to depict the correlation between financial entities and to study their causal relationships"
2020-0099,4,"from the perspectives of artificial intelligence, it provides the basis for fine modeling of individuals and behavioral evolution modeling, and agent-based modeling provides a new research frame-work for algorithmic trading"
2020-0099,5,"from the perspectives of regulatory technology, the agent-based model in the development process to promote the formation of a new 'scenario-response' type of risk management, thus providing supports for the 'regulatory technology' development"
2020-0099,6,"this paper holds that agent-based modeling can be integrated with the basic supporting technologies of fintech, providing an important impetus for the development of agent-based modeling and regulatory innovation in fintech"
2020-0187,0,this research aims to analyze the role of financial technology (fintech) on sharia banking in indonesia
2020-0187,1,"the technology-based financial services company in indonesia grows faster, resulting in the disruption of financial services companies, including sharia banks"
2020-0187,2,several studies have discussed the opportunity of cooperation between sharia banks and fintech companies to increase the market share of sharia banks and to write economic inclusion.in the study used methods of descriptive analysis with secondary data and literature studies
2020-0187,3,the findings in this study are that sharia banks in the economic disruption era have a greater challenge in achieving target market share
2020-0187,4,the cooperation opportunities with fintech companies also have challenges in terms of legal certainty and sharia aspect direction
2020-0187,5,"however, fintech is expected to help sharia banks reach its market share target"
2020-0187,6,this research provides the right cooperation solution that sharia banks can do with fintech companies
2020-0006,0,"management of public finance and economic development is the art by which a nation improves the economic, political and social well-being of its people"
2020-0006,1,the research paper starts from the reality that finance plays an important role in each economy
2020-0006,2,"nowadays, finance has to manage and adapt to digital era"
2020-0006,3,the purpose of this paper is an attempt to identify and encourage managing financial statements through artificial intelligence using xbrl and blockchain
2020-0006,4,"in many countries, financial and tax authorities encourage the adoption of extensible business reporting language (xbrl) and blockchain"
2020-0006,5,xbrl enable business to generate their required reporting information directly from their financial data
2020-0006,6,blockchain technology continues to grow and it is being used in more and more business sectors
2020-0006,7,"finance, accounting and auditing has been identified as areas that could greatly benefit the distributed registry and other features of blockchain"
2020-0006,8,the main benefits generated by these innovative tools include reducing the risk of error (especially human error)
2020-0006,9,low risk of fraud
2020-0006,10,"system automation, big data analysis, huge cost savings (by increasing the efficiency and decreasing in errors), increased reliability in financial reports, and reduced workflow"
2020-0006,11,"the research paper comes to present how artificial intelligence combine financial information with tech capabilities, accelerate digital transformation of finance and accounting, and may create a more safety business and economic environment, reducing human error"
2020-0006,12,we have to manage our work and time differently
2020-0006,13,"we are living in a digital and intelligent era, where machines take over repetitive, time-consuming and redundant tasks, giving finance professionals more time to approach higher level and more lucrative analysis and research"
2020-0071,0,"purpose: using data from world bank and global islamic finance report, this paper aims to compare the performance of countries following islamic and conventional finance system in terms of financial inclusion and fintech"
2020-0071,1,design/methodology/approach: ten countries from both financial systems have been selected based on the presence of islamic finance and conventional finance in the country
2020-0071,2,data was analyzed from year 2011 to 2017 and keeping the former as base year to measure the change in the population fraction
2020-0071,3,findings: the findings found that islamic finance countries are more inclusive in terms of financial inclusion and women are financially more empowered as compared to the counterpart
2020-0071,4,"on the contrary, countries with conventional finance have a higher number of fintech users"
2020-0071,5,research limitations/implications: the difference between the performances of two systems in terms of financial inclusion is relatively small
2020-0071,6,"therefore, future studies should incorporate more indicators for financial inclusion"
2020-0071,7,"originality/value: this study will be useful for understanding the nature of both financial systems, and the further research can be done to find the determinants of financial inclusion"
2020-0188,0,"micro, small, and medium enterprises (msmes) are increasingly growing with the development of technology, where msmes are one of the pillars of the strength of the indonesian economy"
2020-0188,1,"fintech is one of the drivers in helping to improve finance for msmes, especially those in the middle and lower classes"
2020-0188,2,at least more than 40 fintech businesses have emerged throughout 2017
2020-0188,3,"by utilizing the development of fintech, in addition to increasing efficiency in the financial sector also minimizing the risk of fraud and cybercrime in the financial sector"
2020-0188,4,"for this reason, it is necessary to increase knowledge to msmes regarding the benefits of using fintech, so that the level of trust in msmes towards fintech is increasing, and the use of fintech is every day"
2020-0188,5,copyright
2020-0189,0,"as a new fintech innovation regulation tool, regulatory sandbox effectively balances financial innovation and risk, so it is adopted by many regulatory authorities around the world"
2020-0189,1,"however, until now, regulatory sandbox is still at the stage of manually submitting data, and artificial intelligence has not been applied to it"
2020-0189,2,"hence, in this paper, we propose the framework of parallel fintech regulatory sandbox based on the acp approach (artificial systems + computational experiments + parallel execution)"
2020-0189,3,"then, we talk about how to combine the emerging blockchain technology with intelligent regulatory sandbox, thus solving problems such as poor data flow and regulation sluggish"
2020-0189,4,this paper is aimed at providing helpful guidance and reference for the development of fintech regulatory sandbox
2020-0190,0,"as a result of legislation imposed by the european parliament, in order to protect inhabitants from being exposed to a too high financial risk when investing in a variety of financial markets and products, financial service providers (fsps) are obliged to test the knowledge and experience of potential investors"
2020-0190,1,this is oftemtimes done by means of questionnaires
2020-0190,2,"however, these questionnaires differ in style and structure from one fsp to the other"
2020-0190,3,the goal of this research is to manage in a more cost-effective manner (aligned with the needs and competencies of the individual financial investor in terms of products and services) the management of the private equity and to facilitate the fine-tuned personalised financial advisory services needed
2020-0190,4,"this is achieved by means of a knowledge-based approach, integrating the available information of the investor (e.g"
2020-0190,5,personal profile in terms of financial knowledge and experience) and for an extendable amount of financial service providers with their financial products and demonstrated by a number of exemplary use case scenarios
2020-0190,6,copyright
2020-0070,0,financial technology (fintech) firms are transforming the financial sector with new innovative services
2020-0070,1,"indeed, fintech firms have established themselves as viable addition to the traditional financial structure and are potentially playing an important role in addressing financial inclusion"
2020-0070,2,"however, hitherto there is limited understanding of how fintech firms address financial inclusion"
2020-0070,3,"in this paper, we present a preliminary phase of research and analysis on a case study of fintech start-ups in ghana"
2020-0070,4,"we address the research question: how do fintech firms address financial inclusion? informed through activity theory, our preliminary findings show that fintech firms act as innovators and aggregators, leverage existing infrastructure of incumbents and deploy cooperative strategies comprising elements of competition and cooperation to address financial inclusion"
2020-0070,5,"based on the findings, this study develops a fintech driven financial inclusion model that explains how fintech firms work towards addressing financial inclusion"
2020-0191,0,"this work examined the evolvement of financial technology (fintech) in nigerias commercial capital city, lagos, and its influence on the delivery of financial services in nigeria"
2020-0191,1,"the purposive sampling technique was adopted to select members of the population of financial services consumers in lagos, the commercial and economic capital of nigeria"
2020-0191,2,"a sample size of 400 was drawn with a total of 303 copies of the questionnaire properly completed, returned, and found suffi-cient to be employed for data analysis"
2020-0191,3,anova regression analysis was employed to analyse the data
2020-0191,4,the findings of the study indicated that factors such as the increase in technological advancement and its usage by younger consumers are the major drivers of financial ser-vices
2020-0191,5,"furthermore, it was established that many customers preferred fintech companies to traditional financial institutions in the scope of the delivery of financial services"
2020-0191,6,it was also established that fintech companies have a significant influence on customer satisfaction and are changing the dynamics of competition in the delivery of financial services in nigeria
2020-0192,0,[no abstract available
2020-0193,0,fintech (financial technology) applications are evolving at a rapid speed and are increasingly based on blockchain technology
2020-0193,1,startups developing and offering such blockchain-based fintech applications frequently raise capital through initial coin offerings (icos)
2020-0193,2,"against this backdrop, it remains unclear to what extent these startups exploit the disruptive potential of blockchain"
2020-0193,3,"therefore, the present article examines business models of current fintech startups funding themselves through icos"
2020-0193,4,"the authors present their results in a consolidated business model canvas, which illustrates the current state of blockchain-based fintech startups"
2020-0194,0,"purpose: the development of information technology is highly influential to all sectors, including the financial industry"
2020-0194,1,"various transformations are made in overcoming the dynamics of technological advancements, including the mapping of human resources"
2020-0194,2,this study is conducted in the banking industry and companies operating using financial technology (fintech) in indonesia
2020-0194,3,"this study aims to identify talent competencies needed in the future, based on current conditions and future needs, through mapping talent in the banking and fintech industries"
2020-0194,4,design/methodology/approach: this study provides empirical evidence about the mapping of talent management with eight basic competencies
2020-0194,5,"it uses a mixed-method, explanatory sequential with survey approach in the first phase and focus group discussions (fgd) in the second phase"
2020-0194,6,the questionnaire is distributed to 309 respondents who are the specific decision-makers in this industry
2020-0194,7,"meanwhile, the fgd is conducted twice at different times with academics and practitioners, human resources and talent managers"
2020-0194,8,this research used analytic hierarchy process as a tool for data processing
2020-0194,9,findings: this study provides current competency positions and future needs in the banking and fintech industries in indonesia where it found a lot of competence segregation
2020-0194,10,"it also discovered three priority competencies for dealing with industry 4.0, which included relating and networking, adapting and responding to change and entrepreneurship and commercial thinking"
2020-0194,11,practical implications: this study is valuable for decision-makers and regulators
2020-0194,12,these results can be used to find new competencies and talents to develop existing human resources
2020-0194,13,"also, these results can be used as a basis for policy-making related to the industrial revolution 4.0"
2020-0194,14,originality/value: this study provides new insights on talent mapping in the banking and fintech industries as a strategic approach in the digitalization era
2020-0194,15,"in addition, this research also adds knowledge related to industry 4.0 as a result of industry developments in the digitalization era"
2020-0016,0,novel corona virus (covid-19) pandemic has created a huge disruption in the finance world and it poses another challenge to islamic finance after the global financial crisis to provide an alternative and sustainable finance
2020-0016,1,"islamic finance has a large market share in industries such as, microfinance, small and medium enterprises, and retail lending"
2020-0016,2,they are the worst hit during the ongoing pandemic
2020-0016,3,the magnitude of the ongoing financial crisis is expected to be different from the global financial crisis of 2008
2020-0016,4,"therefore, it poses different challenges for islamic finance and banking"
2020-0016,5,"it requires a different set of financial services, strategies, and technologies to overcome this challenge"
2020-0016,6,"against such a backdrop, the present study aims to analyze the challenges posed by covid-19 to the islamic finance and how disruptive technological innovation called fintech can be utilized to address those challenges"
2020-0016,7,the study also presents a critical analysis of the islamic finance and the role of islamic finance in creating a more sustainable financial system post covid
2020-0121,0,purpose: this paper aims to examine about the nature and strategy of current competitive dynamics by fintech lending indonesia players
2020-0121,1,design/methodology/approach: this paper uses both primary and secondary data
2020-0121,2,interviews of several executives of a fintech lending firm are done to gain direct insight of how the firms strategize their business operation
2020-0121,3,"on the other hand, secondary data from internet search (e.g., ojks website, fintech lending firms websites) are used to grasp the overview of the industrial landscape"
2020-0121,4,"findings: the study confirms that differentiation, collaboration, compliance and strong internal resources (e.g"
2020-0121,5,team and funding) are the most pivotal elements for fintech lending success
2020-0121,6,the study also confirmed the fintech lending industrial landscape as an emerging and fragmented industry
2020-0121,7,research limitations/implications: this paper offers an original and detailed solution about how the fintech lending company strategies may survive in a dynamic competition
2020-0121,8,"the paper also shows the industrial analysis of the fintech lending industry, which is rarely discussed in previous research"
2020-0121,9,"however, this study only focused on the lending sub-sector of fintech, and the sample for primary data is highly limited (only three interviews)"
2020-0121,10,"practical implications: this paper proposes a strategy that can be conducted by fintech lending companies to achieve their business goals, including business growth, profits and improve financial inclusion in indonesia"
2020-0121,11,"this perspective can act as a means to create practical modus operandi for policymakers and practitioners, especially fintech lending companies in indonesia"
2020-0121,12,originality/value: this paper offers an original and detailed solution about how the fintech lending company strategies may survive in adynamic competition
2020-0121,13,this study also provides a theoretical framework for use in further empirical research into the process of resource mobilization from fintech lending indonesia companies
2020-0195,0,"the digitalization of financial services at its current stage is characterized by high dynamics in terms of information technology used, with the expansion and complication of the relationship with consumers, which requires constant improvement of the forms and methods of management of organizations offering financial services"
2020-0195,1,"the emergence of phenomena such as cryptocurrencies, blockchain transactions, fintech companies, and others modify the financial services market, which is traditionally dominated by banks and other large-scale financial organizations"
2020-0195,2,"to maintain their position in this highly dynamic environment, organizations offering financial services need to constantly adapt to modern information technologies and seek new approaches to connect with the end users through the digitalization of their activities"
2020-0195,3,"the list of tools offered by us does not claim to be exhaustive and rather indicates opportunities, coverage of tasks, possible diversity"
2020-0195,4,the individual virtual tools are suitable for certain phases of the process of working in start-up fintech companies
2020-0195,5,"it is a matter of the entrepreneur's discretion which of these and how convenient they are for a given product, idea, and business model"
2020-0195,6,"in terms of price, most tools have zero or low price - free versions, free for micro teams (up to 5-10 users) or the price is according to the number of users or volume of consumption"
2020-0195,7,"this is a convenience for a start-up company, as it implies low operating costs"
2020-0195,8,a significant problem could be the large number and variety of tools to use
2020-0195,9,"many products have features that cover more than one activity and/or can be integrated with third-party tools for other activities, which makes it easier to build an integrated start-up environment"
2020-0122,0,"this research paper describes fintech, need of fintech regulations, superpowers that are shaping fintech and bibliometric analysis on fintech regulations"
2020-0122,1,"it also discusses about regulations that are prevailing in uk, us and china and also regulating bodies therein"
2020-0122,2,"an extensive research has been done for academic publications since 2000 to 2019, focussing on country wide research publications, author statistics, top subject areas and different publication types in fintech regulations, using scopus database, google scholar, research gate and tools like gps visualizer"
2020-0122,3,"after all the research, has been concluded that these superpowers(uk,us and china) are leading in the research of this topic as well and has highest number of publications on the topic fintech regulations"
2020-0196,0,the level of financial literacy of rural residents will affect their financial decisions and the financial well-being behind the decisions
2020-0196,1,this paper uses mediating effect and moderating effect to test the influence path of rural residents' subjective and objective financial literacy on their financial decision-making with survey data from henan and anhui provinces in china
2020-0196,2,the results show that subjective and objective financial literacy have positive effects on financial market participation
2020-0196,3,subjective and objective financial literacy have negative direct effects on insurance market participation
2020-0196,4,subjective financial literacy plays an incomplete mediating effect in the impact of objective financial literacy on financial market and insurance market participation
2020-0196,5,objective financial literacy is adjusted by subjective financial literacy on financial market participation and insurance market participation
2020-0196,6,"at the same time, we introduce financial technology penetration as a threshold variable in the model and find that the financial literacy has stronger impact on financial decision-making if the financial technology penetration is above the threshold"
2020-0197,0,this paper examines the experiences of the compliance function in a fast-growing payments business and endeavours to identify focus areas that support this growth
2020-0197,1,"given the regulatory challenges that can beset a fintech company experiencing rapid change, the paper details the compliance processes that can be utilised to ensure that the function remains a key asset to the payments business"
