Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,Correspondence Address,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Goodell J.W., Kumar S., Lim W.M., Pattnaik D.","24068577200;57202477277;57193912670;57211909377;","Artificial intelligence and machine learning in finance: Identifying foundations, themes, and research clusters from bibliometric analysis",2021,"Journal of Behavioral and Experimental Finance","32",,"100577","","",,31,"10.1016/j.jbef.2021.100577","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115609358&doi=10.1016%2fj.jbef.2021.100577&partnerID=40&md5=8d30826e3db5e164abce070d08f9610d","College of Business, University of Akron, Akron, OH, United States; Department of Management Studies, Malaviya National Institute of Technology, Rajasthan, India; School of Business, Swinburne University of Technology, Sarawak, Malaysia; School of Business, Woxsen University, Hyderabad - 502 345, Telangana, India","Goodell, J.W., College of Business, University of Akron, Akron, OH, United States; Kumar, S., Department of Management Studies, Malaviya National Institute of Technology, Rajasthan, India, School of Business, Swinburne University of Technology, Sarawak, Malaysia; Lim, W.M., School of Business, Swinburne University of Technology, Sarawak, Malaysia; Pattnaik, D., Department of Management Studies, Malaviya National Institute of Technology, Rajasthan, India, School of Business, Woxsen University, Hyderabad - 502 345, Telangana, India","Artificial intelligence; Bibliometric analysis; Finance; Machine learning; Review",,,,,,,,,,,,"Goodell, J.W.; College of Business, 259 South Broadway, United States; email: johngoo@uakron.edu","Elsevier B.V.",22146350,,,,"English","J. Behav. Exp. Financ.",Review,"Final","",Scopus,2-s2.0-85115609358
"Mogaji E., Balakrishnan J., Nwoba A.C., Nguyen N.P.","56823605700;56533531000;57219536239;57204146803;","Emerging-market consumers’ interactions with banking chatbots",2021,"Telematics and Informatics","65",,"101711","","",,11,"10.1016/j.tele.2021.101711","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115422099&doi=10.1016%2fj.tele.2021.101711&partnerID=40&md5=d7552add115bd92cff2ecb0c56107943","Department of Marketing, Events and Tourism, University of Greenwich, London, United Kingdom; Department of Management Studies, National Institute of Technology, Tiruchirappalli, India; University of Economics Ho Chi Minh City, Viet Nam","Mogaji, E., Department of Marketing, Events and Tourism, University of Greenwich, London, United Kingdom, University of Economics Ho Chi Minh City, Viet Nam; Balakrishnan, J., Department of Management Studies, National Institute of Technology, Tiruchirappalli, India; Nwoba, A.C., Department of Marketing, Events and Tourism, University of Greenwich, London, United Kingdom; Nguyen, N.P., University of Economics Ho Chi Minh City, Viet Nam","Chatbot; Conversational interfaces; Customer service; Emerging markets; FinTech","Bank transactions; Chatbots; Consumer interaction; Conversational interface; Customer-service; Emerging markets; Nigerians; Population structures; Qualitative research; Semi structured interviews; Commerce","The authors would like to thank the participants who generously shared their time and experience for the purposes of this project. The findings and recommendations are a collaborative interpretation of the collective wisdom, and would not be possible without their support and participation. This work is also supported by the University of Economics Ho Chi Minh City.",,,,,,,,,,"Mogaji, E.; Department of Marketing, United Kingdom; email: e.o.mogaji@greenwich.ac.uk","Elsevier Ltd",07365853,,TEINE,,"English","Telematics Inf",Article,"Final","",Scopus,2-s2.0-85115422099
"Muthukannan P., Tan B., Chiang F.T., Leong C.","57211041075;21834632200;57226709638;55865009500;","Novel mechanisms of scalability of financial services in an emerging market context: Insights from Indonesian Fintech Ecosystem",2021,"International Journal of Information Management","61",,"102403","","",,,"10.1016/j.ijinfomgt.2021.102403","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112404225&doi=10.1016%2fj.ijinfomgt.2021.102403&partnerID=40&md5=c1f8d8eb159c77fc68b8f36f5917ec26","Business Information Systems, The University of Sydney, Sydney, Australia; The University of New South Wales, Sydney, Australia","Muthukannan, P., Business Information Systems, The University of Sydney, Sydney, Australia; Tan, B., Business Information Systems, The University of Sydney, Sydney, Australia; Chiang, F.T., The University of New South Wales, Sydney, Australia; Leong, C., The University of New South Wales, Sydney, Australia","Case study; FinTech; Indonesia; Scalability; Start-up","Commerce; Fintech; Reactor startup; Business models; Case-studies; Emerging markets; Financial service; Financial services sector; Generativity; Indonesia; Service delivery; Start-up; Technological innovation; Scalability",,,,,,,,,,,"Muthukannan, P.; Business Information Systems, Rm 4074 H70 Abercrombie Building, Australia; email: priya.muthukannan@sydney.edu.au","Elsevier Ltd",02684012,,IJMAE,,"English","Int J Inf Manage",Article,"Final","",Scopus,2-s2.0-85112404225
"Broby D.","55178495400;","Financial technology and the future of banking",2021,"Financial Innovation","7","1","47","","",,6,"10.1186/s40854-021-00264-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108378714&doi=10.1186%2fs40854-021-00264-y&partnerID=40&md5=6e8ee6fbea19af9857ed8b340610dd90","Centre for Financial Regulation and Innovation, Strathclyde Business School, Glasgow, United Kingdom","Broby, D., Centre for Financial Regulation and Innovation, Strathclyde Business School, Glasgow, United Kingdom","Banking; Cryptocurrencies; Digital Payments; Fintech; Intermediation; P2P Lending",,"There are no acknowldgements.",,,,,,,,,,"Broby, D.; Centre for Financial Regulation and Innovation, United Kingdom; email: daniel.broby@strath.ac.uk","Springer Science and Business Media Deutschland GmbH",21994730,,,,"English","Financial Innov.",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85108378714
"Wang J.S.","51061673200;","Exploring biometric identification in FinTech applications based on the modified TAM",2021,"Financial Innovation","7","1","42","","",,5,"10.1186/s40854-021-00260-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107534503&doi=10.1186%2fs40854-021-00260-2&partnerID=40&md5=de81cc41b1234dc9c55aa0ff186f2a0a","Institute of Technology Management, National Yang Ming Chiao Tung University, 1001 Ta-Hsueh Road, Hsinchu, 300, Taiwan","Wang, J.S., Institute of Technology Management, National Yang Ming Chiao Tung University, 1001 Ta-Hsueh Road, Hsinchu, 300, Taiwan","AHP; Biometric identification; FinTech applications; Perceived privacy; Perceived trust",,,,,,,,,,,,"Wang, J.S.; Institute of Technology Management, 1001 Ta-Hsueh Road, Taiwan; email: vincent.mt98g@nctu.edu.tw","Springer Science and Business Media Deutschland GmbH",21994730,,,,"English","Financial Innov.",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85107534503
"Kou G., Olgu Akdeniz Ö., Dinçer H., Yüksel S.","57068290300;24725148100;55567227600;57190620397;","Fintech investments in European banks: a hybrid IT2 fuzzy multidimensional decision-making approach",2021,"Financial Innovation","7","1","39","","",,48,"10.1186/s40854-021-00256-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106921439&doi=10.1186%2fs40854-021-00256-y&partnerID=40&md5=c588bcbf8dc309fe1a3cefd2db5cbec0","School of Business Administration, Southwestern University of Finance and Economics, Chengdu, 611130, China; College of Administrative Sciences and Economics, Koç University, Rumeli Feneri Yolu, Sarıyer, Istanbul, 34450, Turkey; School of Business, Istanbul Medipol University, Kavacık Campus, Beykoz, Istanbul, 34810, Turkey","Kou, G., School of Business Administration, Southwestern University of Finance and Economics, Chengdu, 611130, China; Olgu Akdeniz, Ö., College of Administrative Sciences and Economics, Koç University, Rumeli Feneri Yolu, Sarıyer, Istanbul, 34450, Turkey; Dinçer, H., School of Business, Istanbul Medipol University, Kavacık Campus, Beykoz, Istanbul, 34810, Turkey; Yüksel, S., School of Business, Istanbul Medipol University, Kavacık Campus, Beykoz, Istanbul, 34810, Turkey","DEMATEL; European banking industry; Financial technology; Interval type-2 fuzzy TOPSIS",,,,,,,,,,,,"Olgu Akdeniz, Ö.; College of Administrative Sciences and Economics, Rumeli Feneri Yolu, Sarıyer, Turkey; email: oolgu@ku.edu.tr","Springer Science and Business Media Deutschland GmbH",21994730,,,,"English","Financial Innov.",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85106921439
"Shaikh A.K., Al-Shamli M., Nazir A.","54785101500;57230878500;24723004500;","Designing a relational model to identify relationships between suspicious customers in anti-money laundering (AML) using social network analysis (SNA)",2021,"Journal of Big Data","8","1","20","","",,2,"10.1186/s40537-021-00411-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104755105&doi=10.1186%2fs40537-021-00411-3&partnerID=40&md5=f0e34f363724bfac06d7006187cde150","Department of Information Systems, College of Economics & Political Science, Sultan Qaboos University, Muscat, Oman; Department of Information Studies, College of Arts and Social Sciences, Sultan Qaboos University, Muscat, Oman; College of Technological Innovation, Zayed University, Abu Dhabi, United Arab Emirates","Shaikh, A.K., Department of Information Systems, College of Economics & Political Science, Sultan Qaboos University, Muscat, Oman; Al-Shamli, M., Department of Information Studies, College of Arts and Social Sciences, Sultan Qaboos University, Muscat, Oman; Nazir, A., College of Technological Innovation, Zayed University, Abu Dhabi, United Arab Emirates","Anti-money laundering; Customer profile; Relational analysis; Relationships; Social network analysis",,"The grant number IG/EPS/INFS/18/01 is received by the primary author from an internal grant of Sultan Qaboos University Muscat to promote the academic research and to achieve the research and educational objectives of the University. The ideas and views contained in this article are from the authors and should not be interpreted as official from Sultan Qaboos University.","We would like to thank Sultan Qaboos University for granting this research and for their support in hosting our experiment on the Cloud computing environment.",,,,,,,,,"Shaikh, A.K.; Department of Information Systems, Oman; email: shaikh@squ.edu.om","Springer Science and Business Media Deutschland GmbH",21961115,,,,"English","J. Big Data",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85104755105
"Goel K., Bandara W., Gable G.","57202321100;9633046900;6701673705;","A Typology of Business Process Standardization Strategies",2021,"Business and Information Systems Engineering","63","6",,"621","635",,1,"10.1007/s12599-021-00693-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103189070&doi=10.1007%2fs12599-021-00693-0&partnerID=40&md5=93c606f70890bc17569bb5fc232a4b20","Queensland University of Technology, GPO Box 2434, Brisbane, QLD  4001, Australia","Goel, K., Queensland University of Technology, GPO Box 2434, Brisbane, QLD  4001, Australia; Bandara, W., Queensland University of Technology, GPO Box 2434, Brisbane, QLD  4001, Australia; Gable, G., Queensland University of Technology, GPO Box 2434, Brisbane, QLD  4001, Australia","Business process standardization; Qualitative data analysis; Strategies; Typology",,,,,,,,,,,,"Goel, K.; Queensland University of Technology, GPO Box 2434, Australia; email: k.goel@qut.edu.au","Springer Gabler",23637005,,,,"English","Busin. Info. Sys. Eng.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85103189070
"Rangone A., Busolli L.","57203657741;57222261301;","Managing charity 4.0 with Blockchain: a case study at the time of Covid-19",2021,"International Review on Public and Nonprofit Marketing","18","4",,"491","521",,6,"10.1007/s12208-021-00281-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102075508&doi=10.1007%2fs12208-021-00281-8&partnerID=40&md5=0adc2bf6eccc727baba18cb09f293300","University G. D’Annunzio of Chieti-Pescara, Viale Pindaro, 42, Pescara, 65127, Italy; Genova, Italy","Rangone, A., University G. D’Annunzio of Chieti-Pescara, Viale Pindaro, 42, Pescara, 65127, Italy; Busolli, L., Genova, Italy","Blockchain; Development strategies; Digital transactions; Fundraising; Innovation",,,,,,,,,,,,"Rangone, A.; University G. D’Annunzio of Chieti-Pescara, Viale Pindaro, 42, Italy; email: adalberto.rangone@unich.it","Springer Science and Business Media Deutschland GmbH",18651984,,,,"English","Int. Rev. Public Nonprofit Mark.",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85102075508
"Filtz E., Kirrane S., Polleres A.","56728717000;53979829800;14042181800;","The linked legal data landscape: linking legal data across different countries",2021,"Artificial Intelligence and Law","29","4",,"485","539",,1,"10.1007/s10506-021-09282-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101767664&doi=10.1007%2fs10506-021-09282-8&partnerID=40&md5=3c8b7c01961cb637899e0d4ca53511c8","Institute for Data, Process and Knowledge Management, Vienna University of Economics and Business, Vienna, Austria; Siemens AG Österreich, Vienna, Austria; Complexity Science Hub, Vienna, Austria","Filtz, E., Institute for Data, Process and Knowledge Management, Vienna University of Economics and Business, Vienna, Austria, Siemens AG Österreich, Vienna, Austria; Kirrane, S., Institute for Data, Process and Knowledge Management, Vienna University of Economics and Business, Vienna, Austria; Polleres, A., Institute for Data, Process and Knowledge Management, Vienna University of Economics and Business, Vienna, Austria, Complexity Science Hub, Vienna, Austria","Law identifier; Legal knowledge graph; Legal ontology; Linked data","Data handling; Information use; Knowledge representation; Laws and legislation; Linked data; Metadata; Specifications; Turing machines; European union; Legal documents; Legal information; Legal information systems; Legal knowledge; Machine-readable format; Metadata Standards; Technical specifications; Population statistics","We thank the anonymous reviewers for their valuable suggestions and inputs. This work was partially funded by the Austrian Research Promotion Agency (FFG) under the “ICT of the Future” program (project “AI@Work”, contract #874111), the Federal Ministry of Digital and Economic Affairs of the Republic of Austria and the Jubilee Fund of the City of Vienna. Sabrina Kirrane is funded by the FWF Austrian Science Fund and the Internet Foundation Austria under the FWF Elise Richter and netidee SCIENCE programmes as project number V 759-N. This project has received funding from the European Union’s Horizon 2020 research and innovation programme under the Marie Sklodowska-Curie grant agreement No 860801. Open access funding provided by Vienna University of Economics and Business (WU).",,,,,,,,,,"Filtz, E.; Siemens AG ÖsterreichAustria; email: erwin.filtz@wu.ac.at","Springer Science and Business Media B.V.",09248463,,AINLE,,"English","Artif Intell Law",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85101767664
"Lyytinen K., Nickerson J.V., King J.L.","7004068826;7007157887;55574229141;","Metahuman systems = humans + machines that learn",2021,"Journal of Information Technology","36","4",,"427","445",,13,"10.1177/0268396220915917","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085339316&doi=10.1177%2f0268396220915917&partnerID=40&md5=3e8f5389563756722730b1d8ef99e3b2","Case Western Reserve University, United States; Stevens Institute of Technology, United States; University of Michigan, United States","Lyytinen, K., Case Western Reserve University, United States; Nickerson, J.V., Stevens Institute of Technology, United States; King, J.L., University of Michigan, United States","autonomy; embodiment; job design; learning theory; Machine learning; monitoring; organizational forms; technology; work groups","Information systems; Information use; Generic functions; Hybrid learning; Large-scale experimentations; Learning by doing; Organization design; Organizational levels; Research questions; Sociotechnical systems; Learning systems","The author(s) disclosed receipt of the following financial support for the research, authorship, and/or publication of this article: This material is based upon work supported by the National Science Foundation under Grants 1909803, 1717473, 1745463, 1442840, and 1422066.",,,,,,,,,,"Nickerson, J.V.; Stevens Institute of TechnologyUnited States; email: jnickerson@stevens.edu","SAGE Publications Ltd",02683962,,,,"English","J. Inf. Technol.",Article,"Final","",Scopus,2-s2.0-85085339316
"Day M.-Y.","14031006200;","Artificial intelligence for knowledge graphs of cryptocurrency anti-money laundering in fintech",2021,"Proceedings of the 2021 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining, ASONAM 2021",,,,"439","446",,,"10.1145/3487351.3488415","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124378070&doi=10.1145%2f3487351.3488415&partnerID=40&md5=f6ebbf04458f058438c16d1324c9bb8f","Graduate Institute of Information Management, National Taipei University, Taipei, Taiwan","Day, M.-Y., Graduate Institute of Information Management, National Taipei University, Taipei, Taiwan","artificial intelligence; cryptocurrency anti-money laundering; fintech; knowledge graph; meta-learning","Electronic money; Knowledge graph; Laundering; Learning systems; AI Technologies; Anti-money laundering; Cryptocurrency anti-money laundering; Empirical research; Knowledge graphs; Learning models; Metalearning; Prevention and controls; Research topics; Small samples; Crime","This research was supported in part by Ministry of Science and Technology (MOST) under the grant number 110-2410-H-305-013-MY2 and National Taipei University (NTPU) under the grant number 110-NTPU-ORDA-F-001.",,,,,,,,,,,"Association for Computing Machinery, Inc",,9781450391283,,,"English","Proc. IEEE/ACM Int. Conf. Adv. Soc. Networks Anal. Min., ASONAM",Conference Paper,"Final","",Scopus,2-s2.0-85124378070
"Michael B., Latkovska T.","7005825481;57215024504;","The FinTech Dividend: How Much Money Is FinTech Likely to Mobilize for Sustainable Development?",2021,"Global Policy","12","5",,"677","688",,,"10.1111/1758-5899.12994","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119518218&doi=10.1111%2f1758-5899.12994&partnerID=40&md5=1bb681286e29d3d26bb011bf87b1553e","University of Hong Kong, Hong Kong; Odessa Academy of Law, India","Michael, B., University of Hong Kong, Hong Kong; Latkovska, T., Odessa Academy of Law, India",,,,,,,,,,,,,"Michael, B.; University of Hong KongHong Kong; email: bryane.michael@eueconomics.org","John Wiley and Sons Inc",17585880,,,,"English","Global Policy",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85119518218
"Levis D., Fontana F., Ughetto E.","57347208100;57266652000;21733841100;","A look into the future of blockchain technology",2021,"PLoS ONE","16","11 November","e0258995","","",,1,"10.1371/journal.pone.0258995","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119451240&doi=10.1371%2fjournal.pone.0258995&partnerID=40&md5=3fb0b3d578e8b31381d07cab631208b0","Groupe ALTEN, France; Politecnico di Torino, Corso Duca degli Abruzzi 24, Turin, Italy; Politecnico di Torino and Bureau of Entrepreneurial Finance, Corso Duca degli Abruzzi 24, Turin, Italy","Levis, D., Groupe ALTEN, France; Fontana, F., Politecnico di Torino, Corso Duca degli Abruzzi 24, Turin, Italy; Ughetto, E., Politecnico di Torino and Bureau of Entrepreneurial Finance, Corso Duca degli Abruzzi 24, Turin, Italy",,"adoption; article; blockchain; Delphi study; economic aspect; Europe; human; organization; probability; geography; questionnaire; technology; Blockchain; Delphi Technique; Geography; Humans; Surveys and Questionnaires; Technology",,,,,,,,,,,"Fontana, F.; Politecnico di Torino, Corso Duca degli Abruzzi 24, Italy; email: francesco.fontana@polito.it","Public Library of Science",19326203,,POLNC,"34788307","English","PLoS ONE",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85119451240
"Nasir A., Shaukat K., Khan K.I., Hameed I.A., Alam T.M., Luo S.","55398249000;53986622700;54395558800;36175945700;57208017350;13103725600;","Trends and directions of financial technology (Fintech) in society and environment: A bibliometric study",2021,"Applied Sciences (Switzerland)","11","21","10353","","",,2,"10.3390/app112110353","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118728556&doi=10.3390%2fapp112110353&partnerID=40&md5=5517756d7b47a552ca1d143de02fc33c","Department of Management Sciences, Lahore College for Women University, Lahore, 54000, Pakistan; School of Information and Physical Sciences, The University of Newcastle, CallaghanNSW  2308, Australia; Department of Data Science, University of the Punjab, Lahore, 54890, Pakistan; Institute of Business & Management, University of Engineering and Technology, Lahore, 54000, Pakistan; Department of ICT and Natural Sciences, Norwegian University of Science and Technology, Trondheim, 7491, Norway; Department of Computer Science and Information Technology, Virtual University of Pakistan, Lahore, 54890, Pakistan","Nasir, A., Department of Management Sciences, Lahore College for Women University, Lahore, 54000, Pakistan; Shaukat, K., School of Information and Physical Sciences, The University of Newcastle, CallaghanNSW  2308, Australia, Department of Data Science, University of the Punjab, Lahore, 54890, Pakistan; Khan, K.I., Institute of Business & Management, University of Engineering and Technology, Lahore, 54000, Pakistan; Hameed, I.A., Department of ICT and Natural Sciences, Norwegian University of Science and Technology, Trondheim, 7491, Norway; Alam, T.M., Department of Computer Science and Information Technology, Virtual University of Pakistan, Lahore, 54890, Pakistan; Luo, S., School of Information and Physical Sciences, The University of Newcastle, CallaghanNSW  2308, Australia","Blockchain; Deep learning; Environment; Financial technology; Fintech; Regtech; Social sciences",,,,,,,,,,,,"Shaukat, K.; School of Information and Physical Sciences, Callaghan, Australia; email: kamran.shaukat@uon.edu.au
Khan, K.I.; Institute of Business & Management, Pakistan; email: kanwal.khan@uet.edu.pk
Hameed, I.A.; Department of ICT and Natural Sciences, Norway; email: ibib@ntnu.no","MDPI",20763417,,,,"English","Appl. Sci.",Review,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85118728556
"Liu Y., Luan L., Wu W., Zhang Z., Hsu Y.","57225002535;57267475200;57218700683;57267475400;14007722000;","Can digital financial inclusion promote China's economic growth?",2021,"International Review of Financial Analysis","78",,"101889","","",,10,"10.1016/j.irfa.2021.101889","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115406856&doi=10.1016%2fj.irfa.2021.101889&partnerID=40&md5=adfe3bdf48933e91d1ab6df0c280bf37","School of Film Television & Communication, Xiamen University of Technology, Xiamen, China; Southwestern University of Finance and Economics, Chengdu, China; College of Marxism, Dongbei University of Finance and Economics, Dalian, China; Postdoctoral Research Station, China Export and Credit Insurance Corporation, Beijing, China; The Graduate Institute of Design Science, Tatung University, Taipei, Taiwan, Taiwan","Liu, Y., Southwestern University of Finance and Economics, Chengdu, China; Luan, L., College of Marxism, Dongbei University of Finance and Economics, Dalian, China; Wu, W., School of Film Television & Communication, Xiamen University of Technology, Xiamen, China; Zhang, Z., Postdoctoral Research Station, China Export and Credit Insurance Corporation, Beijing, China; Hsu, Y., The Graduate Institute of Design Science, Tatung University, Taipei, Taiwan, Taiwan","Digital financial inclusion; Economic growth; Multiple intermediary models; Threshold regression model",,"The National Social Science Fund of China: On the identification of a human community with a shared future(18BKS120).",,,,,,,,,,"Wu, W.; School of Film Television & Communication, China; email: wu_edu@yeah.net","Elsevier Inc.",10575219,,,,"English","Int. Rev. Financ. Anal.",Article,"Final","",Scopus,2-s2.0-85115406856
"Pizzi S., Venturelli A., Variale M., Macario G.P.","57195278596;55224806600;57258782400;57259264300;","Assessing the impacts of digital transformation on internal auditing: A bibliometric analysis",2021,"Technology in Society","67",,"101738","","",,4,"10.1016/j.techsoc.2021.101738","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114906817&doi=10.1016%2fj.techsoc.2021.101738&partnerID=40&md5=60a54c4128ab4a847b4caaa24115c759","Università del Salento, Dipartimento di Scienze dell'Economia, Lecce, Italy; Certified Internal Auditor & Certified Anti Money Laundering Specialist, Chief Auditor, Rome, Italy; Adjunct Professor in International Management, Università degli Studi di Bari Aldo Moro, Bari, Italy","Pizzi, S., Università del Salento, Dipartimento di Scienze dell'Economia, Lecce, Italy; Venturelli, A., Università del Salento, Dipartimento di Scienze dell'Economia, Lecce, Italy; Variale, M., Certified Internal Auditor & Certified Anti Money Laundering Specialist, Chief Auditor, Rome, Italy; Macario, G.P., Adjunct Professor in International Management, Università degli Studi di Bari Aldo Moro, Bari, Italy","Audit; Bibliometrics; Digital transformation; Literature review","Education; Bibliometric analysis; Continuous auditing; Digital transformation; External pressures; Independent research; Management control system; Technological innovation; Technological revolution; Data Analytics; cluster analysis; innovation; literature review; organizational framework; research work; technological development",,,,,,,,,,,"Pizzi, S.; Università del Salento, Italy; email: simone.pizzi@unisalento.it","Elsevier Ltd",0160791X,,,,"English","Technol. Soc.",Article,"Final","",Scopus,2-s2.0-85114906817
"Goettenauer C.","57221853165;","The Brazilian financial system, cyber security policy and personal data protection: A polycentric regulation approach [O sistema financeiro Brasileiro, política de segurança cibernética e proteção de dados pessoais: Uma abordagem sob a ótica da regulação policêntrica]",2021,"Revista de Direito, Estado e Telecomunicacoes","12","2",,"172","186",,1,"10.26512/lstr.v12i2.34716","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100411335&doi=10.26512%2flstr.v12i2.34716&partnerID=40&md5=23437c7dae491ee1f22e5da3cf7a2a21","Banco do Brasil Corporate University, Legal Counsel at Banco do Brasil, Brazil","Goettenauer, C., Banco do Brasil Corporate University, Legal Counsel at Banco do Brasil, Brazil","Cyber Security Policy; Data Protection; Financial System; Polycentric Regulation",,,,,,,,,,,,"Goettenauer, C.; Banco do Brasil Corporate University, Brazil; email: goette@gmail.com","Universidade de Brasilia",19849729,,,,"Portuguese","Rev. Direito Estado Telecomunicacoes",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85100411335
"Xu Y., Bao H., Zhang W., Zhang S.","57209307973;8640336700;16064904000;57193197095;","Which financial earmarking policy is more effective in promoting FinTech innovation and regulation?",2021,"Industrial Management and Data Systems","121","10",,"2181","2206",,1,"10.1108/IMDS-11-2020-0656","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113818536&doi=10.1108%2fIMDS-11-2020-0656&partnerID=40&md5=0d31c2fa45fc86569456386b9e133fbc","China Academy of Financial Research, Zhejiang University of Finance and Economics, Hangzhou, China; School of Spatial Planning and Design, Zhejiang University City College, Hangzhou, China; School of Information Management and Artificial Intelligence, Zhejiang University of Finance and Economics, Hangzhou, China","Xu, Y., China Academy of Financial Research, Zhejiang University of Finance and Economics, Hangzhou, China; Bao, H., School of Spatial Planning and Design, Zhejiang University City College, Hangzhou, China; Zhang, W., School of Information Management and Artificial Intelligence, Zhejiang University of Finance and Economics, Hangzhou, China; Zhang, S., School of Information Management and Artificial Intelligence, Zhejiang University of Finance and Economics, Hangzhou, China","Effective regulation; Evolutionary game theory; Financial earmarking policy; Financial institutions; FinTech innovation","Banking; Commercial bank; Design/methodology/approach; Evolutionary game models; Evolutionary games; Evolutionary path; Evolutionary stable strategies; Financial innovation; Financial institution; Fintech","The work has been supported by Soft Science Research Program of Zhejiang Province (No. 2020C25004), National Natural Science Foundation of China (No. 51875503, No. 51975512), Zhejiang Natural Science Foundation of China (No. LZ20E050001, No. LY19G030016).",,,,,,,,,,"Bao, H.; School of Spatial Planning and Design, China; email: haijun_bao@126.com","Emerald Group Holdings Ltd.",02635577,,IMDSD,,"English","Ind Manage Data Sys",Article,"Final","",Scopus,2-s2.0-85113818536
