Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,Correspondence Address,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Schepinin V., Bataev A.","57202887175;56835460500;","Digitalization of financial sphere: Challenger banks efficiency estimation",2019,"IOP Conference Series: Materials Science and Engineering","497","1","012051","","",,5,"10.1088/1757-899X/497/1/012051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064875490&doi=10.1088%2f1757-899X%2f497%2f1%2f012051&partnerID=40&md5=a9a16caa9bba3b19f80a04a710924745","Peter the Great St. Petersburg Polytechnic University, Politechnicheskaya st., 29, St. Petersburg, 195251, Russian Federation","Schepinin, V., Peter the Great St. Petersburg Polytechnic University, Politechnicheskaya st., 29, St. Petersburg, 195251, Russian Federation; Bataev, A., Peter the Great St. Petersburg Polytechnic University, Politechnicheskaya st., 29, St. Petersburg, 195251, Russian Federation",,"Economics; Efficiency; Manufacture; Digital transformation; Economic efficiency; Efficiency estimation; Financial institution; Information communication; Innovation projects; Mobile communication channels; Telecommunication companies; Investments",,,,,,,,,,,,"Institute of Physics Publishing",17578981,,,,"English","IOP Conf. Ser. Mater. Sci. Eng.",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85064875490
"Mehrotra A.","57210419140;","Artificial Intelligence in Financial Services - Need to Blend Automation with Human Touch",2019,"2019 International Conference on Automation, Computational and Technology Management, ICACTM 2019",,,"8776741","342","347",,9,"10.1109/ICACTM.2019.8776741","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070577463&doi=10.1109%2fICACTM.2019.8776741&partnerID=40&md5=b5e5f4206f608ee50497bc6b3e8ae6d3","Deptt. of Business and Management, Amity University, Dubai, United Arab Emirates","Mehrotra, A., Deptt. of Business and Management, Amity University, Dubai, United Arab Emirates","Chabot; Eva; FinTech; Machine Learning; NLP; Robo Advisors","Artificial intelligence; Automation; Customer satisfaction; Learning systems; Chabot; Customer delight; Financial service; Financial services industries; FinTech; Macro financial risk; Robo Advisors; Service customization; Finance",,,,,,,,,,,"Mehrotra, A.; Deptt. of Business and Management, United Arab Emirates; email: mehrotraanupam@yahoo.com","Institute of Electrical and Electronics Engineers Inc.",,9781538680100,,,"English","Int. Conf. Autom., Comput. Technol. Manag., ICACTM",Conference Paper,"Final","",Scopus,2-s2.0-85070577463
"Gozman D., Willcocks L.","55490621900;7003958503;","The emerging Cloud Dilemma: Balancing innovation with cross-border privacy and outsourcing regulations",2019,"Journal of Business Research","97",,,"235","256",,17,"10.1016/j.jbusres.2018.06.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054368622&doi=10.1016%2fj.jbusres.2018.06.006&partnerID=40&md5=5e66064b566c52cf7aa32d8ae5494c47","University of Sydney, University of Sydney Business School, Sydney, Australia; Henley Business School, University of Reading, United Kingdom; London School of Economics and Political Science, Houghton Street, London, United Kingdom","Gozman, D., University of Sydney, University of Sydney Business School, Sydney, Australia, Henley Business School, University of Reading, United Kingdom; Willcocks, L., London School of Economics and Political Science, Houghton Street, London, United Kingdom","Cloud; Data privacy; Fintech; IT governance; Outsourcing; Shadow IT",,,,,,,,,,,,"Gozman, D.; University of Sydney, Australia; email: daniel.gozman@sydney.edu.au","Elsevier Inc.",01482963,,JBRED,,"English","J. Bus. Res.",Article,"Final","",Scopus,2-s2.0-85054368622
"Arner D.W., Zetzsche D.A., Buckley R.P., Barberis J.N.","15046436800;35622920200;55185207500;57192695507;","The Identity Challenge in Finance: From Analogue Identity to Digitized Identification to Digital KYC Utilities",2019,"European Business Organization Law Review","20","1",,"55","80",,18,"10.1007/s40804-019-00135-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063024463&doi=10.1007%2fs40804-019-00135-1&partnerID=40&md5=00a73835cc749d5b8f601d0c05cf4df9","Kerry Holdings Professor in Law and Co-Founder, Asian Institute of International Financial Law, University of Hong Kong, Pokfulam, Hong Kong; Professor of Law, ADA Chair in Financial Law (Inclusive Finance), Faculty of Law, Economics and Finance, University of Luxembourg, Luxembourg City, Luxembourg; Director, Centre for Business and Corporate Law, Heinrich-Heine-University, Düsseldorf, Germany; KPMG Law King and Wood Mallesons Chair of Disruptive Innovation, Scientia Professor, and Member, Centre for Law, Markets and Regulation, UNSW Sydney, Sydney, Australia; Co-Founder, Supercharger, and Research Fellow, Asian Institute of International Financial Law, University of Hong Kong, Pokfulam, Hong Kong","Arner, D.W., Kerry Holdings Professor in Law and Co-Founder, Asian Institute of International Financial Law, University of Hong Kong, Pokfulam, Hong Kong; Zetzsche, D.A., Professor of Law, ADA Chair in Financial Law (Inclusive Finance), Faculty of Law, Economics and Finance, University of Luxembourg, Luxembourg City, Luxembourg, Director, Centre for Business and Corporate Law, Heinrich-Heine-University, Düsseldorf, Germany; Buckley, R.P., KPMG Law King and Wood Mallesons Chair of Disruptive Innovation, Scientia Professor, and Member, Centre for Law, Markets and Regulation, UNSW Sydney, Sydney, Australia; Barberis, J.N., Co-Founder, Supercharger, and Research Fellow, Asian Institute of International Financial Law, University of Hong Kong, Pokfulam, Hong Kong","Anti-money laundering; Digital identification; eKYC infrastructure; Finance; Financial inclusion; FinTech; Identity; KYC utilities; Market integrity; RegTech",,"Acknowledgments The authors are grateful for comments from Iris Chiu, Emilios Avgouleas, Pierre Schammo, Jean-Louis Schiltz, Anton Didenko, Tsany Ratna Dewi as well as participants of the Alliance for Financial Inclusion Global Policy Forum (AFI GPF) in Sochi (September 2018), and for the research assistance of Rohan Balani, Jessica Chapman and Evan Gibson. All responsibility is the authors. The authors gratefully acknowledge the financial support of: the Luxembourg National Research Fund, project ‘A new law for Fintechs—SMART Regulation’, INTER/MOBILITY/16/11406511; the Australian Research Council, project ‘Regulating a Revolution: A New Regulatory Model for Digital Finance’; and the Hong Kong Research Grants Council Theme-based Research Scheme.",,,,,,,,,,"Arner, D.W.; Kerry Holdings Professor in Law and Co-Founder, Hong Kong; email: Douglas.Arner@hku.hk","Springer International Publishing",15667529,,,,"English","Eur. Bus. Org. Law Rev.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85063024463
"Das S.R., Kim S., Kothari B.","55446106100;56298549000;57267159300;","Zero-Revelation RegTech: Detecting Risk through Linguistic Analysis of Corporate Emails and News",2019,"Journal of Financial Data Science","1","2",,"8","34",,4,"10.3905/jfds.2019.1.2.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074785441&doi=10.3905%2fjfds.2019.1.2.008&partnerID=40&md5=66b35eabe375c8dc60d66242b1017c41","Santa Clara University, Santa Clara, CA, United States; Google in Mountain ViewCA, United States","Das, S.R., Santa Clara University, Santa Clara, CA, United States; Kim, S., Santa Clara University, Santa Clara, CA, United States; Kothari, B., Google in Mountain ViewCA, United States","Dogmas; Miles; Neology; Philosophical theology; Religion; Schleiermacher; Spalding; Theology of Enlightenment",,,,,,,,,,,,,"With intelligence",26403943,,,,"English","J. Financial. Data. Sci.",Article,"Final","",Scopus,2-s2.0-85074785441
"Milian E.Z., Spinola M.D.M., Carvalho M.M.D.","56884549600;57214192349;8392510600;","Fintechs: A literature review and research agenda",2019,"Electronic Commerce Research and Applications","34",,"100833","","",,99,"10.1016/j.elerap.2019.100833","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061711287&doi=10.1016%2fj.elerap.2019.100833&partnerID=40&md5=e33b6153270a5d8c49f3e0926c95a718","Department of Production Engineering, University of Sao Paulo, Av. Prof. Luciano Gualberto, 1380, Sao Paulo, 05508-010, Brazil","Milian, E.Z., Department of Production Engineering, University of Sao Paulo, Av. Prof. Luciano Gualberto, 1380, Sao Paulo, 05508-010, Brazil; Spinola, M.D.M., Department of Production Engineering, University of Sao Paulo, Av. Prof. Luciano Gualberto, 1380, Sao Paulo, 05508-010, Brazil; Carvalho, M.M.D., Department of Production Engineering, University of Sao Paulo, Av. Prof. Luciano Gualberto, 1380, Sao Paulo, 05508-010, Brazil","Blockchain; Crowdfunding; Cryptocurrency; Financial services; Financial technologies; Fintech; Innovation; Loans; Payment technologies; Systematic literature review","Blockchain; Electronic money; Laws and legislation; Losses; Crowdfunding; Financial service; Fintech; Loans; Systematic literature review; Finance","This study was financed in part by the Coordenação de Aperfeiçoamento de Pessoal de Nível Superior – Brasil (CAPES) – Finance Code 001. It was also supported by National Council for Scientific and Technological Development (CNPq).",,,,,,,,,,"Milian, E.Z.; Department of Production Engineering, Av. Prof. Luciano Gualberto, 1380, Brazil; email: eduardo.zied@usp.br","Elsevier B.V.",15674223,,,,"English","Elect. Commer. Res. Appl.",Article,"Final","",Scopus,2-s2.0-85061711287
"Muthukannan P., Gozman D.","57211041075;55490621900;","Meeting the challenge of Fintech startups: The development of dynamic capabilities at incumbent banks",2019,"40th International Conference on Information Systems, ICIS 2019",,,,"","",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103448210&partnerID=40&md5=c91a025b9b829f2fee87dc1e16399e45","University of Sydney, University of Sydney, H70 Abercrombie BuildingNSW  2006, Australia","Muthukannan, P., University of Sydney, University of Sydney, H70 Abercrombie BuildingNSW  2006, Australia; Gozman, D., University of Sydney, University of Sydney, H70 Abercrombie BuildingNSW  2006, Australia","Digital Disruption; Dynamic Capability Development; Fintech; Incumbent Bank","Enterprise resource management; Information systems; Information use; Service industry; Surveys; Capability development; Conventional services; Digital Disruption; Digital economy; Dynamic capabilities; Financial institution; Financial services sector; New business models; Fintech",,,,,,,,,,,,"Association for Information Systems",,9780996683197,,,"English","Int. Conf. Inf. Syst., ICIS",Conference Paper,"Final","",Scopus,2-s2.0-85103448210
"Barata S.L., Cunha P.R., Vieira-Pires R.S.","56941732300;57218586455;36672116500;","I rest my case! The possibilities and limitations of blockchain-based IP protection",2019,"Proceedings of the 28th International Conference on Information Systems Development: Information Systems Beyond 2020, ISD 2019",,,,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091266718&partnerID=40&md5=8d90a8ef1612ac3be1cba2882d103519","CISUC, Department of Informatics Engineering, University of Coimbra, Coimbra, Portugal; Center for Neuroscience and Cell Biology, Institute for Biomedical Imaging and Life Sciences (CNC.IBILI), University of Coimbra, Coimbra, Portugal","Barata, S.L., CISUC, Department of Informatics Engineering, University of Coimbra, Coimbra, Portugal; Cunha, P.R., CISUC, Department of Informatics Engineering, University of Coimbra, Coimbra, Portugal; Vieira-Pires, R.S., Center for Neuroscience and Cell Biology, Institute for Biomedical Imaging and Life Sciences (CNC.IBILI), University of Coimbra, Coimbra, Portugal","Antibodies; Blockchain; Intellectual property","Information systems; Information use; Management information systems; Medical applications; Antibody production; Intellectual property protection; IP protection; Patent cooperation treaties; Systematic literature review; Blockchain","This work is partially financed by national funds through the FCT - Foundation for Science and Technology, I.P., within the scope of the project CISUC - UID/CEC/00326/2019 and by the European Regional Development Fund (ERDF), through the COMPETE 2020 - Operational Programme for Competitiveness and Internationalization and Portuguese national funds via FCT – Fundação para a Ciência e a Tecnologia, under projects projects POCI-01-0145-FEDER-030550 (BYDRUG) and POCI-01-0145-FEDER-007440 | UID/NEU/04539/2019 (CNC.IBILI).",,,,,,,,,,,"Association for Information Systems",,9782957187607,,,"English","Proc. Int. Conf. Inf. Syst. Dev.: Inf. Syst. Beyond, ISD",Conference Paper,"Final","",Scopus,2-s2.0-85091266718
"Schemmel J.","57192372230;","Artificial intelligence and the financial markets: Business as usual?",2019,"Regulating Artificial Intelligence",,,,"255","276",,1,"10.1007/978-3-030-32361-5_11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085448511&doi=10.1007%2f978-3-030-32361-5_11&partnerID=40&md5=129be21b1b65320f40d4b54b03f890de","Institute for Staatswissenschaft and Philosophy of Law, Albert-Ludwigs-University Freiburg, Freiburg, Germany","Schemmel, J., Institute for Staatswissenschaft and Philosophy of Law, Albert-Ludwigs-University Freiburg, Freiburg, Germany",,,,,,,,,,,,,"Schemmel, J.; Institute for Staatswissenschaft and Philosophy of Law, Germany; email: jakob.schemmel@jura.uni-freiburg.de","Springer International Publishing",,9783030323615; 9783030323608,,,"English","Regulating Artificial Intelligence",Book Chapter,"Final","",Scopus,2-s2.0-85085448511
"Bhandarkar V.V., Bhandarkar A.A., Shiva A.","57215780555;57215776535;57215773319;","Digital stocks using blockchain technology the possible future of stocks?",2019,"International Journal of Management","10","3",,"44","49",,3,"10.34218/IJM.10.3.2019/005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081931407&doi=10.34218%2fIJM.10.3.2019%2f005&partnerID=40&md5=760db5c200e1ce1396745b61c2d883be","Department of Computer Science and Engineering, BMS Institute of Technology and Management, Bangalore, India","Bhandarkar, V.V., Department of Computer Science and Engineering, BMS Institute of Technology and Management, Bangalore, India; Bhandarkar, A.A., Department of Computer Science and Engineering, BMS Institute of Technology and Management, Bangalore, India; Shiva, A., Department of Computer Science and Engineering, BMS Institute of Technology and Management, Bangalore, India","Blockchain; Cryptocurrencies; Digital Currency; Digital Stocks; Stock Exchange; Tokenization",,,,,,,,,,,,,"IAEME Publication",09766502,,,,"English","Int. J. Manag.",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85081931407
"Díez A.B.","57210394796;","Cryptocurrencies, economic and legal aspects [Criptomonedas, economía y derecho]",2019,"Revista Chilena de Derecho y Tecnologia","8","1",,"29","67",,2,"10.5354/0719-2584.2019.51584","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081420096&doi=10.5354%2f0719-2584.2019.51584&partnerID=40&md5=f6978af8fff4a58ac7345a664fcd533a","Universidad de Chile, Chile","Díez, A.B., Universidad de Chile, Chile","Bitcoin; Civil Law; Cryptocurrency; Economic regulation",,,,,,,,,,,,,"Universidad de Chile",07192576,,,,"Spanish","Rev. Chil. Derecho Tecnol.",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85081420096
"Lechman E., Marszk A.","56499101500;56499260300;","ICT-driven economic and financial development: Analyses of European Countries",2019,"ICT-Driven Economic and Financial Development: Analyses of European Countries",,,,"1","311",,6,"10.1016/C2017-0-00344-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081411688&doi=10.1016%2fC2017-0-00344-0&partnerID=40&md5=3986b66674ee2814ae9b97f9b9eb0c88",,"Lechman, E.; Marszk, A.",,,,,,,,,,,,,,"Elsevier",,9780128137987; 9780128137994,,,"English","ICT-Driven Economic and Financial Development: Analyses of European Ctries.",Book,"Final","",Scopus,2-s2.0-85081411688
"Bi S., Huang Y., Cheng X., Wang M., Qi G.","57196051689;57215660424;57215422710;56430062700;56393840100;","Building Chinese Legal Hybrid Knowledge Network",2019,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","11775 LNAI",,,"628","639",,4,"10.1007/978-3-030-29551-6_56","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081135406&doi=10.1007%2f978-3-030-29551-6_56&partnerID=40&md5=755c86323f85a0339d1fe401af6af33b","School of Computer Science and Engineering, Southeast University, Nanjing, China","Bi, S., School of Computer Science and Engineering, Southeast University, Nanjing, China; Huang, Y., School of Computer Science and Engineering, Southeast University, Nanjing, China; Cheng, X., School of Computer Science and Engineering, Southeast University, Nanjing, China; Wang, M., School of Computer Science and Engineering, Southeast University, Nanjing, China; Qi, G., School of Computer Science and Engineering, Southeast University, Nanjing, China","Chinese encyclopedia; Legal hybrid knowledge network; Legal judgments; Legal knowledge graphs","Data integration; Semantics; Chinese encyclopedia; Hybrid knowledge; Knowledge graphs; Legal judgments; Legal knowledge; Logical connections; Natural language understanding; Semantic search; Laws and legislation","This work was supported by National Key R&D Program of China (2018YFC0830200) and National Natural Science Foundation of China Key Project (U1736204).","Acknowledgement. This work was supported by National Key R&D Program of China (2018YFC0830200) and National Natural Science Foundation of China Key Project (U1736204).",,,,,,,,,"Wang, M.; School of Computer Science and Engineering, China; email: meng.wang@seu.edu.cn","Springer",03029743,9783030295509,,,"English","Lect. Notes Comput. Sci.",Conference Paper,"Final","",Scopus,2-s2.0-85081135406
"Supe L., Natrin¸sˇ A., Mik¸elsone E., Sarnovicˇs A.","57211214199;57211217640;57211216906;57211214997;","Information technology competency management in financial sector: Literature review",2019,"Research for Rural Development","2",,,"268","275",,2,"10.22616/rrd.25.2019.079","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080900631&doi=10.22616%2frrd.25.2019.079&partnerID=40&md5=2c3de7d5be47954340c8ed7d1b14496f","BA School of Business and Finance, Latvia","Supe, L., BA School of Business and Finance, Latvia; Natrin¸sˇ, A., BA School of Business and Finance, Latvia; Mik¸elsone, E., BA School of Business and Finance, Latvia; Sarnovicˇs, A., BA School of Business and Finance, Latvia","Competency; Competency management; Financial sector; Information technology","Competition; Fintech; Information technology; Regional planning; Competency; Competency managements; Financial organizations; Financial sectors; Rapid technology development; Sustainable business; Technology competency; Technology managements; Research and development management",,,,,,,,,,,,"Jelgava : Latvia University of Agriculture",16914031,,,,"English","Res. Rural Dev.",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85080900631
"Polishchuk Y., Ivashchenko A., Dyba O.","56895913800;57194156942;57214913413;","Smart-contracts via blockchain as the innovation tool for smes development",2019,"Ikonomicheski Izsledvania","28","6",,"39","53",,6,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079486198&partnerID=40&md5=70731081b5e4edb12517f98237af1e2b","Corporate Finance and Controlling Department, Kyiv National Economic University named after Vadym Hetman, Ukraine","Polishchuk, Y., Corporate Finance and Controlling Department, Kyiv National Economic University named after Vadym Hetman, Ukraine; Ivashchenko, A., Corporate Finance and Controlling Department, Kyiv National Economic University named after Vadym Hetman, Ukraine; Dyba, O., Corporate Finance and Controlling Department, Kyiv National Economic University named after Vadym Hetman, Ukraine",,,,,,,,,,,,,,"Bulgarska Akademiya na Naukite",02053292,,,,"English","Econ. Stud.",Article,"Final","",Scopus,2-s2.0-85079486198
"Nasir F., Saeedi M.","57214146599;57214155844;","‘RegTech’ as a Solution for Compliance Challenge: A Review Article",2019,"Journal of Advanced Research in Dynamical and Control Systems","11","11 Special Issue",,"912","919",,2,"10.5373/JARDCS/V11SP11/20193115","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078350671&doi=10.5373%2fJARDCS%2fV11SP11%2f20193115&partnerID=40&md5=29042a131cfea5ac8de4224c1a7588cc","Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Nasir, F., Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Saeedi, M., Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Artificial Intelligence; Blockchain; Compliance; FinTech; RegTech",,,,,,,,,,,,,"Institute of Advanced Scientific Research, Inc.",1943023X,,,,"English","J. Adv. Res. Dyn. Control. Syst.",Article,"Final","",Scopus,2-s2.0-85078350671
"Laise L.D., Manzo-Ugas G.","57200259046;57211748323;","Bases para la interpretación y regulación razonable de las criptomonedas: Naturaleza, dificultades y desafíos constitucionales",2019,"Cuadernos del Cendes","36","100",,"107","124",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074952308&partnerID=40&md5=f18663ea1874fb192c7f2bc5017b305c","Conicet - Departamento de Ciencias Sociales, Jurídicas y Económicas, Universidad Nacional de Chilecito, Argentina; Facultad de Estudios Jurídicos y Políticos, Universidad Metropolitana, Venezuela","Laise, L.D., Conicet - Departamento de Ciencias Sociales, Jurídicas y Económicas, Universidad Nacional de Chilecito, Argentina; Manzo-Ugas, G., Facultad de Estudios Jurídicos y Políticos, Universidad Metropolitana, Venezuela","Blockchain; Constitutional Interpretation; Cryptocurrencies; Reasonable Regulation; Virtual Currencies",,,,,,,,,,,,,"Universidad Central de Venezuela",10122508,,,,"Spanish","Cuad. Cendes",Article,"Final","",Scopus,2-s2.0-85074952308
"Gerlach J.M., Rugilo D.","57211461750;57211455938;","The predicament of fintechs in the environment of traditional banking sector regulation -an analysis of regulatory sandboxes as a possible solution",2019,"Credit and Capital Markets","52","3",,"323","373",,2,"10.3790/ccm.52.3.323","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074014546&doi=10.3790%2fccm.52.3.323&partnerID=40&md5=417d374a41831811febe36e228760bf3","Heinrich-Heine-Universität Düsseldorf, Universitätsstraße 1, Düsseldorf, 40225, Germany; University of Cologne, Department of Financial Accounting and Auditing, Albertus-Magnus-Platz, Köln, 50923, Germany","Gerlach, J.M., Heinrich-Heine-Universität Düsseldorf, Universitätsstraße 1, Düsseldorf, 40225, Germany; Rugilo, D., University of Cologne, Department of Financial Accounting and Auditing, Albertus-Magnus-Platz, Köln, 50923, Germany","Digital finance; Financial regulation; Financial sector; Financial services industry; Financial stability; FinTech; FinTech regulation; Regulatory sandbox",,"References UK: Financial Conduct Authority (2015b); Financial Conduct Authority (2017b); Financial Conduct Authority (2017c); Financial Conduct Authority (2017a); Financial Conduct Authority (2018c); Financial Conduct Authority (2018a); Financial Conduct Authority (2018b); Financial Conduct Authority (2018d); Financial Conduct Authority (2018e); Financial Conduct Authority (n/a); Financial Conduct Authority (2019a); Financial Conduct Authority (2019b) References US: Accenture (2016); Bologna (2017); Consumer Financial Protection Bureau (2013); Consumer Financial Protection Bureau (2016b); Consumer Financial Protection Bureau (2016a); Consumer Financial Protection Bureau (2017); Gerlach et al. (2016); Jenik/Lauer (2017); Mc Henry (2016a); Mc Henry (2016b); U.S. Commodity Futures Trading Commission (2017) References Australia: Australian Securities and Investments Commission (2017b); Australian Securities and Investments Commission (2017a); Australian Securities and Investments Commission (2018); Australian Securities and Investments Commission (2019); Australian Securities and Investments Commission (n/a); Ernst & Young (2017a); Ernst & Young (2017c); He et al. (2017); Zetzsche et al. (2017)",,,,,,,,,,"Rugilo, D.; University of Cologne, Albertus-Magnus-Platz, Germany; email: rugilo@wiso.uni-koeln.de","Duncker und Humblot GmbH",21991227,,,,"English","Credit Cap. Mark.",Article,"Final","",Scopus,2-s2.0-85074014546
"El-Masri M., Al-Yafi K., Sherif K.S.","55509483200;35104266200;55948227100;","The digital transformation of FinTech: Disruptions and value paths",2019,"Proceedings of the 23rd Pacific Asia Conference on Information Systems: Secure ICT Platform for the 4th Industrial Revolution, PACIS 2019",,,,"","",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073454994&partnerID=40&md5=d09c6d05509b6aa95759c2bc192d2eb3","Qatar University, Doha, Qatar","El-Masri, M., Qatar University, Doha, Qatar; Al-Yafi, K., Qatar University, Doha, Qatar; Sherif, K.S., Qatar University, Doha, Qatar","Blockchain; Dynamic capabilities; Financial services; FinTech; TechFin","Ecosystems; Fintech; Industry 4.0; Information systems; Information use; Digital transformation; Financial industry; Financial institution; Financial service; Organizational barriers; Strategic positioning; Blockchain",,,,,,,,,,,,"Association for Information Systems",,,,,"English","Proc. Pac. Asia Conf. Inf. Syst.: Secur. ICT Platf. Ind. Revol., PACIS",Conference Paper,"Final","",Scopus,2-s2.0-85073454994
"Zveryakov M., Kovalenko V., Sheludko S., Sharah E.","57204694303;36069590700;57211012349;57211011996;","FinTech sector and banking business: Competition or symbiosis?",2019,"Economic Annals-XXI","175","1-2",,"53","57",,10,"10.21003/ea.V175-09","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072249901&doi=10.21003%2fea.V175-09&partnerID=40&md5=595cf8bac1bed32d3b8797975208f684","Odesa National University of Economics, 8 Preobrazhenska Str., Odesa, 65082, Ukraine","Zveryakov, M., Odesa National University of Economics, 8 Preobrazhenska Str., Odesa, 65082, Ukraine; Kovalenko, V., Odesa National University of Economics, 8 Preobrazhenska Str., Odesa, 65082, Ukraine; Sheludko, S., Odesa National University of Economics, 8 Preobrazhenska Str., Odesa, 65082, Ukraine; Sharah, E., Odesa National University of Economics, 8 Preobrazhenska Str., Odesa, 65082, Ukraine","Bank; Banking; Financial market; Financial services; FinTech accelerators; FinTech company; Innovative financial technologies",,,,,,,,,,,,,"Institute of Society Transformation",17286220,,,,"English","Eco. Annals.",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85072249901
"Nestertsova-Sobakar O., Prymachenko V., Valentyn L., Bereznyak V., Sydorova E.","57210800876;57210805634;57221210735;57210798821;57210800794;","Legal approaches to the regulation of cryptocurrency and B usiness ethics of ICO in the European Union",2019,"Journal of Legal, Ethical and Regulatory Issues","22","Special Issue 2",,"","",6,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071489556&partnerID=40&md5=ac31a1f62fa63f46b3b77dcab1006938","Dnipropetrovsk State University of Internal Affairs, Ukraine","Nestertsova-Sobakar, O., Dnipropetrovsk State University of Internal Affairs, Ukraine; Prymachenko, V., Dnipropetrovsk State University of Internal Affairs, Ukraine; Valentyn, L., Dnipropetrovsk State University of Internal Affairs, Ukraine; Bereznyak, V., Dnipropetrovsk State University of Internal Affairs, Ukraine; Sydorova, E., Dnipropetrovsk State University of Internal Affairs, Ukraine","Cryptocurrency market; Ethical aspects; European institutions; Legal interaction mechanism; Legal system; Regulatory system",,,,,,,,,,,,,"Allied Business Academies",15440036,,,,"English","J. Leg. Ethical Regul. Iss.",Article,"Final","",Scopus,2-s2.0-85071489556
"Creamer G.G., Kazantsev G., Aste T.","6603915895;57191751074;7003460450;","Editors' foreword",2019,"Quantitative Finance","19","9",,"1445","1448",,,"10.1080/14697688.2019.1638160","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070868660&doi=10.1080%2f14697688.2019.1638160&partnerID=40&md5=a4350afc83bbf9bdf5b603094505436a","School of Business, Stevens Institute of Technology, Hoboken, NJ, United States; Visiting Scholar, Stern School of Business, New York University, New York, NY, United States; Bloomberg, New York, NY, United States; Department of Computer Science, University College London, London, United Kingdom","Creamer, G.G., School of Business, Stevens Institute of Technology, Hoboken, NJ, United States, Visiting Scholar, Stern School of Business, New York University, New York, NY, United States; Kazantsev, G., Bloomberg, New York, NY, United States; Aste, T., Department of Computer Science, University College London, London, United Kingdom",,,,,,,,,,,,,"Creamer, G.G.; School of Business, United States; email: gcreamer@stevens.edu","Routledge",14697688,,,,"English","Quant. Financ.",Editorial,"Final","All Open Access, Bronze",Scopus,2-s2.0-85070868660
