Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,Correspondence Address,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Wang J.S.","51061673200;","Verification Techniques in FinTech Compared from User Perspectives",2022,"Social Science Computer Review",,,,"","",,,"10.1177/08944393211058310","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126057869&doi=10.1177%2f08944393211058310&partnerID=40&md5=53aabfd02521cd0ee7702500bb2253e6","Institute of Technology Management, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","Wang, J.S., Institute of Technology Management, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","fintech; multiple-criteria decision making; user perspectives; verification techniques",,,,,,,,,,,,"Wang, J.S.; Institute of Technology Management, Taiwan; email: vincent.mt98g@nctu.edu.tw","SAGE Publications Inc.",08944393,,,,"English","Soc. Sci. Comput. Rev.",Article,"Article in Press","",Scopus,2-s2.0-85126057869
"Bahamazava K., Reznik S.","57482397400;57482560900;","The comparative analysis of regulations in the Italian Republic and the Russian Federation against cryptolaundering techniques",2022,"Journal of Money Laundering Control",,,,"","",,,"10.1108/JMLC-01-2022-0016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126035724&doi=10.1108%2fJMLC-01-2022-0016&partnerID=40&md5=47de30425c5e00e8eca161cf80fce712","Department of Economics and Statistics “Cognetti de Martiis”, University of Turin, Turin, Italy; Department of Special Projects, Trinity Resources LLC, German Town, MD, United States","Bahamazava, K., Department of Economics and Statistics “Cognetti de Martiis”, University of Turin, Turin, Italy; Reznik, S., Department of Special Projects, Trinity Resources LLC, German Town, MD, United States","Cryptocurrency; DarkNetMarkets; Drugs; Machine learning; Money laundering",,,,,,,,,,,,"Bahamazava, K.; Department of Economics and Statistics “Cognetti de Martiis”, Italy; email: katsiaryna.bahamazava@unito.it","Emerald Group Holdings Ltd.",13685201,,,,"English","J. Money Laund. Control",Article,"Article in Press","",Scopus,2-s2.0-85126035724
"Silva J.P.N., Grützmann A.","57216364169;55804515500;","The evolution of the disruptive ecosystem: a framework integrating disruption, ecosystems, and business models",2022,"European Journal of Innovation Management",,,,"","",,,"10.1108/EJIM-07-2021-0368","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125806403&doi=10.1108%2fEJIM-07-2021-0368&partnerID=40&md5=9b01b0e4cf56622a3d0edf79ab813b9d","Department of Administration and Economics, Federal University of Lavras, Lavras, Brazil; Department of Computer Science, Federal University of Lavras, Lavras, Brazil","Silva, J.P.N., Department of Administration and Economics, Federal University of Lavras, Lavras, Brazil; Grützmann, A., Department of Computer Science, Federal University of Lavras, Lavras, Brazil","Business model; Disruptive ecosystem; Disruptive innovation; Innovation ecosystem",,"This study was financed by the Coordenação de Aperfeiçoamento de Pessoal de Nível Superior – Brasil (CAPES) – Finance Code 88882.446574/2019-01. This paper would not have been possible without the support of the Post Graduate Program in Administration of Lavras Federal University (UFLA, Brazil). Also, the authors would like to thank the editor and the anonymous reviewers for the incentive words and suggestions which helped to improve the manuscript.",,,,,,,,,,"Silva, J.P.N.; Department of Administration and Economics, Brazil; email: jpnsilvas@gmail.com","Emerald Group Holdings Ltd.",14601060,,,,"English","Eur. J. Innov. Manage.",Article,"Article in Press","",Scopus,2-s2.0-85125806403
"Drydakis N.","26022336500;","Artificial Intelligence and Reduced SMEs’ Business Risks. A Dynamic Capabilities Analysis During the COVID-19 Pandemic",2022,"Information Systems Frontiers",,,,"","",,1,"10.1007/s10796-022-10249-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125518020&doi=10.1007%2fs10796-022-10249-6&partnerID=40&md5=314acd6c71597a278e21de1dec39a8a6","School of Economics, International Business and Law, Centre for Pluralist Economics, Faculty of Business and Law, Anglia Ruskin University, East Road, CB 1 1PT, Cambridge, United Kingdom; Pembroke College, University of Cambridge, Cambridge, United Kingdom; Centre for Science and Policy, University of Cambridge, Cambridge, United Kingdom; Global Labor Organization, Essen, Germany; Institute for Labor Economics, Bonn, Germany","Drydakis, N., School of Economics, International Business and Law, Centre for Pluralist Economics, Faculty of Business and Law, Anglia Ruskin University, East Road, CB 1 1PT, Cambridge, United Kingdom, Pembroke College, University of Cambridge, Cambridge, United Kingdom, Centre for Science and Policy, University of Cambridge, Cambridge, United Kingdom, Global Labor Organization, Essen, Germany, Institute for Labor Economics, Bonn, Germany","Artificial Intelligence; Business Risks; COVID-19 pandemic; Dynamic Capabilities; SMEs","Artificial intelligence; Industrial management; Risk assessment; Business risks; Capability Analysis; Cash flow; COVID-19 pandemic; Dynamics capability; England; Flow forecasting; Follow up; International Labour Organization; Small-and-medium enterprise; Enterprise resource management",,,,,,,,,,,"Drydakis, N.; School of Economics, East Road, CB 1 1PT, United Kingdom; email: nick.drydakis@aru.ac.uk","Springer",13873326,,,,"English","Inf. Syst. Front.",Article,"Article in Press","All Open Access, Bronze, Green",Scopus,2-s2.0-85125518020
"Chiu Y.-L.A.","55481959400;","The Euro @20: Lessons for the Next Generation of Virtual Currencies",2022,"European Business Law Review","33","1",,"57","85",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125399369&partnerID=40&md5=7d4708b36035b33ccb794e5bbcdbfeeb","Fu Jen Catholic University, School of Law, Taiwan","Chiu, Y.-L.A., Fu Jen Catholic University, School of Law, Taiwan","Crypto-asset; Digital currency; Distributed ledger technology (dlt); Economic and monetary union (emu); Eu law; Euro; European central bank (ecb); Financial crisis; Financial technology (fintech); International standards; Legal tender; Money; Payment system; Regulation and supervision; Risk management; Virtual currency",,"supported by the ministry of Science and Technology in Taiwan, R.O.C. (5196601 mOST108-2635-h-030-004). All footnotes were last accessed on 5 Nov. 2021. 1 Regulation 974/98 on the Introduction of the Euro [1998] OJ L 139/1. 2 European Commission, Reflection Paper on the Deepening of the Economic and Monetary Union, 6 (2017); ECB, The International Role of the Euro, 4 (2021). 3 Hans von der Groeben, Jürgen Schwarze & Armin Hatje ?eds), Preliminary Remarks on Art. 119-144 TFEU in Europäisches Unionsrecht, para. 43 and n. 38 (Nomos, 7th ed. 2015).",,,,,,,,,,,"Kluwer Law International",09596941,,,,"English","Eur. Bus. Law Rev.",Article,"Final","",Scopus,2-s2.0-85125399369
"Lardo A., Corsi K., Varma A., Mancini D.","56709402900;56185569800;57202589354;56185461400;","Exploring blockchain in the accounting domain: a bibliometric analysis",2022,"Accounting, Auditing and Accountability Journal",,,,"","",,,"10.1108/AAAJ-10-2020-4995","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125373320&doi=10.1108%2fAAAJ-10-2020-4995&partnerID=40&md5=42a4bb17d0f86a4dc860956e1a144728","Department of Business and Economics, University of Naples – Parthenope, Napoli, Italy; Economics and Business, Universita degli Studi di Sassari, Sassari, Italy; Institute of Management Technology Ghaziabad, Ghaziabad, India; Faculty of Law, University of Teramo, Teramo, Italy","Lardo, A., Department of Business and Economics, University of Naples – Parthenope, Napoli, Italy; Corsi, K., Economics and Business, Universita degli Studi di Sassari, Sassari, Italy; Varma, A., Institute of Management Technology Ghaziabad, Ghaziabad, India; Mancini, D., Faculty of Law, University of Teramo, Teramo, Italy","Accounting domain; ADOB framework; Auditing and control processes; Bibliometric analysis; Blockchain technology",,,,,,,,,,,,"Lardo, A.; Department of Business and Economics, Italy; email: alessandra.lardo@uniparthenope.it","Emerald Group Holdings Ltd.",09513574,,,,"English","Account. Audit. Account. J.",Article,"Article in Press","",Scopus,2-s2.0-85125373320
"Jozipović Š., Perkušić M., Gadžo S.","56798611300;56441737700;57126322900;","Tax Compliance in the Era of Cryptocurrencies and CBDCs: The End of the Right to Privacy or No Reason for Concern?",2022,"EC Tax Review","31","1",,"16","29",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125237420&partnerID=40&md5=e3c094f0db09d689e5a103b5ff92cedb","University of Split, Croatia; University Department of Forensic Science, University of Split, Croatia; Faculty of Law of the University of Rijeka, Croatia","Jozipović, Š., University of Split, Croatia; Perkušić, M., University Department of Forensic Science, University of Split, Croatia; Gadžo, S., Faculty of Law of the University of Rijeka, Croatia","Aml; Cbdc; Crypto-asset; Cryptocurrency; Digital euro; Privacy; Reporting standards; Tax assessment; Taxation; Taxpayer rights; Wallet",,,,,,,,,,,,"Jozipović, Š.; University of SplitCroatia; email: simejozipovic@hotmail.com","Kluwer Law International",09282750,,,,"English","EC Tax Rev.",Article,"Final","",Scopus,2-s2.0-85125237420
"Umar Z., Gubareva M., Teplova T., Tran D.K.","56274328600;56850438400;56030567300;57216248793;","Covid-19 impact on NFTs and major asset classes interrelations: Insights from the wavelet coherence analysis",2022,"Finance Research Letters",,,"102725","","",,2,"10.1016/j.frl.2022.102725","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124837870&doi=10.1016%2fj.frl.2022.102725&partnerID=40&md5=9fecaa25ab351527447b26a988befca3","College of Business, Zayed University, Institute of Business Research, University of Economics Ho Chi Minh City, P.O. Box 144534. Abu Dhabi, United Arab Emirates, Ho Chi Minh City, Viet Nam; ISEG – Lisbon School of Economics & Management, Universidade de Lisboa, SOCIUS/CSG - Research in Social Sciences and Management, Rua Miguel Lupi, 20, 1249-078 Lisbon, Portugal, Lisbon, Rua Miguel Lupi, 20, 1249-078, Portugal; National Research University Higher School of Economics, HSE University, Pokrovsky Blv. 11, Moscow109028, Russian Federation; Institute of Business Research, University of Economics Ho Chi Minh City, Ho Chi Minh City, Viet Nam; SOCIUS/CSG - Research in Social Sciences and Management, Rua Miguel Lupi, 20, 1249-078, Lisbon, Portugal","Umar, Z., College of Business, Zayed University, Institute of Business Research, University of Economics Ho Chi Minh City, P.O. Box 144534. Abu Dhabi, United Arab Emirates, Ho Chi Minh City, Viet Nam, Institute of Business Research, University of Economics Ho Chi Minh City, Ho Chi Minh City, Viet Nam; Gubareva, M., ISEG – Lisbon School of Economics & Management, Universidade de Lisboa, SOCIUS/CSG - Research in Social Sciences and Management, Rua Miguel Lupi, 20, 1249-078 Lisbon, Portugal, Lisbon, Rua Miguel Lupi, 20, 1249-078, Portugal, SOCIUS/CSG - Research in Social Sciences and Management, Rua Miguel Lupi, 20, 1249-078, Lisbon, Portugal; Teplova, T., National Research University Higher School of Economics, HSE University, Pokrovsky Blv. 11, Moscow109028, Russian Federation; Tran, D.K., Institute of Business Research, University of Economics Ho Chi Minh City, Ho Chi Minh City, Viet Nam","Covid-19; Non-Fungible Tokens; Return connectedness; Spillover",,"The authors thank the Chief Editor Prof. Dr. Samuel Vigne for his encouragement and valuable advices. The authors also thankfully acknowledge insightful comments made by anonymous referees. The second author thankfully acknowledges the support provided by FCT, I.P., the Portuguese national funding agency for science, research and technology, under the Project UIDB/04521/2020 and by the Instituto Politécnico de Lisboa as part of the IPL/2020/MacroRates/ISCAL project. The article was prepared within the framework of the Basic Research program at HSE University. This research is partly funded by University of Economics Ho Chi Minh City, Vietnam.","The authors thank the Chief Editor Prof. Dr. Samuel Vigne for his encouragement and valuable advices. The authors also thankfully acknowledge insightful comments made by anonymous referees. The second author thankfully acknowledges the support provided by FCT, I.P. the Portuguese national funding agency for science, research and technology, under the Project UIDB/04521/2020 and by the Instituto Polit?cnico de Lisboa as part of the IPL/2020/MacroRates/ISCAL project. The article was prepared within the framework of the Basic Research program at HSE University. This research is partly funded by University of Economics Ho Chi Minh City, Vietnam.",,,,,,,,,"Gubareva, M.; ISEG – Lisbon School of Economics & Management, Rua Miguel Lupi, 20, 1249-078 Lisbon, Portugal, Lisbon, Portugal; email: mgubareva@iseg.ulisboa.pt","Elsevier Ltd",15446123,,,,"English","Finan. Res. Lett.",Article,"Article in Press","All Open Access, Bronze",Scopus,2-s2.0-85124837870
"Alaassar A., Mention A.-L., Aas T.H.","57201703237;56289905900;36674602800;","Facilitating innovation in FinTech: a review and research agenda",2022,"Review of Managerial Science",,,,"","",,,"10.1007/s11846-022-00531-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124532195&doi=10.1007%2fs11846-022-00531-x&partnerID=40&md5=a80b009164cd908b771dc025da8719ad","RMIT Europe, Barcelona, Spain; College of Business, RMIT University, Melbourne, Australia; University of Agder, Kristiansand, Norway; Tampere University, Tampere, Finland; Singapore University of Social Sciences, Singapore, Singapore; INESC TEC, Porto, Portugal","Alaassar, A., RMIT Europe, Barcelona, Spain, College of Business, RMIT University, Melbourne, Australia, University of Agder, Kristiansand, Norway; Mention, A.-L., College of Business, RMIT University, Melbourne, Australia, Tampere University, Tampere, Finland, Singapore University of Social Sciences, Singapore, Singapore, INESC TEC, Porto, Portugal; Aas, T.H., University of Agder, Kristiansand, Norway","Financial innovation; FinTech; Incubation models; Innovation facilitators; Literature review; Research agenda",,"This research has received funding from the Horizon 2020 Programme of the European Union within the OpenInnoTrain project under grant agreement no. 823971. The content of this publication does not reflect the official opinion of the European Union. Responsibility for the information and views expressed in the publication lies entirely with the author(s).",,,,,,,,,,"Alaassar, A.; RMIT EuropeSpain; email: ahmad.s.m.alaassar@rmit.edu.au","Springer Science and Business Media Deutschland GmbH",18636683,,,,"English","Rev. Manage. Sci.",Review,"Article in Press","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85124532195
"Hassan A.","57211288974;","The Usage of Artificial Intelligence in Arab Financial Institutions",2022,"Lecture Notes in Networks and Systems","423 LNNS",,,"8","19",,,"10.1007/978-3-030-93464-4_2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124120564&doi=10.1007%2f978-3-030-93464-4_2&partnerID=40&md5=ac12c348d2b2eb4533be78d9cc23fde4","Ahlia University-Kingdom of Bahrain, Manama, Bahrain","Hassan, A., Ahlia University-Kingdom of Bahrain, Manama, Bahrain","Artificial intelligence; Banks; Financial institutions",,,,,,,,,,,,"Hassan, A.; Ahlia University-Kingdom of BahrainBahrain; email: dr.sadek1964@yahoo.com","Springer Science and Business Media Deutschland GmbH",23673370,9783030934637,,,"English","Lect. Notes Networks Syst.",Conference Paper,"Final","",Scopus,2-s2.0-85124120564
"Hasan M., Noor T., Gao J., Usman M., Abedin M.Z.","57210554019;57437055300;57215610933;57207835757;57193336983;","Rural Consumers’ Financial Literacy and Access to FinTech Services",2022,"Journal of the Knowledge Economy",,,,"","",,,"10.1007/s13132-022-00936-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123943313&doi=10.1007%2fs13132-022-00936-9&partnerID=40&md5=cfad7d17d22ea947de65d2ead89b4b22","Murdoch Business School, Murdoch University, Perth, WA  6150, Australia; Department of Economics, University of Manitoba, Winnipeg, MB  R3T 2N2, Canada; School of Computer Science, University of Virginia, 22903, Charlottesville, VA, United States; School of Accounting, Nanjing Audit University, Jiangsu, Nanjing, 211815, China; Department of Finance, Performance & Marketing, Teesside University International Business School, Teesside University, Middlesbrough, TS1 3BX, United Kingdom","Hasan, M., Murdoch Business School, Murdoch University, Perth, WA  6150, Australia; Noor, T., Department of Economics, University of Manitoba, Winnipeg, MB  R3T 2N2, Canada; Gao, J., School of Computer Science, University of Virginia, 22903, Charlottesville, VA, United States; Usman, M., School of Accounting, Nanjing Audit University, Jiangsu, Nanjing, 211815, China; Abedin, M.Z., Department of Finance, Performance & Marketing, Teesside University International Business School, Teesside University, Middlesbrough, TS1 3BX, United Kingdom","D1; D9; Financial inclusion in Bangladesh; Financial knowledge; Financial literacy; FinTech access; G2; G4; G5; Inclusive finance; O2; R1; Rural finance",,,,,,,,,,,,"Usman, M.; School of Accounting, Jiangsu, China; email: 320335@nau.edu.cn","Springer",18687865,,,,"English","J. Knowl. Econ.",Article,"Article in Press","",Scopus,2-s2.0-85123943313
"Chowdhury S., Rodriguez-Espindola O., Dey P., Budhwar P.","57201962502;56444362800;34568899900;6701694690;","Blockchain technology adoption for managing risks in operations and supply chain management: evidence from the UK",2022,"Annals of Operations Research",,,,"","",,,"10.1007/s10479-021-04487-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123476568&doi=10.1007%2fs10479-021-04487-1&partnerID=40&md5=bbeddfad455cdff3268d4fa1f7797c74","Information, Operations and Management Sciences, Toulouse Business School, 1 Place Alphonse Jourdain, Toulouse, 31068, France; Operations and Information Management Department, Aston Business School, Aston University, Aston Triangle B4 7ET, Birmingham, United Kingdom; Work and Organisation Department, Aston Business School, Aston University, Birmingham, United Kingdom","Chowdhury, S., Information, Operations and Management Sciences, Toulouse Business School, 1 Place Alphonse Jourdain, Toulouse, 31068, France; Rodriguez-Espindola, O., Operations and Information Management Department, Aston Business School, Aston University, Aston Triangle B4 7ET, Birmingham, United Kingdom; Dey, P., Operations and Information Management Department, Aston Business School, Aston University, Aston Triangle B4 7ET, Birmingham, United Kingdom; Budhwar, P., Work and Organisation Department, Aston Business School, Aston University, Birmingham, United Kingdom","Blockchain technology; Decision framework; Risk management; Structural equation modelling; TAM; VUCA environment",,,,,,,,,,,,"Chowdhury, S.; Information, 1 Place Alphonse Jourdain, France; email: S.Chowdhury@tbs-education.fr","Springer",02545330,,,,"English","Ann. Oper. Res.",Article,"Article in Press","All Open Access, Bronze, Green",Scopus,2-s2.0-85123476568
"Kuiper O., van den Berg M., van der Burgt J., Leijnen S.","57197795607;57191723633;57343041500;57218950781;","Exploring Explainable AI in the Financial Sector: Perspectives of Banks and Supervisory Authorities",2022,"Communications in Computer and Information Science","1530 CCIS",,,"105","119",,,"10.1007/978-3-030-93842-0_6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123439604&doi=10.1007%2f978-3-030-93842-0_6&partnerID=40&md5=cdddf15f540d327fc7011e15e531bc39","HU University of Applied Sciences Utrecht, Utrecht, Netherlands; De Nederlandsche Bank, Amsterdam, Netherlands","Kuiper, O., HU University of Applied Sciences Utrecht, Utrecht, Netherlands; van den Berg, M., HU University of Applied Sciences Utrecht, Utrecht, Netherlands; van der Burgt, J., De Nederlandsche Bank, Amsterdam, Netherlands; Leijnen, S., HU University of Applied Sciences Utrecht, Utrecht, Netherlands","Artificial intelligence; Explainable AI; Financial sector","Finance; Laws and legislation; Risk assessment; AI systems; Anti-money laundering; Black boxes; Consumer credits; Credit risks; Explainable AI; Financial sectors; Netherlands; Semi structured interviews; Supervisory authority; Artificial intelligence",,,,,,,,,,,"Kuiper, O.; HU University of Applied Sciences UtrechtNetherlands; email: ouren.kuiper@hu.nl","Springer Science and Business Media Deutschland GmbH",18650929,9783030938413,,,"English","Commun. Comput. Info. Sci.",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85123439604
"Nguyen H., Ryu Y.","57193392858;57218924974;","Assessing the Performance of Vietnam’s Banks in the Era of Free Trade Agreements",2022,"Sustainability (Switzerland)","14","2","1014","","",,,"10.3390/su14021014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123014169&doi=10.3390%2fsu14021014&partnerID=40&md5=e523e69cfe5892a2447f3d50a7fe3e66","College of Professional Studies, Northeastern University, 360 Huntington Ave, Boston, MA  02115, United States","Nguyen, H., College of Professional Studies, Northeastern University, 360 Huntington Ave, Boston, MA  02115, United States; Ryu, Y., College of Professional Studies, Northeastern University, 360 Huntington Ave, Boston, MA  02115, United States","Banks; Data envelopment analysis; Truncated regression analysis; Vietnam","barometry; data envelopment analysis; data set; free trade; regression analysis; sustainability; Viet Nam",,,,,,,,,,,"Ryu, Y.; College of Professional Studies, 360 Huntington Ave, United States; email: y.ryu@northeastern.edu","MDPI",20711050,,,,"English","Sustainability",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85123014169
"Han W., Wang P., Jiang Y., Han H.","57196720145;57194588847;23992123000;57414256200;","Nonlinear Influence of Financial Technology on Regional Innovation Capability: Based on the Threshold Effect Analysis of Human Capital",2022,"Sustainability (Switzerland)","14","2","1007","","",,,"10.3390/su14021007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122933171&doi=10.3390%2fsu14021007&partnerID=40&md5=5ba75ba86d769583af728522e8e46456","School of Humanities and Law, Henan Agricultural University, Zhengzhou, 450046, China; School of Accountancy, Zhengzhou Business University, Gongyi, 451200, China; School of Economics and Management, Southwest Jiaotong University, Chengdu, 610031, China; School of Economics and Management, Weifang University of Science and Technology, Weifang, 262700, China; School of Foreign Languages, Zhengzhou Business University, Gongyi, 451200, China","Han, W., School of Humanities and Law, Henan Agricultural University, Zhengzhou, 450046, China, School of Accountancy, Zhengzhou Business University, Gongyi, 451200, China, School of Economics and Management, Southwest Jiaotong University, Chengdu, 610031, China; Wang, P., School of Economics and Management, Weifang University of Science and Technology, Weifang, 262700, China; Jiang, Y., School of Economics and Management, Southwest Jiaotong University, Chengdu, 610031, China; Han, H., School of Foreign Languages, Zhengzhou Business University, Gongyi, 451200, China","Financial technology; Human capital; Regional innovation capability; Threshold effect","capital market; data set; empirical analysis; financial services; human capital; innovation; regression analysis; science and technology; technological development; China; Shandong","The main sources of funds for financial technology are government financial support, technology loans, self-raised funds of enterprises, and other social funds. Zhang [37]; Guo and Li [15] selected the financial expenditure on science and technology, the investment in innovation funds of enterprises, and the total amount of financial credit as the level of financial technology support, and carried out the impact of financial technology on regional innovation capability in sample provinces of 30 provinces in China. However, considering the availability of regional data, it is difficult to divide the financial support for financial technology according to the main source, and the data of internal R&D funds of high-tech enterprises can reflect the investment level of financial technology to a certain extent. Therefore, this paper measures the development of financial technology by the proportion of R&D funds to local GDP.",,,,,,,,,,"Wang, P.; School of Economics and Management, China; email: wangping_wfyxy@163.com
Jiang, Y.; School of Economics and Management, China; email: jiang_yushi@163.com","MDPI",20711050,,,,"English","Sustainability",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85122933171
"Liang X.-B., Wu J.-H., Zhao Y., Yin K.-T.","29068042800;57414776900;57415405900;25928952300;","Review of blockchain data security management and privacy protection technology research [区块链数据安全管理和隐私保护技术研究综述]",2022,"Zhejiang Daxue Xuebao (Gongxue Ban)/Journal of Zhejiang University (Engineering Science)","56","1",,"1","15",,,"10.3785/j.issn.1008-973X.2022.01.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122918853&doi=10.3785%2fj.issn.1008-973X.2022.01.001&partnerID=40&md5=26f227d53731625019ad942bb32cdd3f","School of Software Technology, Zhejiang University, Hangzhou, 310058, China","Liang, X.-B., School of Software Technology, Zhejiang University, Hangzhou, 310058, China; Wu, J.-H., School of Software Technology, Zhejiang University, Hangzhou, 310058, China; Zhao, Y., School of Software Technology, Zhejiang University, Hangzhou, 310058, China; Yin, K.-T., School of Software Technology, Zhejiang University, Hangzhou, 310058, China","Blockchain; Data management; Privacy protection; Secure access; Secure sharing; Secure storage","Blockchain; Data privacy; Digital storage; Network security; Storage management; Block-chain; Data Sharing; Privacy protection; Protection technologies; Secure access; Secure sharing; Secure storage; Security datum; Security/privacy; Technology research; Information management",,,,,,,,,,,"Yin, K.-T.; School of Software Technology, China; email: yinkt@zju.edu.cn","Zhejiang University",1008973X,,CHHPD,,"Chinese","Zhejiang Daxue Xuebao (Gongxue Ban)",Article,"Final","",Scopus,2-s2.0-85122918853
"Sopek M., Tomaszuk D., Glab S., Turobos F., Zielinski I., Kuzinski D., Olejnik R., Luniewski P., Gradzki P.","56398280400;51061396100;35422448500;57203679797;57413234100;57191348381;57412959900;57413508300;35797040900;","Technological Foundations of Ontological Ecosystems on the 3rd Generation Blockchains",2022,"IEEE Access","10",,,"12487","12502",,,"10.1109/ACCESS.2022.3141014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122879518&doi=10.1109%2fACCESS.2022.3141014&partnerID=40&md5=ca510b0d67198610c995042e844b8c98","Research and Development Department, MakoLab SA, Łódź, Poland; Institute of Computer Science, University of Bialystok, Białystok, Poland; Institute of Mathematics, Łódź University of Technology, Łódź, Poland; Ivo Zieli ski DLT Consulting, Łódź, 90-368, Poland","Sopek, M., Research and Development Department, MakoLab SA, Łódź, Poland; Tomaszuk, D., Institute of Computer Science, University of Bialystok, Białystok, Poland; Glab, S., Institute of Mathematics, Łódź University of Technology, Łódź, Poland; Turobos, F., Institute of Mathematics, Łódź University of Technology, Łódź, Poland; Zielinski, I., Research and Development Department, MakoLab SA, Łódź, Poland, Ivo Zieli ski DLT Consulting, Łódź, 90-368, Poland; Kuzinski, D., Research and Development Department, MakoLab SA, Łódź, Poland; Olejnik, R., Research and Development Department, MakoLab SA, Łódź, Poland; Luniewski, P., Research and Development Department, MakoLab SA, Łódź, Poland; Gradzki, P., Research and Development Department, MakoLab SA, Łódź, Poland","Blockchain; distributed databases; knowledge representation; ontologies; RDF hashing algorithms; semantic web","Cryptography; Ecosystems; Knowledge representation; Ontology; Resource Description Framework (RDF); Block-chain; Distributed database; Hashing algorithms; Knowledge-representation; Ontology's; RDF hashing algorithm; Resources description frameworks; Semantic-Web; Blockchain",,,,,,,,,,,"Sopek, M.; Research and Development Department, Poland; email: sopek@makolab.com","Institute of Electrical and Electronics Engineers Inc.",21693536,,,,"English","IEEE Access",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85122879518
"Daradkeh M.K.","26532411100;","A Hybrid Data Analytics Framework with Sentiment Convergence and Multi-Feature Fusion for Stock Trend Prediction",2022,"Electronics (Switzerland)","11","2","250","","",,,"10.3390/electronics11020250","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122790083&doi=10.3390%2felectronics11020250&partnerID=40&md5=400298be657e8a2cc0108c27481a21a1","Department of Information Technology, University of Dubai, Dubai, 14143, United Arab Emirates; Department of Information Technology, Yarmouk University, Irbid, 21163, Jordan","Daradkeh, M.K., Department of Information Technology, University of Dubai, Dubai, 14143, United Arab Emirates, Department of Information Technology, Yarmouk University, Irbid, 21163, Jordan","Bidirectional long short-term memory; Convolution neural network; Data analytics; Multi-feature fusion; Sentiment analysis; Stock market prediction",,,,,,,,,,,,"Daradkeh, M.K.; Department of Information Technology, United Arab Emirates; email: mdaradkeh@yu.edu.jo","MDPI",20799292,,,,"English","Electronics (Switzerland)",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85122790083
"Lameras P., Arnab S.","37561547200;24528279500;","Power to the Teachers: An Exploratory Review on Artificial Intelligence in Education",2022,"Information (Switzerland)","13","1","14","","",,,"10.3390/info13010014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122513692&doi=10.3390%2finfo13010014&partnerID=40&md5=afa37b56050ea86249164a8087612c82","Centre of Post-Digital Cultures & School of Computing, Electronics and Mathematics, Coventry University, Coventry, CV1 5FB, United Kingdom","Lameras, P., Centre of Post-Digital Cultures & School of Computing, Electronics and Mathematics, Coventry University, Coventry, CV1 5FB, United Kingdom; Arnab, S., Centre of Post-Digital Cultures & School of Computing, Electronics and Mathematics, Coventry University, Coventry, CV1 5FB, United Kingdom","AIED ethics; AIED skills and competencies; AIED tools and applications; Artificial intelligence in education; Teachers","Ethical technology; Teaching; AIED ethic; AIED skill and competency; AIED tool and application; Analysis process; Artificial intelligence in education; Power; Shedding light; Teachers'; Teaching and learning; Tools and applications; Artificial intelligence","Funding: This research was funded by the British Academy with grant number SRG1920/100529.",,,,,,,,,,"Lameras, P.; Centre of Post-Digital Cultures & School of Computing, United Kingdom; email: ab3430@coventry.ac.uk","MDPI",20782489,,,,"English","Information",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85122513692
