authors,document_title,pub_year,publication_name,doi,issn,isbn,pubmed_id,eissn
Seretakis A,"Blockchain, Securities Markets and Central Banking",2017,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3007402,,,,
Chen P;Jiang B;Wang C,Blockchain-Based Payment Collection Supervision System Using Pervasive Bitcoin Digital Wallet,2017,,10.1109/WIMOB.2017.8115844,,,,
Al-Saqaf W;Seidler N,Blockchain technology for social impact: opportunities and challenges ahead,2017,JOURNAL OF CYBER POLICY,10.1080/23738871.2017.1400084,,,,
Zachariadis M;Ozcan P,The API Economy and Digital Transformation in Financial Services: The Case of Open Banking,2016,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.2975199,,,,
van der Kleij E,Tech Giants Becoming Non‐Bank Banks,2016,,10.1002/9781119218906.CH8,,,,
Tang B,Crowdfunding and Marketplace (P2P) Lending – Online Capital Marketplaces as New Asset Classes to Access Funding,2016,,10.1002/9781119218906.CH38,,,,
Corbet S;Gurdgiev C,Financial Digital Disruptors and Cyber-Security Risks: Paired and Systemic,2017,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.2892842,,,,
Franks J;Serrano-Velarde R;Sussman N,"Marketplace Lending, Information Aggregation, and Liquidity",2016,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.2869945,,,,
Zhao H;Zhang Y;Peng Y;Xu R,Lightweight Backup and Efficient Recovery Scheme for Health Blockchain Keys,2017,,10.1109/ISADS.2017.22,,,,
Neng H,Construction of High-Availability Bank System in Virtualized Environments,2017,,10.1109/DSC.2017.66,,,,
Troeger T,Remarks on the German Regulation of Crowdfunding,2017,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3048885,,,,
Arner D;Barberis W;Buckley J,The Emergence of Regtech 2.0: From Know Your Customer to Know Your Data,2016,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3044280,,,,
Schlotmann O,Kooperation statt FinTech-Revolution: Warum viele P2P-Lending-Plattformen am Scheideweg zwischen aussichtsloser Nische und Kooperation mit Banken stehen,2017,EDITION BANKMAGAZIN,10.1007/978-3-658-15648-0_22,,,,
Desharnais D,Rewiring the Deal – The Path Forward for B2B Supply Chains,2016,,10.1002/9781119218906.CH23,,,,
Kim D,Conceptual Typology for Platform Service Ecosystems,2016,JOURNAL OF THE KOREA SOCIETY OF IT SERVICES,10.9716/KITS.2016.15.1.299,,,,
Kulova I,CONTEMPORARY TRENDS IN GLOBAL BUSINESS – ENGINES FOR INTERNATIONAL E-SALES,2017,INTERNATIONAL SCIENTIFIC JOURNAL INTERNAUKA SERIES ECONOMICAL SCIENCES,10.25313/2520-2294-2021-1-6803,,,,
Donepudi P,Machine Learning and Artificial Intelligence in Banking,2017,ENGINEERING INTERNATIONAL,10.18034/EI.V5I2.490,,,,
Marechal B,The Use of Blockchain in Clearing and Settlement,2017,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3018795,,,,
Liu Y;Chitawa U;Guo S;Wang G;Tan X;Wang Z,A Reputation Model for Aggregating Ratings based on Beta Distribution Function,2017,,10.1145/3126973.3126992,,,,
Burtch G;Hong Y;Liu D,On the Role of Provision Points in Online Crowdfunding,2017,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3061228,,,,
Ili S;Lichtenthaler U,Das Ende des traditionellen Bankwesens? Hoffentlich!,2017,EDITION BANKMAGAZIN,10.1007/978-3-658-15648-0_2,,,,
Polasik M;Piotrowski D,PAYMENT INNOVATIONS IN POLAND: THE ROLE OF PAYMENT SERVICES IN THE STRATEGIES OF COMMERCIAL BANKS,2016,EKONOMIA I PRAWO,10.12775/EIP.2016.006,,,,
Olayele F,"Intra-African Trade, Digital Technologies and Canada's Foreign Policy Choices",2017,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3177505,,,,
Parlour C;Rajan A;Walden U,"Making Money: Commercial Banks, Liquidity Transformation and the Payment System",2016,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.2892150,,,,
Nwogugu M,"Managerial Psychology, Failed Alliance-Structures and Strategic Decisions: The Case of Xerox, Inc. (2012-2015)",2015,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.2622309,,,,
Larreina M;Gartzia L,Human and Social Capital Gone into the Dark Side: The Case of XXI Century’s Financial System,2017,,10.1108/978-1-78714-827-720171008,,,,
,Innovationen und Innovationsmanagement in der Finanzbranche,2017,EDITION BANKMAGAZIN,10.1007/978-3-658-15648-0,,,,
Scardovi C,Restructuring and Innovation in Banking,2016,SPRINGERBRIEFS IN FINANCE,10.1007/978-3-319-40204-8,,,,
Gurdgiev C,Is the Rise of Financial Digital Disruptors Knocking Traditional Banks Off the Track?,2016,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.2795113,,,,
Tung H;Chen Y;Huang S;Cheng C;Chen Y;Chen A,Binary Classification and Data Analysis for Modeling Calendar Anomalies in Financial Markets,2016,,10.1109/CCBD.2016.032,,,,
Okada H;Yamasaki S;Bracamonte V,Proposed Classification of Blockchains Based on Authority and Incentive Dimensions,2017,,10.23919/ICACT.2017.7890159,,,,
Cebulsky M;Günther J;Heidkamp P;Brinkmann F,The Digital Insurance – Facing Customer Expectation in a Rapidly Changing World,2017,,10.1007/978-3-662-49275-8_34,,,,
Moon W,A Coinless Society as a Bridge to a Cashless Society: A Korean Experiment,2017,FINANCIAL AND MONETARY POLICY STUDIES,10.1007/978-3-319-59846-8_7,,,,
Schmitz C;Behrens J;Pisani F,Die Finanzdienstleistungsbranche nach der digitalen Transformation,2017,EDITION BANKMAGAZIN,10.1007/978-3-658-15648-0_25,,,,
노은영 노,중국 인터넷금융의 감독법제에 관한 연구,2015,THE KOREAN JOURNAL OF SECURITIES LAW,10.17785/KJSL.2015.16.2.279,,,,
Iannarone N,Computer as Confidant: Digital Investment Advice and the Fiduciary Standard,2017,MINDRXIV,10.31228/OSF.IO/8XWF6,,,,
Nwogugu M,"Regulatory Takings, Financial Stability and Failed Strategic Alliances: The Case of Sorenson Communications (2010-2015)",2015,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.2632116,,,,
Alabi F,Taking Contracting Digital: Examination of the Smart Contracts Experiment,2017,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3015843,,,,
Nwogugu M,"International Capital Flows, Complexity and the Illegality of the 'Sharing Economy' and Digital Currencies",2017,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3015529,,,,
立栄 李,中国個人金融における異業種参入がもたらすイノベーションの進展 : インターネットを活用した金融サービスの多様化,2015,パーソナルファイナンス研究,10.20752/JAPF.2.0_67,,,,
Legg M,UNSW Law Mini-Curriculum Review Report on Technology and the Law School Curriculum,2017,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3091423,,,,
Johnson L;Isam A;Gogerty N;Zitoli J,Connecting the Blockchain to the Sun to Save the Planet,2015,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.2702639,,,,
Malhotra Y,"CyberFinance: Why Cybersecurity Risk Analytics Must Evolve to Survive 90% of Emerging Cyber Financial Threats, and, What You Can Do About It? Advancing Beyond 'Predictive' to 'Anticipatory' Risk Analytics",2016,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.2791863,,,,
Choi G,A Paradigm Shift Toward an Open Platform Economy in Asia - Mobilizing AIIB Resources for Cross-Border Cooperation in the Region,2016,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.2783801,,,,
Werne J,Transformation einer analogen Privatbank zum Innovationstreiber,2017,EDITION BANKMAGAZIN,10.1007/978-3-658-15648-0_5,,,,
SIMON H;LEKER J,USING STARTUP COMMUNICATION FOR OPPORTUNITY RECOGNITION — AN APPROACH TO IDENTIFY FUTURE PRODUCT TRENDS,2016,INTERNATIONAL JOURNAL OF INNOVATION MANAGEMENT,10.1142/S1363919616400168,,,,
Macchiavello E,Microfinance and Financial Inclusion. The Challenge of Regulating Alternative Forms of Finance (Introduction),2016,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3000273,,,,
Ali A;El-Dessouky A;Abdallah I;Nabih A,The Quest for Fully Smart Autonomous Business Networks in IoT Platforms,2017,,10.1145/3178298.3178301,,,,
Polasik M;Piotrowski D,PAYMENT INNOVATIONS IN POLAND: A NEW APPROACH OF THE BANKING SECTOR TO INTRODUCING PAYMENT SOLUTIONS,2016,EKONOMIA I PRAWO,10.12775/EIP.2016.007,,,,
Nwogugu M,"The Case of T-Mobile USA, Inc. & AT&T (2010-2014): Financial Stability, Corporate Governance and Failed Business Processes",2015,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.2628317,,,,
Reyes-Mercado P,Bankaool Bank: architecting an online-only financial brand,2017,EMERALD EMERGING MARKETS CASE STUDIES,10.1108/EEMCS-02-2017-0016,,,,
Yammanuru P;Jain R;Vinayakaram A,Enabling Enterprise Blockchain AppDev Teams,2017,,10.1109/ADCOM.2017.00012,,,,
,"Multi- und Omnichannel-Management in Banken und Sparkassen, Wege in eine erfolgreiche Zukunft",2015,,10.1007/978-3-658-06538-6,,,,
McKnight L;Etwaru W;Yu R,Commodifying Trust: Trusted Commerce Policy Intersecting Blockchain and Internet of Things,2017,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.2944466,,,,
Garvey K;Ziegler T;Zhang B;Wardrop Z;Rau R;Gray P;Ridler R,Crowdfunding in East Africa: Regulation and Policy for Market Development,2017,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3621303,,,,
Jang J;Park H,Mobile Money in Sub-Saharan Africa and its Implications,2016,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.2771541,,,,
Greeven M;Wei J,Business Ecosystems in China,2017,,10.4324/9781315209142,,,,
Macchiavello E,Microfinance and Financial Inclusion,2017,,10.4324/9781315623962,,,,
Ko D,인터넷전문은행의 설립에 따른 법적 과제,2017,SUNGKYUNKWAN LAW REVIEW,10.17008/SKKLR.2017.29.1.013,,,,
Song H;Chun S,금융포용(Financial Inclusion) 활동을 통한 금융회사의 차별화 사례 연구 (A Case Study of Financial Services Companies’ Differentiation Strategies with Financial Inclusion),2017,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3085498,,,,
Zetzsche D;Preiner A,Cross-Border Crowdfunding – Towards a Single Crowdfunding Market for Europe,2017,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.2991610,,,,
Naveed K;Watanabe C;Neittaanmäki P,Co-evolution between streaming and live music leads a way to the sustainable growth of music industry – Lessons from the US experiences,2017,TECHNOLOGY IN SOCIETY,10.1016/J.TECHSOC.2017.03.005,,,,
Fonrouge C,Crowfunding et diasporas : le financement participatif vient-il bousculer les acteurs du financement diasporique (Crowdfunding and Diasporas: Do Crowdfunding Practices Challenge Players Involved in Project Financing in Their Former Homeland?),2016,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.2864612,,,,
Malhotra Y,"Beyond Model Risk Management to Model Risk Arbitrage for FinTech Era: How to Navigate ‘Uncertainty’...When ‘Models’ Are ‘Wrong’...And Knowledge’...‘Imperfect’! Knight Reconsidered Again: Risk, Uncertainty, & Profit Beyond ZIRP & NIRP",2016,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.2766099,,,,
Elms D,Evolving Digital and E-Commerce Trade Rules for Northeast Asia,2016,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.2945875,,,,
Kasiewicz S,New trends in the system regulating the market of bank services,2017,KWARTALNIK NAUK O PRZEDSIĘBIORSTWIE,10.5604/01.3001.0010.7450,,,,
Mesch S;Jonietz C;Peters A,Bewegung in der Bankenbranche: FinTechs als Disruptoren und Hoffnungsträger,2018,,10.1007/978-3-658-21905-5_22,,,,
Böhm M;Galic G;Olenberger C;Siegert M;Sperling A;Zyprian F;Kehne D;Krcmar H,Digitale Transformation am Beispiel von FinTechs,2018,INFORMATIONSMANAGEMENT UND DIGITALE TRANSFORMATION,10.1007/978-3-658-22624-4_11,,,,
Hill J,Chapter 1 Introduction,2018,,10.1016/B978-0-12-813497-9.00001-9,,,,
Hong M;Jeong S,A Study on the Activation Plan according to the Trend of FinTech Industry in Major Countries,2018,THE EBUSINESS STUDIES,10.20462/TEBS.2018.12.19.6.369,,,,
Alam N,Book review: FinTech Innovation: From Robo-Advisors to Goal Based Investing and Gamification,2018,JOURNAL OF GENERAL MANAGEMENT,10.1177/0306307018760595,,,,
Acharya S;Ratchana R;Aruna P;Uma V;Kumar R,Cash-Based to Cash-Less-Fintech is here to Stay,2018,ASIAN JOURNAL OF RESEARCH IN BANKING AND FINANCE,10.5958/2249-7323.2018.00024.X,,,,
Giné M;Antón M,"How Big Data, AI and Blockchain Are Changing Finance: The Fintech Revolution",2018,IESE INSIGHT,10.15581/002.ART-3200,,,,
Jones L,Guest editorial: Poverty reduction in the FinTech age,2018,ENTERPRISE DEVELOPMENT AND MICROFINANCE,10.3362/1755-1986.2018.29-2.ED,,,,
Yacoub G,How do Collaborative Practices Emerge in Coworking Spaces? Evidence from Fintech Start-ups,2018,ACADEMY OF MANAGEMENT PROCEEDINGS,10.5465/AMBPP.2018.14836ABSTRACT,,,,
Hüthig S;Neininger M,"Klicken, sparen — Fliege tragen",2018,VERSICHERUNGSMAGAZIN,10.1007/S35128-018-0070-4,,,,
Sarta A,Attention Grabbers: A Cognition-Capability Study of Early and Intense Attention to FinTech,2018,ACADEMY OF MANAGEMENT PROCEEDINGS,10.5465/AMBPP.2018.15381ABSTRACT,,,,
Demirguc-Kunt A;Klapper L;Singer D;Ansar S;Hess J,The Global Findex Database 2017: Measuring Financial Inclusion and the Fintech Revolution,2018,,10.1596/978-1-4648-1259-0,,,,
,The InsurTech Book,2018,,10.1002/9781119444565,,,,
Hill J,Fintech and Government Regulation,2018,,10.1016/B978-0-12-813497-9.00015-9,,,,
,From Start-Up to Buy-Out: The Changing Descriptions of Innovation and Employee Jobs Through the Fintech Life-Cycle,2018,,10.4135/9781529759402,,,,
Rahma T,Persepsi Masyarakat Kota Medan Terhadap Penggunaan Financial Technology,2018,ATTAWASSUTH JURNAL EKONOMI ISLAM,10.30821/AJEI.V3I1.1704,,,,
,"Blockchain, Fintech, and Islamic Finance",2018,,10.1515/9781547400966,,,,
Bocks B,Welche Fintechs ihre Heimat in Frankfurt finden,2018,BANKMAGAZIN,10.1007/S35127-018-0109-1,,,,
Folwarski M,Sektor bankowy i sektor FinTech – współpraca czy realne zagrożenie dla sektora bankowego,2018,PRACE NAUKOWE UNIWERSYTETU EKONOMICZNEGO WE WROCŁAWIU,10.15611/PN.2018.529.07,,,,
Widiastuti T;Sukmana R;Mawardi I;Wahyuningsih W;Indrawan I,The role of financial technology for the agricultural sector in Indonesia: Case study of I-Grow FinTech company,2018,,10.1201/9781351241892-93,,,,
Hwang S;Kim K;Kim S,Fintech Payment Service Adoption : In the Perspective of Innovation Diffusion Theory and Performance-Expectation Model,2018,KOREAN BUSINESS EDUCATION REVIEW,10.23839/KABE.2018.33.1.301,,,,
,The Rise and Development of FinTech,2018,,10.4324/9781351183628,,,,
Shenoy R;Mohammed R,Fintech Credit Scoring Techniques for Evaluating P2P Loan Applications – A Python Machine Learning Ensemble Approach,2018,INTERNATIONAL JOURNAL OF SMART BUSINESS AND TECHNOLOGY,10.21742/IJSBT.2018.6.1.05,,,,
CRISTINA RIBEIRO DA SILVA OLIVEIRA M;MITSUHARU DEMIYA H;BIAJONE J,EXIM LINK BANK: FINTECH DE FINANCIAMENTO DO COM�RCIO EXTERIOR,2018,,10.5748/9788599693148-15CONTECSI/REX-5578,,,,
Lai W,Measured Near Field Communication Antenna for Fintech Innovation,2018,,10.1109/ISNE.2018.8394672,,,,
French A,Why I Left Goldman Sachs for FinTech,2018,,10.1002/9781119444510.CH47,,,,
真治 渡,情報技術の進展が銀行業の株価へ与える影響に関する実証分析,2018,,10.11497/JASMIN.2018S.0_79,,,,
Guy P,FinTech and the Wealth Management Challenge,2018,,10.1002/9781119444510.CH64,,,,
Mathur N;Karre S;Mohan A;Reddy L,Analysis of FinTech Mobile App Usability for Geriatric Users in India,2018,,10.1145/3205946.3205947,,,,
Бакулина А;Попова А,Влияние финтеха на безопасность банковского сектора,2018,ECONOMICS TAXES  LAW,10.26794/1999-849X-2018-11-2-84-89,,,,
Dimler N;Karcher B,FinTech-Lösungen für den Mittelstand,2018,,10.1007/978-3-658-19932-6_14,,,,
Reinig S;Ebner K;Smolnik S,FinTechs – Eine Analyse des Marktes und seines Bedrohungspotenzials für etablierte Finanzdienstleister,2018,HMD PRAXIS DER WIRTSCHAFTSINFORMATIK,10.1365/S40702-018-00455-9,,,,
正之 遠,FinTechによる中小企業金融の変化と課題,2018,,10.11497/JASMIN.2018S.0_75,,,,
Fermay A;Santosa H;Kertopati B;Eprianto A,The development of collaborative model between fintech and bank in Indonesia,2018,,10.1145/3234781.3234783,,,,
Choi S;Koo C,Creating Shared Value in the Smart Tourism Ecosystem Built on FinTech : Focusing on Mobile Payment Systems and Internet-only Banks,2018,KOREAN CORPORATION MANAGEMENT REVIEW,10.21052/KCMR.2018.25.3.05,,,,
Marinho A de Carvalho F;Carneiro Neves R,FINTECH DE MÚTUO E FACTORING: DIFERENÇAS À LUZ DA REGULAÇÃO DO BANCO CENTRAL DO BRASIL E O ACESSO A CRÉDITO PARA A INOVAÇÃO,2018,,10.29327/OBSERVALEI.131537,,,,
Hill J,"Chapter 5 Bubbles, Panics, Crashes, and Crises",2018,,10.1016/B978-0-12-813497-9.00005-6,,,,
Lee I;Choi J,An Empirical Study on Structural Relationship between Quality Factors and User Intention in Fintech Service : Focus on the User Expectancy,2018,THE JOURNAL OF INTERNET ELECTRONIC COMMERCE RESARCH,10.37272/JIECR.2018.12.18.6.161,,,,
Hill J,Chapter 14 Fintech in a Global Setting,2018,,10.1016/B978-0-12-813497-9.00014-7,,,,
Möslein F,Rechtliche Grenzen innovativer Finanztechnologien (FinTech): Smart Contracts als Selbsthilfe?,2018,ZEITSCHRIFT FÜR BANKRECHT UND BANKWIRTSCHAFT,10.15375/ZBB-2018-0404,,,,
Khanh T;Loc V,Fintech Credit — Opportunities for SMEs in Vietnam,2018,JOURNAL OF BUSINESS AND ECONOMICS,10.15341/JBE(2155-7950)/06.09.2018/008,,,,
Gupta A;Xia C,A Paradigm Shift in Banking: Unfolding Asia’s FinTech Adventures,2018,INTERNATIONAL SYMPOSIA IN ECONOMIC THEORY AND ECONOMETRICS,10.1108/S1571-038620180000025010,,,,
Seara M;Malucelli P;Santin A;Barddal A,Are fintechs really a hype? A machine learning-based polarity analysis of Brazilian posts on social media,2018,,10.1109/INDIN.2018.8471986,,,,
King B,FinTech and TechFin: Friend or Foe?,2018,,10.1002/9781119506515.CH6,,,,
Macedo B,Security in the Future of WealthTech,2018,,10.1002/9781119444510.CH68,,,,
Fenwick M;McCahery J;Vermeulen A,Fintech and the Financing of SMEs and Entrepreneurs: From Crowdfunding to Marketplace Lending,2018,,10.1007/978-3-319-66119-3_6,,,,
Nabila M;Purwandari B;Nazief B;Chalid A;Wibowo D;Solichah A,Financial Technology Acceptance Factors of Electronic Wallet and Digital Cash in Indonesia,2018,,10.1109/ICITSI.2018.8696091,,,,
Bernards N,‘Fintech’ and Financial Inclusion,2018,PALGRAVE HANDBOOKS IN IPE,10.1057/978-1-137-45443-0_20,,,,
Otsuka Y;Hasuike T,Effectiveness of Momentum Indicators to Improve Accuracy of Stock Price Prediction for Large-Captial Stocks,2018,,10.1109/IIAI-AAI.2018.00152,,,,
Giudici P,Financial data science,2018,STATISTICS  PROBABILITY LETTERS,10.1016/J.SPL.2018.02.024,,,,
Muchlis R,Analisis SWOT Financial Technology (Fintech) Pembiayaan Perbankan Syariah Di Indonesia (Studi Kasus 4 Bank Syariah Di Kota Medan),2018,ATTAWASSUTH JURNAL EKONOMI ISLAM,10.30821/AJEI.V1I1.2735,,,,
Macchiavello E,"Financial-return Crowdfunding and Regulatory Approaches in the Shadow Banking, FinTech and Collaborative Finance Era",2018,EUROPEAN COMPANY AND FINANCIAL LAW REVIEW,10.1515/ECFR-2017-0030,,,,
van Papendrecht1 B,FinTech Disruption Across the Wealth Management Value Chain – Will FinTech Dominate the Wealth Management Model of the Future or is there Still a Place for Traditional Wealth Managers?,2018,,10.1002/9781119444510.CH2,,,,
Alscher A;Kolbecher M,Ist Deutschlands Mittelstand bereit für FinTech und Online-Kredite?,2018,ZEITSCHRIFT FÜR BANKRECHT UND BANKWIRTSCHAFT,10.15375/ZBB-2018-0105,,,,
Moysan Y,Is the Future of WealthTech Already in China?,2018,,10.1002/9781119444510.CH53,,,,
Pantielieieva N;Krynytsia S;Zhezherun Y;Rebryk M;Potapenko L,Digitization of the Economy of Ukraine: Strategic Challenges and Implementation Technologies,2018,,10.1109/DESSERT.2018.8409186,,,,
Mills K,"Fintech, Small Business & the American Dream, How Technology Is Transforming Lending and Shaping a New Era of Small Business Opportunity",2018,,10.1007/978-3-030-03620-1,,,,
King B,Adapt or Die,2018,,10.1002/9781119506515.CH9,,,,
Ergun G,How to Unlock WealthTech in Turkey,2018,,10.1002/9781119444510.CH56,,,,
Cumps B,Dating InsurTech Startups,2018,,10.1002/9781119444565.CH31,,,,
Ashta A;Biot‐Paquerot G,FinTech evolution: Strategic value management issues in a fast changing industry,2018,STRATEGIC CHANGE,10.1002/JSC.2203,,,,
Bapat D,Exploring advertising as an antecedent to brand experience dimensions: an experimental study,2018,JOURNAL OF FINANCIAL SERVICES MARKETING,10.1057/S41264-018-0056-7,,,,
Seng J;Chiang Y;Chang P;Wu F;Yen Y;Tsai T,Big Data and FinTech,2018,COMPUTATIONAL SOCIAL SCIENCES,10.1007/978-3-319-95465-3_6,,,,
Blomstrom D,"Emotional Banking, Fixing Culture, Leveraging FinTech, and Transforming Retail Banks into Brands",2018,,10.1007/978-3-319-75653-0,,,,
Arslanian H,How China is Shaping WealthTech and the Future of Financial Services,2018,,10.1002/9781119444510.CH69,,,,
Yeow A;Chuen D;Tan L;Chia K,Chapter 17 Indonesian Microfinance Institutions (MFI) Move to Technology – TBOP's Prodigy Experience,2018,,10.1016/B978-0-12-812282-2.00017-6,,,,
Hotchkiss G;Chuen D,Chapter 16 From the Ground Up: The Financial Inclusion Frontier,2018,,10.1016/B978-0-12-812282-2.00016-4,,,,
Hill J,Chapter 17 They are Not Dead Yet How Big Financial Institutions Will Work with Fintech Startups to Define the Market Structure of the Future,2018,,10.1016/B978-0-12-813497-9.00017-2,,,,
Chen K,Financial Innovation and Technology Firms: A Smart New World with Machines,2018,INTERNATIONAL SYMPOSIA IN ECONOMIC THEORY AND ECONOMETRICS,10.1108/S1571-038620180000025012,,,,
Lakshmi B;Kumar V,Leveraging Technologies to Redefine Business: Technology Perspective,2018,AMERICAN INTERNATIONAL JOURNAL OF MULTIDISCIPLINARY SCIENTIFIC RESEARCH,10.46281/AIJMSR.V1I3.187,,,,
Hill J,Chapter 11 Commodities,2018,,10.1016/B978-0-12-813497-9.00011-1,,,,
Kim J;Lee J;Park Y;Yoon J;Cho J;Bae K;Lee D;Kim S,Highly Functionalized EMC Package Materials for Fingerprint Sensors,2018,,10.1109/CSTIC.2018.8369309,,,,
Zhang X;Kedmey S,A Budding Romance: Finance and AI,2018,IEEE MULTIMEDIA,10.1109/MMUL.2018.2875858,,,,
正之 遠,中小企業の資金調達分野のイノベーション動向と展望,2018,,10.11497/JASMIN.2018T10.0_295,,,,
Hill J,Chapter 13 Startup Financing,2018,,10.1016/B978-0-12-813497-9.00013-5,,,,
Sawa T,ブロックチェーンの概要と電力・エネルギー分野への適用,2018,IEEJ TRANSACTIONS ON POWER AND ENERGY,10.1541/IEEJPES.138.537,,,,
Lai S;Leu F;Lin J,A Banking Chatbot Security Control Procedure for Protecting User Data Security and Privacy,2018,LECTURE NOTES ON DATA ENGINEERING AND COMMUNICATIONS TECHNOLOGIES,10.1007/978-3-030-02613-4_50,,,,
Iman N,Is mobile payment still relevant in the fintech era?,2018,ELECTRONIC COMMERCE RESEARCH AND APPLICATIONS,10.1016/J.ELERAP.2018.05.009,,,,
Fromm D,Moneymeets.com – Germany’s Leading Personal Finance Management Portal,2018,,10.1002/9781119444510.CH48,,,,
Raikwar M;Mazumdar S;Ruj S;Gupta S;Chattopadhyay S;Lam A,A Blockchain Framework for Insurance Processes,2018,,10.1109/NTMS.2018.8328731,,,,
Dusil G;Cerny D,The Next Evolution in Funding Innovation,2018,,10.1109/IJCNN.2018.8489236,,,,
Hill J,Chapter 2 Disruption and Disintermediation in Financial Products and Services Why Now?,2018,,10.1016/B978-0-12-813497-9.00002-0,,,,
Bellés J,WealthTech in Latin America,2018,,10.1002/9781119444510.CH54,,,,
Pylarinou E,Empowering Asset Owners and the Buy Side,2018,,10.1002/9781119444510.CH59,,,,
Gyori D,Welcoming the 2058 Class of the “Galactic Academy of Wealth Management”,2018,,10.1002/9781119444510.CH71,,,,
Kim D;Hong J;Jeong Y;Suk J;Kim K;Hwang O,Opinion Mining on Internet Primary Bank with Online News and Social Data,2018,COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE,10.1007/978-3-319-92285-0_41,,,,
Hill J,"Chapter 10 Futures, Forwards, and Swaps",2018,,10.1016/B978-0-12-813497-9.00010-X,,,,
Cocca T,What Do Wealthy Clients Think About Digital Wealth Management?,2018,,10.1002/9781119444510.CH10,,,,
真治 渡,キャッシュレス化が経済活動に与える影響に関する時系列分析,2018,,10.11497/JASMIN.2018T10.0_29,,,,
Wiradinata T,Mobile Payment Services Adoption: The Role of Perceived Technology Risk,2018,,10.1109/ICOT.2018.8705859,,,,
Hu D,Electronic Packaging Solutions for Artificial Intelligence Applications (Invited talk),2018,,10.1109/IMPACT.2018.8625827,,,,
Hoontrakul P,Economic Transformation and Business Opportunities in Asia,2018,,10.1007/978-3-319-58928-2,,,,
Kumar S;Mookerjee V;Shubham A,Research in Operations Management and Information Systems Interface,2018,PRODUCTION AND OPERATIONS MANAGEMENT,10.1111/POMS.12961,,,,
Gale W;Holmes G;John S,Retirement plans for contingent workers: issues and options,2018,JOURNAL OF PENSION ECONOMICS AND FINANCE,10.1017/S1474747218000288,,,,
Taupitz T,True Business Model Innovation – a Credit‐Based Approach,2018,,10.1002/9781119444565.CH49,,,,
Jenkins V,Reinsurers Need Backward Innovation,2018,,10.1002/9781119444565.CH42,,,,
Speidel K,Just Do It! Using the Buzz Around Innovation to Empower Banks and Asset Managers,2018,,10.1002/9781119444510.CH50,,,,
Henry T,The Hybrid Advice Model,2018,,10.1002/9781119444510.CH12,,,,
Jonietz C;Mesch S;Peters A,Chancen und Herausforderungen der Digitalisierung in Banken und Sparkassen,2018,,10.1007/978-3-658-21905-5_21,,,,
Hernández E;Sittón I;Rodríguez S;Gil A;García B,An Investment Recommender Multi-agent System in Financial Technology,2018,ADVANCES IN INTELLIGENT SYSTEMS AND COMPUTING,10.1007/978-3-319-94120-2_1,,,,
Hartenstein M;Gutmannsbauer W;Klee D;Przewloka A;Arn S;Kubli A;Lange V;Stephens P,Use Cases and Monetization Challenges of Blockchain Applications in Wealth Management,2018,,10.1002/9781119444510.CH40,,,,
Belli M,InsurTech in Turkey – Challenges and Opportunities,2018,,10.1002/9781119444565.CH24,,,,
Kim J,Leverage the Financing Role of Banks for Low-Carbon Energy Transition,2018,,10.1007/978-981-10-8582-6_8,,,,
