"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Marwick, A.; Boyd, D.","Marwick, Alice E. (36182831000); Boyd, Danah Michele (7202871309)","36182831000; 7202871309","To see and be seen: Celebrity practice on twitter","2011","Convergence","17","2","","139","158","883","10.1177/1354856510394539","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957925082&doi=10.1177%2F1354856510394539&partnerID=40&md5=62a4cebd4adb0bb5fb9b9ca4a05d68b8","Convergence","Article","Final","","Scopus","2-s2.0-79957925082"
"Lin, K.-Y.; Lu, H.-P.","Lin, Kuanyu (56318310000); Lu, Hsipeng (7404843905)","56318310000; 7404843905","Why people use social networking sites: An empirical study integrating network externalities and motivation theory","2011","Computers in Human Behavior","27","3","","1152","1161","1298","10.1016/j.chb.2010.12.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952193326&doi=10.1016%2Fj.chb.2010.12.009&partnerID=40&md5=95a62dd09fbc8cab256c07a3e7fe3aee","Comput. Hum. Behav.","Article","Final","","Scopus","2-s2.0-79952193326"
"Medhi, I.; Patnaik, S.; Brunskill, E.; Gautama, S.N.N.; Thies, W.; Toyama, K.","Medhi, Indrani (22835856900); Patnaik, Somani (35976905200); Brunskill, Emma P. (15762040900); Gautama, S. N.Nagasena (57212316732); Thies, William (7005832437); Toyama, Kentaro (7201530533)","22835856900; 35976905200; 15762040900; 57212316732; 7005832437; 7201530533","Designing mobile interfaces for novice and low-literacy users","2011","ACM Transactions on Computer-Human Interaction","18","1","2","","","235","10.1145/1959022.1959024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955688388&doi=10.1145%2F1959022.1959024&partnerID=40&md5=f8af6878ca467f63cdeaeef97bf507eb","ACM Trans. Comput.-Hum. Interact.","Article","Final","","Scopus","2-s2.0-79955688388"
"Verdier, M.","Verdier, Marianne (35178439000)","35178439000","Interchange fees in payment card systems: A survey of the literature","2011","Journal of Economic Surveys","25","2","","273","297","41","10.1111/j.1467-6419.2009.00607.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952304273&doi=10.1111%2Fj.1467-6419.2009.00607.x&partnerID=40&md5=a6925fb4b59d364b863f298eabe506e5","J. Econ. Surv.","Article","Final","","Scopus","2-s2.0-79952304273"
"Bollen, J.; Mao, H.; Xiao-Jun Zeng, X.","Bollen, Johan (6603686592); Mao, Huina (24724991400); Xiao-Jun Zeng, Xiao-Jun (7403248390)","6603686592; 24724991400; 7403248390","Twitter mood predicts the stock market","2011","Journal of Computational Science","2","1","","1","8","3735","10.1016/j.jocs.2010.12.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953102821&doi=10.1016%2Fj.jocs.2010.12.007&partnerID=40&md5=eaa8d0729b6df1a838d6735e33b207f1","J. Comput. Sci.","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-79953102821"
"Venkatesan, S.","Venkatesan, Soumhya (24365411200)","24365411200","The social life of a ""free"" gift","2011","American Ethnologist","38","1","","47","57","29","10.1111/j.1548-1425.2010.01291.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79551530655&doi=10.1111%2Fj.1548-1425.2010.01291.x&partnerID=40&md5=52421cc0da7d20ac6c8f9af5d19c4ec3","Am. Ethnol.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-79551530655"
"Reynold, J.N.; Newell, E.","Reynold, John N. (57195926486); Newell, Edmund (7004596935)","57195926486; 7004596935","Ethics in investment banking","2011","","","","","1","178","9","10.1057/9780230348851","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892521839&doi=10.1057%2F9780230348851&partnerID=40&md5=f612af655cc3892198085083703af944","Ethics in Invest. Bank.","Book","Final","","Scopus","2-s2.0-84892521839"
"Herzenstein, M.; Sonenshein, S.; Dholakia, U.M.","Herzenstein, Michal (16480263900); Sonenshein, Scott (15221425600); Dholakia, Utpal M. (6602180770)","16480263900; 15221425600; 6602180770","Tell me a good story and I may lend you money: The role of narratives in peer-to-peer lending decisions","2011","Journal of Marketing Research","48","SPEC. ISSUE","","S138","S149","326","10.1509/jmkr.48.SPL.S138","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82955251206&doi=10.1509%2Fjmkr.48.SPL.S138&partnerID=40&md5=6a76a045e69e6d84bc1bc186f18a7b9c","J. Mark. Res.","Article","Final","","Scopus","2-s2.0-82955251206"
"Hall, S.","Hall, Sarah J.E. (16309218400)","16309218400","Geographies of money and finance I: Cultural economy, politics and place","2011","Progress in Human Geography","35","2","","234","245","107","10.1177/0309132510370277","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953032187&doi=10.1177%2F0309132510370277&partnerID=40&md5=392ebcdd819b0553b7ec7455b05abc9b","Prog. Hum. Geogr.","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-79953032187"
"Kurz, T.; Eder, R.; Heistracher, T.","Kurz, Thomas (57197107564); Eder, Raimund (25654791300); Heistracher, Thomas J. (6602924990)","57197107564; 25654791300; 6602924990","Knowledge resources - A knowledge management approach for digital ecosystems","2010","Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST","67 LNICST","","","131","145","3","10.1007/978-3-642-14859-0_11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885893130&doi=10.1007%2F978-3-642-14859-0_11&partnerID=40&md5=938e722493217e38beb63df4b82e18ac","Lect. Notes Inst. Comput. Sci. Soc. Informatics Telecommun. Eng.","Conference paper","Final","","Scopus","2-s2.0-84885893130"
"Becker, J.U.; Clement, M.; Schaedel, U.","Becker, Jan U. (55464196100); Clement, Michel (8730377800); Schaedel, Ute (36947828100)","55464196100; 8730377800; 36947828100","The impact of network size and financial incentives on adoption and participation in new online communities","2010","Journal of Media Economics","23","3","","165","179","23","10.1080/08997764.2010.502515","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956522273&doi=10.1080%2F08997764.2010.502515&partnerID=40&md5=794d9a5cea882c0e98d457387b375618","J. Media Econ.","Article","Final","","Scopus","2-s2.0-77956522273"
"Choi, J.P.","Choi, Jay Pil (7501392284)","7501392284","Tying in two-sided markets with multi-homing","2010","Journal of Industrial Economics","58","3","","607","626","144","10.1111/j.1467-6451.2010.00426.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956423652&doi=10.1111%2Fj.1467-6451.2010.00426.x&partnerID=40&md5=efc5ac8252e86b206838a8b3b2111fc0","J. Ind. Econ.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-77956423652"
"Chen, Y.; Ho, T.-H.; Kim, Y.-M.","Chen, Yan (8889740400); Ho, Teck Hua (7402460571); Kim, Yongmi (57207442951)","8889740400; 7402460571; 57207442951","Knowledge Market Design: A Field Experiment at Google Answers","2010","Journal of Public Economic Theory","12","4","","641","664","92","10.1111/j.1467-9779.2010.01468.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955153573&doi=10.1111%2Fj.1467-9779.2010.01468.x&partnerID=40&md5=e1b3d77a7300c2a82d267c52870f5546","J. Public Econ. Theory","Article","Final","","Scopus","2-s2.0-77955153573"
"Hsieh, G.; Kraut, R.E.; Hudson, S.E.","Hsieh, Gary (23397317600); Kraut, Robert E. (7005796597); Hudson, Scott E. (7201375469)","23397317600; 7005796597; 7201375469","Why pay?: Exploring how financial incentives are used for question & answer","2010","Conference on Human Factors in Computing Systems - Proceedings","1","","","305","314","71","10.1145/1753326.1753373","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954000732&doi=10.1145%2F1753326.1753373&partnerID=40&md5=07f70ca0b51ea9f2c495427fd8d320ef","Conf Hum Fact Comput Syst Proc","Conference paper","Final","","Scopus","2-s2.0-77954000732"
"Young, D.; Borland, R.; Coghill, K.","Young, David (7404150281); Borland, Ron M. (7005900584); Coghill, Ken (15750193100)","7404150281; 7005900584; 15750193100","An actor-network theory analysis of policy innovation for smoke-free places: Understanding change in complex systems","2010","American Journal of Public Health","100","7","","1208","1217","64","10.2105/AJPH.2009.184705","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953603773&doi=10.2105%2FAJPH.2009.184705&partnerID=40&md5=60182dff1437d8933f219532dccd5beb","Am. J. Public Health","Article","Final","All Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-77953603773"
"Elsas, R.; Hackethal, A.; Holzhäuser, M.","Elsas, Ralf (6507182874); Hackethal, Andreas (36952738100); Holzhäuser, Markus (8700939600)","6507182874; 36952738100; 8700939600","The anatomy of bank diversification","2010","Journal of Banking and Finance","34","6","","1274","1287","372","10.1016/j.jbankfin.2009.11.024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950301256&doi=10.1016%2Fj.jbankfin.2009.11.024&partnerID=40&md5=ce0ca0f08e6a92862954dfb45840b490","J. Bank. Financ.","Article","Final","","Scopus","2-s2.0-77950301256"
"Kumar, D.; Gonsalves, T.A.; Jhunjhunwala, A.; Raina, G.","Kumar, Deepti Pavan (57199657573); Gonsalves, Timothy A. (6701390407); Jhunjhunwala, Ashok (7003971025); Raina, Gaurav (36866344100)","57199657573; 6701390407; 7003971025; 36866344100","Mobile payment architectures for India","2010","","","","5430160","","","8","10.1109/NCC.2010.5430160","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952188507&doi=10.1109%2FNCC.2010.5430160&partnerID=40&md5=21986bb7aab4e6fef08757cae72691a9","Proc. Natl. Conf. Commun., NCC","Conference paper","Final","","Scopus","2-s2.0-77952188507"
"Satchell, C.; Graham, C.","Satchell, Christine (25631232200); Graham, Connor (12752338600)","25631232200; 12752338600","Conveying identity with mobile content","2010","Personal and Ubiquitous Computing","14","3","","251","259","8","10.1007/s00779-009-0254-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957123636&doi=10.1007%2Fs00779-009-0254-3&partnerID=40&md5=e5f956a4ff9522324b3c7590d1dc8db9","Pers. Ubiquitous Comp.","Article","Final","","Scopus","2-s2.0-77957123636"
"Tallon, P.P.","Tallon, Paul Patrick (6602778115)","6602778115","A service science perspective on strategic choice, IT, and performance in U.S. banking","2010","Journal of Management Information Systems","26","4","","219","252","77","10.2753/MIS0742-1222260408","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951263769&doi=10.2753%2FMIS0742-1222260408&partnerID=40&md5=6a2623197190f022a436021826d5d98a","J Manage Inf Syst","Article","Final","","Scopus","2-s2.0-77951263769"
"Shin, D.-H.","Shin, Donghee (16242424900)","16242424900","Convergence and divergence: Policy making about the convergence of technology in Korea","2010","Government Information Quarterly","27","2","","147","160","27","10.1016/j.giq.2009.11.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77649239346&doi=10.1016%2Fj.giq.2009.11.001&partnerID=40&md5=1d82377fb6f9a8cfa2b30c6ca0d97d66","Gov. Inf. Q.","Article","Final","","Scopus","2-s2.0-77649239346"
"Gates, A.Q.","Gates, Ann Quiroz (7006458577)","7006458577","Discovery, innovation, and creativity: The core of computing","2010","Computer","43","2","5410721","98","100","3","10.1109/MC.2010.36","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77149122412&doi=10.1109%2FMC.2010.36&partnerID=40&md5=a32ca99cc1b0d81f6c51d3f582c7bf1c","Computer","Article","Final","","Scopus","2-s2.0-77149122412"
"Schierz, P.G.; Schilke, O.; Wirtz, B.W.","Schierz, Paul Gerhardt (33768118800); Schilke, Oliver S. (23062319300); Wirtz, Bernd W. (33768235800)","33768118800; 23062319300; 33768235800","Understanding consumer acceptance of mobile payment services: An empirical analysis","2010","Electronic Commerce Research and Applications","9","3","","209","216","980","10.1016/j.elerap.2009.07.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859888115&doi=10.1016%2Fj.elerap.2009.07.005&partnerID=40&md5=493abe3219e79cdb32ac3ff3694e247e","Elect. Commer. Res. Appl.","Article","Final","","Scopus","2-s2.0-84859888115"
"Cresswell, K.M.; Worth, A.; Sheikh, A.","Cresswell, Kathrin M. (22933669600); Worth, Allison (7005072142); Sheikh, Aziz (7202522962)","22933669600; 7005072142; 7202522962","Actor-network theory and its role in understanding the implementation of information technology developments in healthcare","2010","BMC Medical Informatics and Decision Making","10","1","67","","","259","10.1186/1472-6947-10-67","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958553317&doi=10.1186%2F1472-6947-10-67&partnerID=40&md5=5a8ae1b67f5e04ba2b35ffcf4a41b8ef","BMC Med. Informatics Decis. Mak.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-77958553317"
"Feng, G.; Serletis, A.","Feng, Guohua (14619001500); Serletis, Apostólos (7003806708)","14619001500; 7003806708","Efficiency, technical change, and returns to scale in large US banks: Panel data evidence from an output distance function satisfying theoretical regularity","2010","Journal of Banking and Finance","34","1","","127","138","113","10.1016/j.jbankfin.2009.07.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350216162&doi=10.1016%2Fj.jbankfin.2009.07.009&partnerID=40&md5=1f7dd8ff2b3378a845f6761f653f98c5","J. Bank. Financ.","Article","Final","","Scopus","2-s2.0-70350216162"
"Medhi, I.; Ratan, A.; Toyama, K.","Medhi, Indrani (22835856900); Ratan, Aishwarya Lakshmi (24468918500); Toyama, Kentaro (7201530533)","22835856900; 24468918500; 7201530533","Mobile-banking adoption and usage by low-literate, low-income users in the developing world","2009","Lecture Notes in Computer Science","5623 LNCS","","","485","494","68","10.1007/978-3-642-02767-3_54","https://www.scopus.com/inward/record.uri?eid=2-s2.0-76649100075&doi=10.1007%2F978-3-642-02767-3_54&partnerID=40&md5=3153f003088b3b1d067d0251b6c3f078","Lect. Notes Comput. Sci.","Conference paper","Final","","Scopus","2-s2.0-76649100075"
"Ghose, A.; Huang, K.-W.","Ghose, Anindya (9845067800); Huang, Ke Wei (28367654100)","9845067800; 28367654100","Personalized pricing and quality customization","2009","Journal of Economics and Management Strategy","18","4","","1095","1135","49","10.1111/j.1530-9134.2009.00239.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350320404&doi=10.1111%2Fj.1530-9134.2009.00239.x&partnerID=40&md5=756c948e45defdb1fd84f3af8f345a02","J. Econ. Manage. Strateg.","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-70350320404"
"Mason, W.; Watts, D.J.","Mason, Winter Anthony (35311452900); Watts, Duncan J. (7201539502)","35311452900; 7201539502","Financial incentives and the ""performance of crowds""","2009","","","","1600175","77","85","518","10.1145/1600150.1600175","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449657723&doi=10.1145%2F1600150.1600175&partnerID=40&md5=990e436628164d8b52abe9ead34c552c","Proc. ACM SIGKDD Workshop Hum. Comput., HCOMP","Conference paper","Final","","Scopus","2-s2.0-70449657723"
"Duncombe, R.; Boateng, R.","Duncombe, Richard A. (23102347000); Boateng, Richard Kofi (23003527600)","23102347000; 23003527600","Mobile Phones and Financial Services in Developing Countries: A review of concepts, methods, issues, evidence and future research directions","2009","Third World Quarterly","30","7","","1237","1258","161","10.1080/01436590903134882","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449450257&doi=10.1080%2F01436590903134882&partnerID=40&md5=6d00cd1fd1e2f197f2d1296280eab946","Third World Q.","Review","Final","","Scopus","2-s2.0-70449450257"
"Baregheh, A.; Rowley, J.; Sambrook, S.","Baregheh, Anahita (35101412100); Rowley, Jennifer E. (7201756587); Sambrook, Sally Anne (20434341200)","35101412100; 7201756587; 20434341200","Towards a multidisciplinary definition of innovation","2009","Management Decision","47","8","","1323","1339","1143","10.1108/00251740910984578","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350289835&doi=10.1108%2F00251740910984578&partnerID=40&md5=6b1aafc0162dae4392e103f1aacf976e","Manage. Decis.","Article","Final","","Scopus","2-s2.0-70350289835"
"Li, J.; Hsu, S.","Li, Jianjun (55262013300); Hsu, Sara (54794976600)","55262013300; 54794976600","Informal Finance in China: American and Chinese Perspectives","2009","","","","","1","216","37","10.1093/acprof:oso/9780195380644.001.0001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856670488&doi=10.1093%2Facprof%3Aoso%2F9780195380644.001.0001&partnerID=40&md5=80b03476cc1c35ab4131858ad80e20f0","Informal Financ. in China: Am. and Chin. Perspect.","Book","Final","","Scopus","2-s2.0-84856670488"
"Crotty, J.","Crotty, James R. (7003866021)","7003866021","Structural causes of the global financial crisis: A critical assessment of the 'new financial architecture'","2009","Cambridge Journal of Economics","33","4 SPEC. ISS.","","563","580","586","10.1093/cje/bep023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650351887&doi=10.1093%2Fcje%2Fbep023&partnerID=40&md5=871075d05b6015fc89345e51c7119959","Camb. J. Econ.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-67650351887"
"Aaker, J.L.; Akutsu, S.","Aaker, Jennifer Lynn (6603779304); Akutsu, Satoshi (57190807349)","6603779304; 57190807349","Why do people give? The role of identity in giving","2009","Journal of Consumer Psychology","19","3","","267","270","108","10.1016/j.jcps.2009.05.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-68349128641&doi=10.1016%2Fj.jcps.2009.05.010&partnerID=40&md5=d7b3f2d9b917b268df8693f0d1044472","J. Consum. Psychol.","Article","Final","","Scopus","2-s2.0-68349128641"
"Rysman, M.","Rysman, Marc S. (7801555346)","7801555346","The economics of two-sided markets","2009","Journal of Economic Perspectives","23","3","","125","143","767","10.1257/jep.23.3.125","https://www.scopus.com/inward/record.uri?eid=2-s2.0-75749090789&doi=10.1257%2Fjep.23.3.125&partnerID=40&md5=c8f5be8f0bb25f67e4ca4ada56b20ca1","J. Econ. Perspect.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-75749090789"
"Nakamura, L.","Nakamura, Lisa (56487354700)","56487354700","Don't hate the player, hate the game: The racialization of labor in World of Warcraft","2009","Critical Studies in Media Communication","26","2","","128","144","181","10.1080/15295030902860252","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449591743&doi=10.1080%2F15295030902860252&partnerID=40&md5=e8fcf4da138a03a3cc5035db963f35c9","Crit. Stud. Media Commun.","Article","Final","","Scopus","2-s2.0-70449591743"
"Ess, C.","Ess, Charles Melvin (15123920200)","15123920200","Floridi's philosophy of information and information ethics: Current perspectives, future directions","2009","Information Society","25","3","","159","168","31","10.1080/01972240902848708","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449482204&doi=10.1080%2F01972240902848708&partnerID=40&md5=9b88a8cef56dc7b07ae338d0887d902b","Inf. Soc.","Article","Final","","Scopus","2-s2.0-70449482204"
"Floridi, L.","Floridi, Luciano (6603039594)","6603039594","Against digital ontology","2009","Synthese","168","1","","151","178","87","10.1007/s11229-008-9334-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-63849087456&doi=10.1007%2Fs11229-008-9334-6&partnerID=40&md5=f56485524064f28ee7cbd3d47b81e76a","Synthese","Article","Final","","Scopus","2-s2.0-63849087456"
"Collins, D.; Morduch, J.; Rutherford, S.; Ruthven, O.","Collins, Daryl (59848458900); Morduch, Jonathan J. (6603408964); Rutherford, Stuart (35977714700); Ruthven, Orlanda (6507363643)","59848458900; 6603408964; 35977714700; 6507363643","Portfolios of the poor: How the world's poor live on $2 a day","2009","","","","","1","283","968","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890620910&partnerID=40&md5=1c1eee2893200aefaab808b6f2ae6de4","Portfolios of the Poor: How the World's Poor Live on $2 a Day","Book","Final","","Scopus","2-s2.0-84890620910"
"Prior, F.; Argandoña, A.","Prior, Francesc (36708456100); Argandoña, Antonio (6602921690)","36708456100; 6602921690","Best practices in credit accessibility and corporate social responsibility in financial institutions","2009","Journal of Business Ethics","87","SUPPL. 1","","251","265","41","10.1007/s10551-008-9799-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349247049&doi=10.1007%2Fs10551-008-9799-8&partnerID=40&md5=391e48502683b25e7d7f7a69a690874f","J. Bus. Ethics","Conference paper","Final","","Scopus","2-s2.0-67349247049"
"Schmid, M.M.; Walter, I.","Schmid, Markus M. (7402632672); Walter, Ingo (7005460714)","7402632672; 7005460714","Do financial conglomerates create or destroy economic value?","2009","Journal of Financial Intermediation","18","2","","193","216","134","10.1016/j.jfi.2008.07.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-61449268115&doi=10.1016%2Fj.jfi.2008.07.002&partnerID=40&md5=64cc8b316c628347a0031f982a218f42","J. Financ. Intermediation","Article","Final","","Scopus","2-s2.0-61449268115"
"Lucas, H.C.; Oh, W.; Weber, B.W.","Lucas, Henry C. (7006589414); Oh, Wonseok (57203253312); Weber, Bruce W. (7401437020)","7006589414; 57203253312; 7401437020","The defensive use of IT in a newly vulnerable market: The New York Stock Exchange, 1980-2007","2009","Journal of Strategic Information Systems","18","1","","3","15","22","10.1016/j.jsis.2009.01.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-61849104072&doi=10.1016%2Fj.jsis.2009.01.003&partnerID=40&md5=728543ff08f8cefee6a475b1e492a1f1","J Strategic Inform Syst","Article","Final","","Scopus","2-s2.0-61849104072"
"Kochuyt, T.","Kochuyt, Thierry (6507324727)","6507324727","God, gifts and poor people: On charity in Islam","2009","Social Compass","56","1","","98","116","78","10.1177/0037768608100345","https://www.scopus.com/inward/record.uri?eid=2-s2.0-60949102427&doi=10.1177%2F0037768608100345&partnerID=40&md5=37769cc257dcd42f1143a8a3c3365e63","Soc. Compass","Article","Final","","Scopus","2-s2.0-60949102427"
"Cukier, W.; Ngwenyama, O.; Bauer, R.; Middleton, C.","Cukier, Wendy L. (6603567951); Ngwenyama, Ojelanki K. (6701581340); Bauer, Robert M. (57213752949); Middleton, Catherine A. (7005340952)","6603567951; 6701581340; 57213752949; 7005340952","A critical analysis of media discourse on information technology: Preliminary results of a proposed method for critical discourse analysis","2009","Information Systems Journal","19","2","","175","196","121","10.1111/j.1365-2575.2008.00296.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-60249094410&doi=10.1111%2Fj.1365-2575.2008.00296.x&partnerID=40&md5=fc15bec0badd68ff50b640775d91d278","Inf. Syst. J.","Article","Final","","Scopus","2-s2.0-60249094410"
"Shin, H.S.","Shin, Hyun Song (7404012037)","7404012037","Reflections on northern rock: The bank run that heralded the global financial crisis","2009","Journal of Economic Perspectives","23","1","","101","119","330","10.1257/jep.23.1.101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011632566&doi=10.1257%2Fjep.23.1.101&partnerID=40&md5=36d00c0c53e21766d1737f99bffdb805","J. Econ. Perspect.","Review","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85011632566"
"Wallach, W.; Allen, C.","Wallach, Wendell (13613156300); Allen, Colin (7402266863)","13613156300; 7402266863","Moral Machines: Teaching Robots Right from Wrong","2009","","","","","1","288","1090","10.1093/acprof:oso/9780195374049.001.0001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921546917&doi=10.1093%2Facprof%3Aoso%2F9780195374049.001.0001&partnerID=40&md5=ed55530664f821e4c47819643651592c","Moral Mach.: Teach. Robot. Right from Wrong","Book","Final","","Scopus","2-s2.0-84921546917"
"Medhi, I.; Gautama, S.N.N.; Toyama, K.","Medhi, Indrani (22835856900); Gautama, S. N.Nagasena (57212316732); Toyama, Kentaro (7201530533)","22835856900; 57212316732; 7201530533","A comparison of mobile money-transfer ULS for non-literate and semi-literate users","2009","Conference on Human Factors in Computing Systems - Proceedings","","","","1741","1750","121","10.1145/1518701.1518970","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892455462&doi=10.1145%2F1518701.1518970&partnerID=40&md5=4d3b701de1c7d90f77673bf177303957","Conf Hum Fact Comput Syst Proc","Conference paper","Final","","Scopus","2-s2.0-84892455462"
"Farag, S.M.","Farag, Shawki M. (35090996500)","35090996500","The accounting profession in Egypt: Its origin and development","2009","International Journal of Accounting","44","4","","403","414","27","10.1016/j.intacc.2009.09.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350622579&doi=10.1016%2Fj.intacc.2009.09.001&partnerID=40&md5=889cde42957b7c5c2573ad6c4906c680","Int. J. Account.","Article","Final","","Scopus","2-s2.0-70350622579"
"Angst, C.M.; Agarwal, R.","Angst, Corey M. (15757168000); Agarwal, Ritu (7402481134)","15757168000; 7402481134","Adoption of electronic health records in the presence of privacy concerns: The elaboration likelihood modeland individual persuasion","2009","MIS Quarterly: Management Information Systems","33","2","","339","370","930","10.2307/20650295","https://www.scopus.com/inward/record.uri?eid=2-s2.0-66449136652&doi=10.2307%2F20650295&partnerID=40&md5=9b2f4e55dc79c52d796adbf7d227c001","MIS Quart Manage Inf Syst","Article","Final","","Scopus","2-s2.0-66449136652"
"Himma, K.E.","Himma, Kenneth Einar (6602635220)","6602635220","Artificial agency, consciousness, and the criteria for moral agency: What properties must an artificial agent have to be a moral agent?","2009","Ethics and Information Technology","11","1","","19","29","194","10.1007/s10676-008-9167-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-61549106961&doi=10.1007%2Fs10676-008-9167-5&partnerID=40&md5=c4f40e67f8202525408f270984d63683","Ethics Inf. Technol.","Article","Final","","Scopus","2-s2.0-61549106961"
"Hurlburt, G.F.; Miller, K.W.; Voas, J.M.","Hurlburt, George F. (6603544822); Miller, Keith W. (57806255300); Voas, Jeffrey M. (57203071719)","6603544822; 57806255300; 57203071719","An ethical analysis of automation, risk, and the financial crises of 2008","2009","IT Professional","11","1","4757235","14","19","18","10.1109/MITP.2009.2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-59049107948&doi=10.1109%2FMITP.2009.2&partnerID=40&md5=e2e0459f06c9d6fe0ede2d9601a3ab7f","IT Prof","Article","Final","","Scopus","2-s2.0-59049107948"
"Mainwaring, S.D.; March, W.; Maurer, B.","Mainwaring, Scott D. (36877423000); March, Wendy (36920769500); Maurer, Bill (7102328519)","36877423000; 36920769500; 7102328519","From meiwaku to tokushita! lessons for digital money design from Japan","2008","Conference on Human Factors in Computing Systems - Proceedings","","","","21","24","37","10.1145/1357054.1357058","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57649183660&doi=10.1145%2F1357054.1357058&partnerID=40&md5=979a19490e4341aa0f974e18df902d86","Conf Hum Fact Comput Syst Proc","Conference paper","Final","","Scopus","2-s2.0-57649183660"
"Wang, Y.; Mainwaring, S.D.","Wang, Yang (56510310300); Mainwaring, Scott D. (36877423000)","56510310300; 36877423000","Human-currency interaction"": Learning from virtual currency use in China","2008","Conference on Human Factors in Computing Systems - Proceedings","","","","25","28","34","10.1145/1357054.1357059","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57649149072&doi=10.1145%2F1357054.1357059&partnerID=40&md5=1c6a4fb4e1f2ed8d80fb13732ee49c80","Conf Hum Fact Comput Syst Proc","Conference paper","Final","","Scopus","2-s2.0-57649149072"
"Mistry, P.; Maes, P.","Mistry, Pranav (25825196600); Maes, Pattie (56268463300)","25825196600; 56268463300","Intelligent sticky notes that can be searched, located and can send reminders and messages","2008","International Conference on Intelligent User Interfaces, Proceedings IUI","","","1378849","425","426","14","10.1145/1378773.1378849","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57349185651&doi=10.1145%2F1378773.1378849&partnerID=40&md5=bab1354b5a1b37fc792dd657f06f9fb3","Int Conf Intell User Interfaces Proc IUI","Conference paper","Final","","Scopus","2-s2.0-57349185651"
