"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords","Molecular Sequence Numbers","Chemicals/CAS","Tradenames","Manufacturers","Funding Details","Funding Texts","References","Correspondence Address","Editors","Publisher","Sponsors","Conference name","Conference date","Conference location","Conference code","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Paul, S.; Rudolph, B.; Zech, S.; Oehler, A.; Horn, M.; Wendt, S.; Jentzsch, N.","Paul, Stephan (24484030800); Rudolph, Bernd (23670727000); Zech, Sarah (56644455800); Oehler, Andreas (59058428500); Horn, Matthias (57189574542); Wendt, Stefan (57160808400); Jentzsch, Nicola (25027670000)","24484030800; 23670727000; 56644455800; 59058428500; 57189574542; 57160808400; 25027670000","New financial technologies - banking market in motion; Neue finanztechnologien - bankenmarkt in bewegung","2016","Wirtschaftsdienst","96","9","","631","647","2","10.1007/s10273-016-2028-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988649091&doi=10.1007%2Fs10273-016-2028-7&partnerID=40&md5=fc965dd6b9f25fdfcb977afa903eae22","Lehrstuhl für Finanzierung und Kreditwirtschaft, Ruhr-Universitat Bochum, Bochum, Nordrhein-Westfalen, Germany; c/o SBS Treuhand GmbH, Ludwig-Maximilians-Universität München, Munich, Bayern, Germany; GSK Stockmann and Kollegen, Munich, Germany; Universität Bamberg, Bamberg, Bayern, Germany; School of Business, Reykjavík University, Reykjavik, Iceland; German Institute for Economic Research, Berlin, Germany","Paul, Stephan, Lehrstuhl für Finanzierung und Kreditwirtschaft, Ruhr-Universitat Bochum, Bochum, Nordrhein-Westfalen, Germany; Rudolph, Bernd, c/o SBS Treuhand GmbH, Ludwig-Maximilians-Universität München, Munich, Bayern, Germany; Zech, Sarah, GSK Stockmann and Kollegen, Munich, Germany; Oehler, Andreas, Universität Bamberg, Bamberg, Bayern, Germany; Horn, Matthias, Universität Bamberg, Bamberg, Bayern, Germany; Wendt, Stefan, School of Business, Reykjavík University, Reykjavik, Iceland; Jentzsch, Nicola, German Institute for Economic Research, Berlin, Germany","Digitalisation opens new channels for fi nancial transactions. Crowdlending and Digital Advice offer additional opportunities for customers to manage their assets. In the banking market, “FinTechs” are the most notable example of what Schumpeter described as “creative destruction”. They could threaten the existence of established banks. Therefore the banks should use the FinTechs as a testing laboratory for customer behavior and testing ground for a more modern marketing policy. This environment gives rise to concerns that there may develop an unregulated area of shadow banks. But it should be considered that a level playing fi eld has to be ensured and that innovative processes and products are not stalled. A potential advantage of Digital Advice is that consumers can have the possibility to access the relevant information they need to make their fi nancial decisions. Consumers, in turn, are only able to benefi t from this advantage if competition between fi nancial service providers leads to a supply of clear and comprehensible information about fi nancial products and an appropriate degree of data security. The rise of Big Data analyses in retail banking allows a more precise estimation of creditworthiness risk as well as a consumer’s willingness-to-pay, propensity to switch and responsiveness to marketing offers. This not only impacts on competition, it represents major challenges for policymakers, authorities and consumers alike. © 2016 Springer Verlag. All rights reserved.","","","","","","","","","Deutsche Banken Vor Dramatischem Wandel; Prystav, Fabian, Personal information in peer-to-peer loan applications: Is less more?, Journal of Behavioral and Experimental Finance, 9, pp. 6-19, (2016); Herzenstein, Michal, Tell me a good story and I may lend you money: The role of narratives in peer-to-peer lending decisions, Journal of Marketing Research, 48, SPEC. ISSUE, pp. S138-S149, (2011); Shadow Banking Regulation, (2012); Schmalenbachs Zeitschrift Fur Betriebswirtschaftliche Forschung Zfbf, (2012); Neue Moglichkeiten Fur Kreditfonds; Bafinjournal, (2007); Studie Zeigt Interesse Von Profi Investoren an Crowdlending, (2015); undefined; Bank Archiv, (2011)","S. Paul; Ruhr-Universität Bochum, Lehrstuhl für Angewandte Betriebswirtschaftslehre (Finanzierung und Kreditwirtschaft), Bochum, Universitätsstr. 150, 44780, Germany; email: stephan.paul@ruhr-uni-bochum.de","","Springer Verlag service@springer.de","","","","","","00436275","","","","German","Wirtschaftsdienst","Article","Final","","Scopus","2-s2.0-84988649091"
"Kotarba, M.","Kotarba, Marcin (57189496188)","57189496188","New factors inducing changes in the retail banking customer relationship management (CRM) and their exploration by the FinTech industry","2016","Foundations of Management","8","1","","69","78","58","10.1515/fman-2016-0006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971472880&doi=10.1515%2Ffman-2016-0006&partnerID=40&md5=8ab590ad8cbe49f9358ca5c2a26e0416","Faculty of Management, Politechnika Warszawska, Warsaw, MA, Poland","Kotarba, Marcin, Faculty of Management, Politechnika Warszawska, Warsaw, MA, Poland","Growing levels of regulation force financial institutions to change their business models toward lower risk levels, higher capital adequacy, service quality, and more stable revenue pools. In parallel with the regulatory changes, the banks are subject to pressure from accelerated technology development and social changes. These two factors influence the behavior of customers and induce changes in the customer relationship management (CRM). Taking the example of retail banking, the factors and their impacts are explained. Additionally, a view on the FinTech industry is presented, highlighting areas where traditional financial institutions are losing market share to technology-savvy and socially oriented new ventures with exceptional CRM capabilities. The conclusion contains proposed strategic actions that need to be undertaken in order to prepare the financial services industry for managing customer relationships in the increasingly technosocial environment. © 2016. Faculty of Management, Warsaw University of Technology 2016.","banking regulation; client behavior; customer journey; customer relationship management; financial institution strategy; FinTech; omni-channel; process management; retail banking; social empowerment; technological progress","","","","","","","","Basel Committee S Publication Types, (2015); W Centrum Uwagi Doswiadczenia Klienta W Kontakcie Z Marka, (2014); Ecb Banking Supervision Ssm Priorities 2016, (2016); Payment Services Directive Faq Online, (2015); Directive on Payment Services Psd, (2015); Investment Services and Regulated Markets Mifid 1 Mi Fid 2, (2015); Esma Policy Rules, (2015); State of Digital Business 2014 Online, (2015); Technology Driving Innovation What is the Internet of Things Online, (2014); Total Number of Websites, (2016)","M. Kotarba; Warsaw University of Technology, Faculty of Management, Warsaw, Poland; email: marcin@kotarba.pl","","De Gruyter Open Ltd peter.golla@degruyter.com","","","","","","20807279","","","","English","Found. Manag.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-84971472880"
"","","","Banking and fintech: Love and war","2015","Economist (United Kingdom)","411","8963","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119779180&partnerID=40&md5=dbb1c2427412a4108d7b08db40de7cea","","","[No abstract available]","","","","","","","","","","","","Economist Newspaper Ltd","","","","","","00130613","","","","English","Economist","Article","Final","","Scopus","2-s2.0-85119779180"
"Kauffman, R.J.; Ma, D.","Kauffman, Robert J. (35083571300); Ma, Dan (35305318500)","35083571300; 35305318500","Special issue: Contemporary research on payments and cards in the global fintech revolution","2015","Electronic Commerce Research and Applications","14","5","631","261","264","17","10.1016/j.elerap.2015.09.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944051255&doi=10.1016%2Fj.elerap.2015.09.005&partnerID=40&md5=a6d11d68ee98334a2786ee024513717a","School of Information Systems, Singapore Management University, Singapore City, Singapore","Kauffman, Robert J., School of Information Systems, Singapore Management University, Singapore City, Singapore; Ma, Dan, School of Information Systems, Singapore Management University, Singapore City, Singapore","The virtual special issue (VSI) of Electronic Commerce Research and Applications addresses the latest research on payments and cards in the global fintech revolution. The articles that appear in this VSI touch upon some of these questions, but in ways that are associated with prevailing financial services operations around the world. The authors share current perspectives on changing patterns in the use of Internet banking, cash, credit, and debit cards in different countries and regions of the world.","","Electronic commerce; Debit cards; Financial service; Internet banking; Research and application; Virtual addresses","","","","","","","","","","Elsevier B.V.","","","","","","15674223","","","","English","Elect. Commer. Res. Appl.","Editorial","Final","","Scopus","2-s2.0-84944051255"
"Schulte, P.","Schulte, Paul (57200441369)","57200441369","The next revolution in our credit-driven economy: The advent of financial technology","2015","","","","","1","224","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080371657&partnerID=40&md5=f08a40e1e9f08b8e135a9233e7b1de98","","Schulte, Paul, ","Go inside the research to see the global consequences of unethical banking The Next Revolution in our Credit-Driven Economy: The Advent of Financial Technology integrates market theory and practice to help investors identify growth opportunities, and to help regulators create a sustainable economic environment. Author Paul Schulte, former economic analyst with the National Security Council, draws upon his own decade-spanning research to demonstrate how unethical banking practices provide the brute force that drives political and economic crises worldwide. By unbundling how credit markets work, this authoritative guide provides deep insight into crisis avoidance and detection, successful investment climates, and the groundwork that must be in place for policy makers to build a sound basis for economic growth. Clear, succinct case studies provide examples of policy and its effects on economic stability, giving you a stronger understanding of the network of forces that determine how loan/deposit ratios behave around the world. Countries that lend more than they save consistently get into trouble, with catastrophic consequences for the rich and middle class as well as the politicians. This book shows how credit excesses bring about price collapse in stocks, currencies, and real estate, and provides direction for change in the context of global economics. •Dive deep into the mechanisms underlying the credit markets •Learn how unregulated borrowing leads to socioeconomic crises •Examine real-world policy options through global case studies •Discover how credit rises are best detected and avoided An economic climate in which even the smallest hiccup can have long-lasting consequences should be the ideal impetus for a close scrutiny of global banking practices and economic policy. The Next Revolution in our Credit-Driven Economy takes you behind the scenes for a new perspective, and a more informed look at where the world needs to begin changing. The second half of the book will take a look at the revolution driving financial technology. Companies in Silicon Valley and giants like Alibaba are challenging the landscape for banking. This has profound implications for policy makers, banks and for a new class of entrepreneurs who are developing software which is taking away market share from bank and challenging decades-old financial empires. The book will explore the reasons why many global banks remain flat-footed. It will go into detail about the new companies and software that are moving in the Far East and with innovations in securities, bonds, foreign exchange, retail lending and SME lending. Lastly the book will look at the strategy behind Alibaba and how it will challenge many companies from a powerful base inside China. © 2015 by John Wiley & Sons Singapore Pte. Ltd. All rights reserved.","","","","","","","","","Vox, (2014); Profiting from Monetary Policy, (2025); undefined; After the Music Stopped the Financial Crisis the Response and the Work Ahead, (2013); Money for Nothing Inside the Federal Reserve, (2013); Finance and Economics Discussion Series, (2010); New Yorker, (2010); Quiet the Power of Introverts in A World that can T Stop Talking, (2012); Financial Times, (2014); Financial Times, (2014)","","","wiley","","","","","","","9781119091240; 9781118989609","","","English","The Next Revolut. in our Credit-Driven Econ.: The Advent of Financ. Technol.","Book","Final","","Scopus","2-s2.0-85080371657"
"","","","Financial services: The fintech revolution","2015","Economist (United Kingdom)","411","8933","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119710882&partnerID=40&md5=33c2d65611f0ee62568ab73366798aef","","","[No abstract available]","","","","","","","","","","","","Economist Newspaper Ltd","","","","","","00130613","","","","English","Economist","Editorial","Final","","Scopus","2-s2.0-85119710882"
"","","","Banks v fintech: An uneasy symbiosis","2015","Economist (United Kingdom)","411","8933","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119710780&partnerID=40&md5=07c53132458258eb161fa8b80ce935d5","","","[No abstract available]","","","","","","","","","","","","Economist Newspaper Ltd","","","","","","00130613","","","","English","Economist","Article","Final","","Scopus","2-s2.0-85119710780"
"MacKenzie, A.","MacKenzie, Annette (57200499487)","57200499487","THE FINTECH REVOLUTION","2015","London Business School Review","26","3","","50","53","92","10.1111/2057-1615.12059","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035003671&doi=10.1111%2F2057-1615.12059&partnerID=40&md5=b4817db607fd4c4c51b21f49156b0099","","MacKenzie, Annette, ","How innovators are using technology to take on the world of finance. © 2015 London Business School","","","","","","","","","","","","Wiley-Blackwell info@wiley.com","","","","","","20571607","","","","English","London Bus. Sch. Rev.","Article","Final","","Scopus","2-s2.0-85035003671"
"Kim, J.J.; Hong, S.P.","Kim, Jaejung (42661476600); Hong, Sengphil (8552893500)","42661476600; 8552893500","A study on the biometric-based single sign-on system using FIDO (Fast IDentity Online) in FinTech environments","2015","International Journal of Applied Engineering Research","10","21","","41772","41775","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994643803&partnerID=40&md5=3ec72c600099ca53b12c63980b26f5ce","Department of Computer Science, Sungshin Women's University, Seoul, South Korea","Kim, Jaejung, Department of Computer Science, Sungshin Women's University, Seoul, South Korea; Hong, Sengphil, Department of Computer Science, Sungshin Women's University, Seoul, South Korea","Currently the user has to type ID and password in order to sign up the most of websites. But if user’s password is hacked in one insecure website, it is highly possible to get cracked in other sites as well, because the user usually uses the same passwords, allowing identity fraud, theft or massive data spill. As part of enhancing the security of password, user’s password is getting more difficult remember because it has requirements for the composition typically dictating minimum length and required special characters and numbers and so on. Therefore, it is our purpose to suggest biometric-based single sign-on system using FIDO that uses a suitable for FinTech by analyzing the challenges and problems of current password-based SSO system. The proposed biometric-based SSO system is implementing FIDO’s biometric authentication, instead of using password, this system would benefit everyone who wants to have a safe and convenient smartphone authentication environment. © Research India Publications.","Biometric; Fast Identity Online; FIDO; Password; PKI; Single sign-on","","","","","","","","Procedia Technology, (2012); Tangled Web of Password Reuse Network and Distributed System Security Ndss, (2014); Kim, Jaejung, A study on the accredited certification system without password using FIDO(Fast identity online), International Journal of Applied Engineering Research, 10, 13, pp. 33617-33619, (2015); Chai, Seungwoan, A study of issues about accredited certification methods in Korea, International Journal of Security and its Applications, 9, 3, pp. 77-84, (2015); Fido Uaf Architectural Overview, (2014); Iacr Cryptology Eprint Archive Report 246, (2011); Nair, Anjali Aswathy, Security issues of single sign on web services, (2015); Wu, Zhenyu, A password-based user authentication scheme for the integrated EPR information system, Journal of Medical Systems, 36, 2, pp. 631-638, (2012); Vaithyasubramanian, S., A scheme to create secured random password using Markov chain, Advances in Intelligent Systems and Computing, 325, pp. 809-814, (2015); Proc Soups, (2014)","","","Research India Publications subscription@ripublication.com","","","","","","09734562","","","","English","Int. J. Appl. Eng. Res.","Article","Final","","Scopus","2-s2.0-84994643803"
"Coeckelbergh, M.","Coeckelbergh, Mark (22233758600)","22233758600","Money machines: Electronic financial technologies, distancing and responsibility in global finance","2015","","","","","1","204","16","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948699930&partnerID=40&md5=1b7aca9aee5fc22f825f108408e2a7e8","De Montfort University, Leicester, Leicestershire, United Kingdom","Coeckelbergh, Mark, De Montfort University, Leicester, Leicestershire, United Kingdom","While we have become increasingly vulnerable to the ebb and flow of global finance, most of us know very little about it. This book focuses on the role of technology in global finance and reflects on the ethical and societal meaning and impact of financial information and communication technologies (ICTs). Exploring the history, metaphysics, and geography of money, algorithms, and electronic currencies, the author argues that financial ICTs contribute to impersonal, disengaged, placeless, and objectifying relations, and that in the context of globalization these ‘distancing’ effects render it increasingly difficult to exercise and ascribe responsibility. Caught in the currents of capital, it seems that both experts and lay people have lost control and lack sufficient knowledge of what they are doing. There is too much epistemic, social, and moral distance. At the same time, the book also shows that these electronically mediated developments do not render global finance merely ‘virtual’, for its technological practices remain material and place–bound, and the ethical and social vulnerabilities they create are no less real. Moreover, understood in terms of technological practices, global finance remains human through and through, and there is no technological determinism. Therefore, Money Machines also examines the ways in which contemporary techno-financial developments can be resisted or re–oriented in a morally and socially responsible direction – not without, but with technology. As such, it will appeal to philosophers and scholars across the humanities and the social sciences with interests in science and technology, finance, ethics and questions of responsibility. © Mark Coeckelbergh 2015. All rights reserved.","","","","","","","","","Allen, John, Money cultures after Georg Simmel: Mobility, movement, and identity, Environment and Planning D: Society and Space, 17, 1, pp. 51-68, (1999); Allen, Patricia L., Shifting plates in the agrifood landscape: The tectonics of alternative agrifood initiatives in California, Journal of Rural Studies, 19, 1, pp. 61-75, (2003); Banking and Business in the Roman World, (1999); Human Condition, (1958); Nicomachean Ethics, (1947); Cahiers Du Ceren, (2009); Confessions, (1961); Barry, Andrew, The technological economy, pp. 1-204, (2004); Technological Economy, (2005); Bartelson, Jens, Three concepts of globalization, International Sociology, 15, 2, pp. 180-196, (2000)","","","Ashgate Publishing Ltd","","","","","","","9781472445094; 9781472445087","","","English","Money Machines: Electronic Financial Technologies, Distancing, and Responsibilit in Global Finance","Book","Final","","Scopus","2-s2.0-84948699930"
"","","","Financial technology: Connect 450","2015","Economist (United Kingdom)","411","8918","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947588884&partnerID=40&md5=4e12eb33c03034faf773c01d74944a41","","","[No abstract available]","","","","","","","","","","","","Economist Newspaper Ltd inquiries@economist.com","","","","","","00130613","","","","English","Economist","Article","Final","","Scopus","2-s2.0-84947588884"
"Bacso, G.; Dietz, M.; Radnai, M.","Bacso, Gergely (56703117700); Dietz, Miklós (51561251300); Radnai, Miklós (56702845200)","56703117700; 51561251300; 56702845200","Banking: Decoding financial-technology innovation","2015","McKinsey Quarterly","","2","","26","27","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84933565154&partnerID=40&md5=a9a86919cade23553963cf3ed6a4ffca","McKinsey & Company, Hungary, Budapest, Hungary; London Office, London, England, United Kingdom","Bacso, Gergely, McKinsey & Company, Hungary, Budapest, Hungary; Dietz, Miklós, London Office, London, England, United Kingdom; Radnai, Miklós, London Office, London, England, United Kingdom","Start-ups are eyeing a wider revenue pool across a growing and broader range of products and services. © © 2015 McKinsey & Company. All rights reserved.","","","","","","","","","","","","McKinsey and Co. Inc. info@mckinseyquarterly.com","","","","","","00475394","","","","English","McKinsey Q.","Short survey","Final","","Scopus","2-s2.0-84933565154"
"Yu, J.; Yu, J.; Ma, H.; Xu, L.","Yu, Jianguang (56131081300); Yu, Jiankun (56131113300); Ma, Hongwei (55639820500); Xu, Lei (55732554400)","56131081300; 56131113300; 55639820500; 55732554400","Urban design supported by ""green"" streets-urban design for financial technology Island of Beijing ""TBD""","2013","Advanced Materials Research","671-674","","","2476","2479","2","10.4028/www.scientific.net/AMR.671-674.2476","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875789633&doi=10.4028%2Fwww.scientific.net%2FAMR.671-674.2476&partnerID=40&md5=abcecbae3e5ebc61d1b121cc24e2d2c6","Tianjin University, Tianjin, China; Beijing University of Technology, Beijing, China; Walton Design and Consulting Engineering Co,LTD, China","Yu, Jianguang, Tianjin University, Tianjin, China; Yu, Jiankun, Beijing University of Technology, Beijing, China; Ma, Hongwei, Walton Design and Consulting Engineering Co,LTD, China; Xu, Lei, Walton Design and Consulting Engineering Co,LTD, China","Green transport is a concept to build a comprehensive urban transport system, which aims to reduce traffic congestion and energy consumption, promoting a more friendly environment and saving building maintenance costs. From the perspective of urban design, this paper focuses on how to integrate green transport into urban design and discusses the implementation strategy of green transport. © (2013) Trans Tech Publications, Switzerland.","Green transport; Sustainable strategy; Urban design","Building maintenance; Green transports; Implementation strategies; Sustainable strategies; Urban design; Urban transport systems; Energy utilization; Traffic congestion; Transportation; Urban planning","","","","","","","Urban and Rural Planning 03 Urban Transport M, (2011); Inclusive Urban Design Streets for Life, (2007); Exploration and Practice of Yantiandistrict Traffic Planning of Shenzhen Based on Green Transport Concept J, (2011); Practices and Implications of U S Green Transport Policytransformation J, (2010)","J. Yu; School of Architecture Tianjin University, Nankai District, Tianjin Wei Jin Road 92, China; email: 583991762@qq.com","","","","2013 International Conference on Structures and Building Materials, ICSBM 2013","","","","10226680","9783037858257; 9783037853566; 9783037855942; 9780878499724; 9783037851234; 9783037856383; 9783037855225; 9780878494033; 9783037851258; 9783038351504","","","English","Adv. Mater. Res.","Conference paper","Final","","Scopus","2-s2.0-84875789633"
"Peak, D.A.","Peak, Daniel Alan (7003398789)","7003398789","An Interview with: Mr. Sanjeev Gulati: Business Head — Americas at Polaris Financial Technology Ltd","2013","Journal of Information Technology Case and Application Research","15","2","","54","60","0","10.1080/15228053.2013.11082803","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056895708&doi=10.1080%2F15228053.2013.11082803&partnerID=40&md5=b87f876aa63b51fb27c8a03935afee08","University of North Texas, Denton, TX, United States","Peak, Daniel Alan, University of North Texas, Denton, TX, United States","[No abstract available]","","","","","","","","","","D.A. Peak; Information Technology and Decision Sciences Department University of North Texas, United States; email: peak@unt.edu","","Routledge info@tandf.co.uk","","","","","","15228053","","","","English","J. Inf. Technol. Case Appl. Res.","Article","Final","","Scopus","2-s2.0-85056895708"
"Luo, Z.","Luo, Zongwei (22433447600)","22433447600","Advanced analytics for green and sustainable economic development: Supply chain models and financial technologies","2011","","","","","1","254","0","10.4018/978-1-61350-156-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898249953&doi=10.4018%2F978-1-61350-156-6&partnerID=40&md5=f34c0f12cd7a152b6d12b0f386c6426b","E-Business Technology Institute, The University of Hong Kong, Hong Kong, Hong Kong","Luo, Zongwei, E-Business Technology Institute, The University of Hong Kong, Hong Kong, Hong Kong","Trends in green and sustainable development have and will continue to influence all major economies. Identifying the risks and opportunities associated with sustainable economic development and green analysis for sustainability warrants the use and study of advanced analytics. Advanced Analytics for Green and Sustainable Economic Development: Supply Chain Models and Financial Technologies focuses on the development of innovative techniques and tools that answer urgent questions in the global trend of sustainable economic development. This book will be useful to professionals, researchers, and policymakers working in various disciplines including business and economy, science and engineering, social sciences, government policy, and legal studies. Chapters in this work also provide a valuable resource for business managers concerned with the development of green business and application of low carbon practices. © 2012 by IGI Global. All rights reserved.","","","","","","","","","","","","IGI Global","","","","","","","9781613501566","","","English","Adv. Analytics for Gn. and Sustainable Econ. Devmt.: Supp. Chain Models and Fin. Technol.","Book","Final","","Scopus","2-s2.0-84898249953"
"Leinweber, D.","Leinweber, David J. (57225718674)","57225718674","Avoiding a billion dollar federal financial technology rat hole","2011","Journal of Portfolio Management","37","3","","1","2","1","10.3905/jpm.2011.37.3.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955539287&doi=10.3905%2Fjpm.2011.37.3.001&partnerID=40&md5=edb787f0665f97642cc252e6a89c5425","Computational Research Division, Lawrence Berkeley National Laboratory, Berkeley, CA, United States","Leinweber, David J., Computational Research Division, Lawrence Berkeley National Laboratory, Berkeley, CA, United States","[No abstract available]","","","","","","","","","","","","","","","","","","00954918","","","","English","J. Portf. Manage.","Editorial","Final","","Scopus","2-s2.0-79955539287"
"Yamoria, N.; Tomimuraa, K.; Harimaya, K.","Yamoria, Nobuyoshi (37015913800); Tomimuraa, Kei (37015858500); Harimaya, Kozo (8551886900)","37015913800; 37015858500; 8551886900","What kinds of credit associations favour introducing new financial technology?","2011","Applied Economics Letters","18","4","","343","347","0","10.1080/13504851003636131","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952480473&doi=10.1080%2F13504851003636131&partnerID=40&md5=aa2503b9bbd4ecf5120f25032ed215f6","Graduate School of Economics, Nagoya University, Nagoya, Aichi, Japan; Department of Economics, Sapporo Gakuin University, Ebetsu, Hokkaido, Japan","Yamoria, Nobuyoshi, Graduate School of Economics, Nagoya University, Nagoya, Aichi, Japan; Tomimuraa, Kei, Graduate School of Economics, Nagoya University, Nagoya, Aichi, Japan; Harimaya, Kozo, Department of Economics, Sapporo Gakuin University, Ebetsu, Hokkaido, Japan","Since 2003, the Financial Services Agency (FSA) has set relationship banking enhancement program as an important strategic task to improve the functions of regional financial institutions. In this enhancement program, the FSA recommended that regional financial institutions introduce new financial products such as collateralized loan obligations (CLOs) and collateralized bond obligations (CBOs). However, this was left up to each institution's discretion rather than being mandatory. This resulted in a large difference in the introduction of new products. Therefore, this article has analysed what kinds of credit associations favourably increased the use of new financial products. As a result, it has been confirmed that the larger their lending shares and management scale and the better their business conditions are, the more positively they work on the introduction of new products. Considering the fact that relationships between financial institutions and enterprises tend to be fixed in Japan, this means that medium and small enterprises will have restrictions on the financial products they can use depending on the situation of their main banks. © 2011 Taylor & Francis.","","credit provision; financial services; institutional framework; lending behavior; small and medium-sized enterprise; Japan","","","","","Japan Society for the Promotion of Science, JSPS","This research is financially supported by the Grant-in-Aid from Japan Society for the Promotion of Science (Kakenhi).","Boot, Arnoud W. A., Relationship Banking: What Do We Know?, Journal of Financial Intermediation, 9, 1, pp. 7-25, (2000); Federal Reserve Bulletin, (2006); Japan S Great Stagnation Financial and Monetary Policy Lessons for Advanced Economies, (2006); Ibusiness, (2009)","N. Yamoria; Graduate School of Economics, Nagoya University, Chikusa-ku, Nagoya 464-8601, Japan; email: yamori@soec.nagoya-u.ac.jp","","","","","","","","13504851","","","","English","Appl. Econ. Lett.","Article","Final","","Scopus","2-s2.0-79952480473"
"Lavrov, R.V.","Lavrov, R. V. (56913285600)","56913285600","Innovative financial technologies in banking: Essence, problems and opportunities for development","2011","Actual Problems of Economics","126","12","","221","229","5","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930491486&partnerID=40&md5=68cf9ec05a0b9d0ec3a346eb74ed1216","","Lavrov, R. V., ","The article considers the essence of innovative financial technologies and the problems arising at their implementation, development and usage in banking. Significance and potential consequences from the introduction of innovative financial technologies in banking are generalized.","Financial instruments; Innovative banking; Innovative financial technologies; New financial products; New financial transactions","","","","","","","","undefined; undefined, (2000); undefined, (2000); undefined, (2005); undefined, (1997); undefined, (2008); undefined, (2007); undefined, (1998); undefined, (2007); undefined, (2008)","","","National Academy of Management eco@nam.kiev.ua Vul. Panasa Myrnogo, 26 Kyiv 01011","","","","","","19936788","","","","English","Actual Probl. Econ.","Article","Final","","Scopus","2-s2.0-84930491486"
"Saha, B.","Saha, Biswatosh (53164875100)","53164875100","Institutional innovation and entrepreneurial deployment of a software product: Case of financial technologies group in India","2010","","","","","286","316","0","10.4018/978-1-61520-609-4.ch015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899237372&doi=10.4018%2F978-1-61520-609-4.ch015&partnerID=40&md5=e87547f7831141425ef0b8380ed896fd","Strategic Management group, Indian Institute of Management, India","Saha, Biswatosh, Strategic Management group, Indian Institute of Management, India","This chapter represents entrepreneurship as a temporal evolution of the creation and control over assets. The value of the asset lies in its transactional relations with other assets in the ecosystem or in other words being part of the architecture of related assets. It is argued that the deployment of financial trading software, as a product in brokerage houses in the emerging securities trading ecosystem in India by the software firm called Financial Technologies (FT), hastened institutionalization of new rules governing transactions embedded in the software design. As a result, FT implicitly collaborated with the regulator and other ecosystem participants who coordinated the innovation in design of the ecosystem. The software firm went on to expand the market for its own products (trading software) by incubating exchange ventures. This was achieved through a strategy of spawning of linked subsidiaries that led to both a growth of the trading ecosystem and further entrenchment of the innovated ecosystem. © 2010, IGI Global.","","","","","","","","","On Poetic Imagination and Reverie, (1971); Biomedical Innovation in India with A Comparison to China and Others, (2008); Nasdaq A History of the Market that Changed the World, (2002); Interim Report of the Janakiraman Committee to Probe into the Securities Scam, (1992); Report of the Joint Parliamentary Committee to Probe into the Securities Scam of 1992, (1992); Lucas, Henry C., The defensive use of IT in a newly vulnerable market: The New York Stock Exchange, 1980-2007, Journal of Strategic Information Systems, 18, 1, pp. 3-15, (2009); Institutions Institutional Change and Economic Performance, (1990); Epw, (2006); Approach Paper on Implementation of STP in Indian Markets, (2002); Revised Scheme for Implementing Straight Through Processing in India, (2004)","","","IGI Global","","","","","","","9781615206094","","","English","Cases on Technol. Innov.: Entrepreneurial Successes and Pitfalls","Book chapter","Final","","Scopus","2-s2.0-84899237372"
