"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords","Molecular Sequence Numbers","Chemicals/CAS","Tradenames","Manufacturers","Funding Details","Funding Texts","References","Correspondence Address","Editors","Publisher","Sponsors","Conference name","Conference date","Conference location","Conference code","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Dorfleitner, G.; Hornuf, L.; Schmitt, M.; Weber, M.","Dorfleitner, Gregor (6602624940); Hornuf, Lars (35621810000); Schmitt, Matthias (57190221144); Weber, Martin (54786033400)","6602624940; 35621810000; 57190221144; 54786033400","FinTech in Germany","2017","","","","","1","121","152","10.1007/978-3-319-54666-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035046356&doi=10.1007%2F978-3-319-54666-7&partnerID=40&md5=23965ea711510b9bd0fcd4c19442083e","Universität Regensburg, Regensburg, Bayern, Germany; Universität Trier, Trier, Rheinland-Pfalz, Germany; Max Planck Institute for Innovation and Competition, Munich, Bayern, Germany","Dorfleitner, Gregor, Universität Regensburg, Regensburg, Bayern, Germany; Hornuf, Lars, Universität Trier, Trier, Rheinland-Pfalz, Germany, Max Planck Institute for Innovation and Competition, Munich, Bayern, Germany; Schmitt, Matthias, Max Planck Institute for Innovation and Competition, Munich, Bayern, Germany; Weber, Martin, Universität Regensburg, Regensburg, Bayern, Germany","This book focuses on market developments of crowdfunding, crowdinvesting, crowdlending, social trading, robo-advice, personal financial management, online payment and mobile payment in Germany. FinTech companies are an important driver of innovation in the financial industry. By making financial transactions more user-friendly and transparent, these firms potentially contribute to financial stability and economic growth. The authors define and categorize the different market segments that have emerged. They further provide an assessment of current market volumes and make forecasts for the next 5, 10 and 20 years. Particular attention is given to the empirical findings resulting from scholarly research. Furthermore, the authors evaluate how the German FinTech market ranks relative to international standards. This book will appeal to finance and entrepreneurship researchers as well as practitioners from banking and tech industries. “This book offers a fresh and fascinating look at the FinTech market. The authors provide a rigorous economic analysis of the FinTech market in Germany and offer many insights that are of interest to practitioners, academics, and policymakers alike.” Professor Douglas Cumming, Schulich School of Business “Germany is one of the fastest growing FinTech markets in Europe. This book not only provides a comprehensive and systematic overview on the developments and actors, but undertakes a visionary outlook on the forthcoming decades based on scientific methods.” Dr. Thomas Puschmann, Head of Swiss FinTech Innovation Lab. © Springer International Publishing AG 2017.","Crowdfunding; Financial management; FinTech; Robo advice; Social trading","","","","","","","","Akerlof, George A., The market for “lemons”: Quality uncertainty and the market mechanism, Quarterly Journal of Economics, 84, 3, pp. 488-500, (1970); Agrawal, Ajay K., Crowdfunding: Geography, Social Networks, and the Timing of Investment Decisions, Journal of Economics and Management Strategy, 24, 2, pp. 253-274, (2015); Journal of Political Economy, (1989); Ungebremstes Wachstum Auxmoney Verdreifacht Kreditvolumen in 2015, (2016); Statistiken, (2016); Wie Viel Rendite Darf Es Denn Sein, (2016); Automatisierte Finanzportfolioverwaltung, (2016); Robo Advice Und Auto Trading Plattformen Zur Automatisierten Anlageberatung Und Automatischem Trading, (2016); Virtuelle Wahrungen Virtual Currency Vc, (2016); Videoidentifizierungsverfahren Rundschreiben 04 2016 Ubergangsfrist, (2016)","","","Springer International Publishing","","","","","","","9783319546667; 9783319546650","","","English","FinTech in Ger.","Book","Final","","Scopus","2-s2.0-85035046356"
"Wonglimpiyarat, J.","Wonglimpiyarat, Jarunee (6507598919)","6507598919","FinTech banking industry: a systemic approach","2017","Foresight","19","6","","590","603","114","10.1108/FS-07-2017-0026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034582718&doi=10.1108%2FFS-07-2017-0026&partnerID=40&md5=29d3f2566abf1a78eb250377652b51c8","College of Innovation, Thammasat University, Pathum Thani, Thailand","Wonglimpiyarat, Jarunee, College of Innovation, Thammasat University, Pathum Thani, Thailand","Purpose: This paper aims to explore FinTech and its dynamic transitions in the banking industry. In particular, the study analyses the systemic innovation nature of FinTech-based innovations. The main contribution of this research study is the development of systemic innovation model which can be used as a dynamic tool to track the progress and pattern of technology development and diffusion. The research also discusses the latest financial innovation of PromptPay FinTech – the e-payment system in Thailand. Design/methodology/approach: This research uses the case study approach to analyse the systemic innovation characteristics of FinTech-based innovations. This research offers a new systemic innovation model which is developed and can be used as a dynamic tool to track the progress and pattern of technology development and diffusion. The study uses FinTech-based innovations as case study samples to gain a better understanding concerning the systemic characteristics and the pattern of technology diffusion under the analytical framework of systemic innovation model. This research involves qualitative interviews with five major commercial banks in the financial services industry of Thailand. Findings: The analyses of findings show the systemic characteristics of FinTech-based innovations in the banking industry, both at a global scale and Thailand case. The analyses have shown that systemic characteristics of the innovation process are the outcome of interactions between the complexity of the innovation and the capabilities of innovators in managing the innovation. The insightful implications on the systemic nature of innovation give the trend and direction of FinTech-based innovation development in the banking industry. Originality/value: The main contribution which shows originality and value of this paper is the development of systemic innovation model. This research study develops a systemic innovation model to analyse the systemic characteristics which can be applied to all innovations in any industry. The model can also help track the progress and pattern of technology development and diffusion. Therefore, the model can be used to project the trend and diffusion of innovation competition in the banking industry. © 2017, © Emerald Publishing Limited.","Banking; Economic forecasting; Innovation; Strategy","","","","","","","For many decades, banks invest heavily in technology in attempts to improve the efficiency of the financial innovation system. The banking landscape has witnessed the development of various FinTech-based innovations like electronic fund transfer at the point-of-sale (EFTPOS), automated teller machine (ATM cash dispenser), internet banking, Society for Worldwide Interbank Financial Telecommunication (or SWIFT) international electronic fund transfer, Electronic Data Interchange (EDI), mobile banking, Bitcoin wallet, Blockchain banking, crowd funding. The objective of this research study is to understand the diffusion process of financial technology or FinTech in the financial services industry. In particular, the study explores the systemic characteristics underlying FinTech-based innovations in the banking industry. The research aims to highlight the extent to which these systemic characteristics would influence the collaborative network solutions and the level of technology diffusion.","Industrial Renaissance Producing A Competitive Future for America, (1983); Appleyard, Melissa M., The Dynamics of Open Strategy: From Adoption to Reversion, Long Range Planning, 50, 3, pp. 310-321, (2017); Barras, Richard, Towards a theory of innovation in services, Research Policy, 15, 4, pp. 161-173, (1986); Barras, Richard, Interactive innovation in financial and business services: The vanguard of the service revolution, Research Policy, 19, 3, pp. 215-237, (1990); Carlsson, Bo, Internationalization of innovation systems: A survey of the literature, Research Policy, 35, 1, pp. 56-67, (2006); Chesbrough, Henry W., The era of open innovation, MIT Sloan Management Review, 44, 3, pp. 35-41, (2003); Open Innovation the New Imperative for Creating and Profiting from Technology, (2003); Open Services Innovation Rethinking Your Business to Grow and Compete in A New Era, (2011); Harvard Business Review, (1996); Research in the Sociology of Organizations, (1982)","J. Wonglimpiyarat; College of Innovation, Thammasat University, Bangkok, Thailand; email: jaruneew@yahoo.com","","Emerald Group Publishing Ltd. Howard House Wagon Lane, Bingley BD16 1WA","","","","","","14636689","","","","English","Foresight","Article","Final","","Scopus","2-s2.0-85034582718"
"Walker, G.","Walker, George Alexander (35726321800)","35726321800","Financial technology law - A new beginning and a new future","2017","International Lawyer","50","1","","137","215","22","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032010410&partnerID=40&md5=565002e4221f98bfcec60318ceb13ca1","Faculty of Humanities and Social Sciences, London, United Kingdom","Walker, George Alexander, Faculty of Humanities and Social Sciences, London, United Kingdom","[No abstract available]","","","","","","","","","Weaving the Web the Original Design and Ultimate Destiny of the World Wide Web by Its Inventor, (2025); Valueweb how Fintech Firms are Using Bitcoin Blockchain and Mobile Technologies to Create the Internet of Value, (2016); Guardian, (2015); Scientific American, (2001); Financial Times, (2016); Uk Fintech on the Cutting Edge an Evaluation of the International Fintech Sector, (2016); Match Market CAP; Fitbit Market CAP; Baidu Market CAP; Georgetown Journal of International Law, (2015)","","","American Bar Association","","","","","","00207810","","","","English","Int. Lawyer","Review","Final","","Scopus","2-s2.0-85032010410"
"Saksonova, S.; Kuzmina-Merlino, I.","Saksonova, Svetlana (14066610800); Kuzmina-Merlino, Irina (57195130050)","14066610800; 57195130050","Fintech as financial innovation - The possibilities and problems of implementation","2017","European Research Studies Journal","20","3","","961","973","106","10.35808/ersj/757","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031813474&doi=10.35808%2Fersj%2F757&partnerID=40&md5=ce4eddcfd39142491fd18e40a3a3d5e5","Latvijas Universitāte, Riga, Latvia; Transport and Telecomunication Institute, Latvia","Saksonova, Svetlana, Latvijas Universitāte, Riga, Latvia; Kuzmina-Merlino, Irina, Transport and Telecomunication Institute, Latvia","There is a growing competition between banks and fintech not only in advanced economies, but also in the emerging markets. However, it is yet to be observed in Latvia to the same extent. This paper aims to evaluate fintech's level of development in Latvia compared to Europe. The paper identifies financial services using innovative technologies offered by fintech companies, analyses the advantages and disadvantages of these services in comparison with services offered by the traditional financial sector companies (banks, insurance companies, institutions involved in asset management and investment, etc.), and evaluates how prepared are consumers to use fintech services. This paper documents the results of the survey aiming to clarify how well-informed consumers in Latvia are about fintech services, their convenience, speed and safety, as well as the consumers' current satisfaction with banking services. The hypothesis of this paper is that Latvian society is not ready to use services provided by fintech, but prefers banking services instead. Survey results provide some evidence in favour of this hypothesis: they show that respondents are generally unaware about fintech services in Latvia and their associated innovations and new financial products. This paper makes several recommendations for managers of fintech enterprises, association of start-up enterprises and risk capital funds as well as state institutions.","Competition; Fintech; Innovation in financial services","","","","","","","","Future of Fintech and Banking Digitally Disrupted or Reimagined, (2015); Anikina, Irina D., Methodological aspects of prioritization of financial tools for stimulation of innovative activities, European Research Studies Journal, 19, 2 Special Issue, pp. 100-112, (2016); Consumers and Mobile Financial Services 2016, (2016); Consumers and Mobile Financial Services 2015, (2015); Counting the World S Unbanked, (2010); Opportuities for Mobile Financial Services to Engage Qualitative Research Findings, (2016); Fetai, Besnik Taip, Financial integration and financial development: Does financial integration matter?, European Research Studies Journal, 18, 2, pp. 97-106, (2015); Harrison, Rupert, Does innovation stimulate employment? A firm-level analysis using comparable micro-data from four European countries, International Journal of Industrial Organization, 35, 1, pp. 29-43, (2014); Hes, Aleš, Position of low-cost banks on the financial market in the Czech Republic, European Research Studies Journal, 19, 4, pp. 42-52, (2016); Fintech X Attstbas Iespjas Latvij, (2017)","","","International Strategic Management Association thalassi@unipi.gr","","","","","","11082976","","","","English","Eur. Res. Stud.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85031813474"
"Geranio, M.","Geranio, Manuela (8555892200)","8555892200","Fintech in the exchange industry: Potential for disruption?","2017","Masaryk University Journal of Law and Technology","11","2","","245","266","26","10.5817/MUJLT2017-2-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030703080&doi=10.5817%2FMUJLT2017-2-3&partnerID=40&md5=0455e9a5f1272948cfa397c079b5e6ad","Adjunct Professor at the Finance Department, Università Bocconi, Milan, Italy","Geranio, Manuela, Adjunct Professor at the Finance Department, Università Bocconi, Milan, Italy","The recent growth of financial technology ventures involves several types of financial players, including stock exchanges. Many of them are exploring blockchain applications to their multiple business lines, focusing in particular on post trading activities. Potential benefits include the reduction in counterparty risk and post trading costs as well as the increase of liquidity and transparency. At current stage exchanges are mainly exploring the technology looking for proofs of concept, with the exception of some more advanced projects like at Nasdaq and ASX. The mass adoption will require longer efforts and is expected to come in a decade, at least. Fintech developments are receiving strong attention also by regulators and international organizations, given the potential of distributed ledger technology for both competition enhancement and cyber risk reduction. A coordination between market players and regulators is essential to guarantee the effective implementation of new technologies, as their benefits can be delivered only in presence of a common framework and a proper management of risks. © 2017, Masaryk University. All rights reserved.","Blockchain; Distributed ledger; Fintech; Smart contract; Stock exchanges","","","","","","","","How Will Blockchain Change European Market Structure, (2016); Cuccuru, Pierluigi, Beyond bitcoin: An early overview on smart contracts, International Journal of Law and Information Technology, 25, 3, pp. 179-195, (2017); Insights Blockchain Technology, (2016); Cutting Through the Fintech Noise Mckinsey, (2015); undefined, (2015); Distributed Ledger Technology Applied to Securities Markets, (2017); Blockchain in Capital Markets, (2016); Virtual Currencies and Blockchains Potential Impacts on Financial Market Infrastructures and on Corporate Ownership, (2016); Distributed Ledger Technology Implications of Blockchain for the Securities Industry, (2017); Geranio, Manuela, Evolution of the exchange industry: From dealers’ clubs to multinational companies, pp. 1-126, (2016)","M. Geranio; Adjunct Professor at the Finance Department, Bocconi University, Milan, Italy; email: manuela.geranio@unibocconi.it","","Masaryk University podatelna@phil.muni.cz","","","","","","18025943","","","","English","Masaryk Univ. J. Law Technol.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85030703080"
"Ng, A.W.; Kwok, B.K.B.","Ng, Artie W. (15048570800); Kwok, Benny K.B. (56954762100)","15048570800; 56954762100","Emergence of Fintech and cybersecurity in a global financial centre: Strategic approach by a regulator","2017","Journal of Financial Regulation and Compliance","25","4","","422","434","129","10.1108/JFRC-01-2017-0013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029379728&doi=10.1108%2FJFRC-01-2017-0013&partnerID=40&md5=81d1e7afc10261dfd58cc0efc40d9436","School of Professional Education and Executive Development, The Hong Kong Polytechnic University, Hong Kong, Hong Kong, Hong Kong","Ng, Artie W., School of Professional Education and Executive Development, The Hong Kong Polytechnic University, Hong Kong, Hong Kong, Hong Kong; Kwok, Benny K.B., School of Professional Education and Executive Development, The Hong Kong Polytechnic University, Hong Kong, Hong Kong, Hong Kong","Purpose: This paper aims to explore how the regulator of a global financial centre (GFC) under an international trend of adopting emerging technologies for financial services (Fintech) articulates such opportunities and risks strategically. Design/methodology/approach: With a literature review on the global regulatory environment and the underlying risks related to Fintech, it looks into the formulation and implementation of complementary regulatory policies in the case of Hong Kong as a GFC. Relevant policy documents disclosed by the financial regulator on cybersecurity and pertinent issues are examined. Findings: Adopting a strategic approach that seizes opportunities associated with Fintech, the financial regulator harnesses comprehensive risk-based mechanisms to embrace exposures to cyber risks while promoting institutionalization of cybersecurity among the regulated firms with strategic controls. This study suggests a pathway for the evolution of a profession with both technical and ethical competence for mitigating the emerging risks arising from Fintech. However, such an approach is yet to be tested with respect to efficacy for the unexplored territories of fraud exposures, resulting from swift Fintech developments across borders. Research limitations/implications: As Fintech has only emerged rapidly in the recent years, it is not conclusive in this review of performance and effectiveness of the financial regulator in its strategic approach. Further studies may utilize a longitudinal method to analyze and examine the regulatory measures undertaken by financial regulators in various GFCs. Originality/value: This study reveals a strategic approach adopted by an emerged GFC in embracing Fintech innovation that however brings about unidentified risks and potential frauds to its financial services sector. Pertinent anti-fraud and cybersecurity measures are highlighted. © 2017, © Emerald Publishing Limited.","Cybersecurity; Fintech; Fraud; Global financial centre; Hong Kong; Risk-based approach","","","","","","","","Future of Fintech and Banking Digitally Disrupted or Reimagined, (2015); Fintech and the Evolving Landscape Landing Points for the Industry, (2016); Fraud Detection Using Data Analytics in the Banking Industry, (2014); Alexander, Kern, Global Governance of Financial Systems : The International Regulation of Systemic Risk, pp. 1-327, (2007); Fintech, (2016); Evolution of Fintech A New Post Crisis Paradigm, (2015); What is Fraud, (2016); Complying with Aml Laws Challenges for the Fintech Industry, (2016); First Ever Fintech Bridge Established Between Britain and Singapore, (2016); Insider Fraud, (2015)","A.W. Ng; School of Professional Education and Executive Development, The Hong Kong Polytechnic University, Kowloon, Hong Kong; email: spartie@speed-polyu.edu.hk","","Emerald Group Publishing Ltd. Howard House Wagon Lane, Bingley BD16 1WA","","","","","","13581988","","","","English","J. Financ. Regul. Compliance","Review","Final","","Scopus","2-s2.0-85029379728"
"Arner, D.W.; Barberis, J.; Buckley, R.P.","Arner, Douglas W. (15046436800); Barberis, Janos N. (57192695507); Buckley, Ross P. (55185207500)","15046436800; 57192695507; 55185207500","FinTech, regTech, and the reconceptualization of financial regulation","2017","Northwestern Journal of International Law and Business","37","3","","373","415","352","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029366261&partnerID=40&md5=8d52c44c1d5a6142c39beb3f914927c5","The University of Hong Kong, Hong Kong, Hong Kong; Faculty of Law, The University of Hong Kong, Hong Kong, Hong Kong; FinTech Association, Hong Kong, Hong Kong; Markets and Regulation, UNSW Sydney, Sydney, NSW, Australia","Arner, Douglas W., The University of Hong Kong, Hong Kong, Hong Kong; Barberis, Janos N., Faculty of Law, The University of Hong Kong, Hong Kong, Hong Kong, FinTech Association, Hong Kong, Hong Kong; Buckley, Ross P., Markets and Regulation, UNSW Sydney, Sydney, NSW, Australia","Regulatory change and technological developments following the 2008 Global Financial Crisis are changing the nature of financial markets, services, and institutions. At the juncture of these phenomena lies regulatory technology or “RegTech”—the use of technology, particularly information technology, in the context of regulatory monitoring, reporting, and compliance. Regulating rapidly transforming financial systems requires increasing the use of and reliance on RegTech. Whilst the principal regulatory objectives (e.g., financial stability, prudential safety and soundness, consumer protection and market integrity, and market competition and development) remain, their means of application are increasingly inadequate. RegTech developments are leading towards a paradigm shift necessitating the reconceptualization of financial regulation. RegTech to date has focused on the digitization of manual reporting and compliance processes. This offers tremendous cost savings to the financial services industry and regulators. However, the potential of RegTech is far greater – it has the potential to enable a nearly real-time and proportionate regulatory regime that identifies and addresses risk while facilitating more efficient regulatory compliance. We argue that the transformative nature of technology will only be captured by a new approach at the nexus of data, digital identity, and regulation. This paper seeks to expose the inadequacy of digitizing analogue processes in a digital financial world, sets the foundation for a practical understanding of RegTech, and proposes sequenced reforms that could benefit regulators, industry, and entrepreneurs in the financial sector and other industries. © 2017. All rights reserved.","","","","","","","Australian Research Council, ARC","* Kerry Holdings Professor in Law, University of Hong Kong. ** Senior Research Fellow, Asian Institute of International Financial Law, Faculty of Law, University of Hong Kong, and Founder, FinTech HK. *** CIFR King & Wood Mallesons Chair of International Financial Law, Scientia Professor, and Member, Centre for Law, Markets & Regulation, UNSW Australia. The authors gratefully acknowledge the financial support of the Hong Kong Research Grants Council Theme-based Research Scheme (Enhancing Hong Kong’s Future as a Leading International Financial Centre) and the Australian Research Council Linkage Grant Scheme (Regulating a Revolution: A New Regulatory Model for Digital Finance); the substantial input of Dr. Cheng-Yun Tsang, and the research assistance of Jessica Chapman.","Evolution of Fintech A New Post Crisis Paradigm, (2015); IBM Buying Promontory Clinches It Regtech is Real; Bloomberg, (2016); Moores Law Vs Murphys Law in the Financial System Whos Winning, (2016); Continuous Linked Settlement Foreign Exchange Settlement System Cls, (2009); Arner, Douglas W., Financial stability, economic growth, and the role of law, pp. 1-344, (2007); Tsinghua China Law Review, (2015); Exhibit, (2016); Understanding the Global in Global Finance and Regulation, (2021); Reconceptualising Global Finance and Its Regulation, (2016)","","","Northwestern University School of Law","","","","","","01963228","","","","English","Northwest. J. Intl. Law Bus.","Article","Final","","Scopus","2-s2.0-85029366261"
"Dîmbean-Creţa, O.","Dîmbean-Creţa, Ovidiu (55874252500)","55874252500","Fintech - Already new fashion in finance, but what about the future?","2017","Quality - Access to Success","18","","","25","29","7","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029145928&partnerID=40&md5=f92eeba628932621800b4eefd0373b1e","The Institute for Business Administration in Bucharest, Bucharest, Romania","Dîmbean-Creţa, Ovidiu, The Institute for Business Administration in Bucharest, Bucharest, Romania","Bitcoin, blockchain, fintech-what are we talking about ? It is well known the truth that among the main disciplines of the business education, there are several about soft skills and others about hard skills. Finance were always among the later, because they are technical, they are not very easy, very accessible, being based on accounting and rules, principles, as well as on math models and algorithms, technical analysis and so. © 2017, SRAC - Societatea Romana Pentru Asigurarea Calitatii. All rights reserved.","Bitcoin; Blockchain; Finance; Fintech","","","","","","","","Dîmbean-Creţa, Ovidiu, The new generation and new technology (NG&NT), the driving forces for the future business models, Quality - Access to Success, 14, S4, pp. 199-208, (2013); Dîmbean-Creţa, Ovidiu, Challenges over economics and monetary fundaments?, Quality - Access to Success, 17, pp. 59-69, (2016); undefined; Financial Times Limited 2017, (2016); Blockchain Revolution, (2016); How BC is Changing Finance Harvard Business Review Reprint Ho3hjk, (2017); Why BC Will Transform the Financial Services Industry, (2017); undefined; undefined; undefined","O. Dimbean-Creta; The Institute for Business Administration in Bucharest, Romania; email: ovidiud@asebuss.ro","","SRAC - Societatea Romana Pentru Asigurarea Calitatii office@srac.ro","","","","","","15822559","","","","English","Qual. Access Success","Article","Final","","Scopus","2-s2.0-85029145928"
"Bussmann, O.","Bussmann, Oliver (57195565094)","57195565094","The future of finance: FinTech, tech disruption, and orchestrating innovation","2017","","","","","473","486","27","10.1007/978-3-319-45848-9_19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028808708&doi=10.1007%2F978-3-319-45848-9_19&partnerID=40&md5=0ac581a32730b8a8bb3eb08f7b9eb02b","Bussmann Advisory, Zug, Switzerland","Bussmann, Oliver, Bussmann Advisory, Zug, Switzerland","At its most basic, money is not much more than a piece of information. Financial markets, in turn, are at heart sophisticated means of exchanging the particular kind of information money stands for. It is hardly surprising then that the financial industry has always had a keen interest in information technologies, going back to the days of the telegraph and ticker tape. © Springer International Publishing Switzerland 2017.","","","","","","","","","Fintech 2 0 Paper Rebooting Financial Services, (2015); How Disruptive Innovations are Reshaping the Way Financial Services are Structured Provisioned and Consumed, (2015); undefined; Technology Tipping Points and Societal Impact","O. Bussmann; Bussmann Advisory, Zug, Hofstrasse 52, 6300, Switzerland; email: oliver@oliverbussmann.com","","Springer International Publishing","","","","","","","9783319458489; 9783319458465","","","English","Equity Markets in Transition: The Value Chain, Price Discovery, Regulation, and Beyond","Book chapter","Final","","Scopus","2-s2.0-85028808708"
"Joju, J.; Vasantha, S.; Manoj, P.K.","Joju, Jacob (57192094221); Vasantha, S. S. (56585826400); Manoj, P. K. (36827726100)","57192094221; 56585826400; 36827726100","Financial technology and service quality in banks: Some empirical evidence from the old private sector banks based in Kerala, India","2017","International Journal of Applied Business and Economic Research","15","16","","447","457","7","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028348312&partnerID=40&md5=e644e2ab6a26593cd73a61087962c390","Department of Management Studies, Vels Institute of Science, Technology & Advanced Studies, Chennai, TN, India; Cochin University of Science and Technology, Kochi, KL, India","Joju, Jacob, Department of Management Studies, Vels Institute of Science, Technology & Advanced Studies, Chennai, TN, India; Vasantha, S. S., Department of Management Studies, Vels Institute of Science, Technology & Advanced Studies, Chennai, TN, India; Manoj, P. K., Cochin University of Science and Technology, Kochi, KL, India","Irrespective of their size or nature of ownership and so also their nature, types or variety of services rendered, commercial banks worldwide are fast embracing the Customer Relationship Management (CRM) philosophy. The banks in India are no exception in this regard. Besides, the CRM concept itself is fast giving way to e-CRM (Electronic CRM). Considering the Old Private sector Banks (OPBs) in Kerala - a state in India an enviable history of private banking in the whole nation - this paper studies the e-CRM enabled services of the four Kerala-based OPBs, analyses the linkage between their Service Quality and Delivery Gap, and suggests strategies effective use of e-CRM for enhanced business performance. © 2017 Serials Publications Pvt. Ltd.","CRM; Delivery gap; E-CRM; ICT; Service quality","","","","","","Library of Congress; Agricultural and Applied Economics Association; Cochin University of Science and Technology","The authors place on record their sincere gratitude for the support and co-operation extended by Neeraja James and William George Alathara – both research scholars of the Department of Applied Economics, CUSAT – for their support and co-operation during the data collection time. The support extended by the Library staff of the Department of Applied Economics, CUSAT and those of School of Management Studies, CUSAT is thankfully acknowledged.","Journal of Indian Marketing, (2004); Journal of Indian Marketing, (2004); South Asian Journal of Socio Political Studies Sajosps, (2011); International Journal of Recent Advances in Multidisciplinary Research, (2015); Joju, Jacob, E-Leveraging e-CRM for future, Indian Journal of Science and Technology, 9, 32, (2016); Harvard Business Review, (2004); Levesque, Terrence J., Determinants of customer satisfaction in retail banking, International Journal of Bank Marketing, 14, 7, pp. 12-20, (1996); IBA Bulletin, (2003); Facts for You, (2006); International Journal of Applied Financial Services Marketing Perspectives Ijafsmp, (2014)","","","Serials Publications scienti@sancharnet.in","","","","","","09727302","","","","English","Int. J. Appl. Bus. Econ. Res.","Article","Final","","Scopus","2-s2.0-85028348312"
"Zavolokina, L.; Dolata, M.; Schwabe, G.","Zavolokina, Liudmila (57193154298); Dolata, Mateusz (55085557500); Schwabe, Gerhard (8564379000)","57193154298; 55085557500; 8564379000","FinTech transformation: How IT-enabled innovations shape the financial sector","2017","Lecture Notes in Business Information Processing","276","","","75","88","47","10.1007/978-3-319-52764-2_6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011269333&doi=10.1007%2F978-3-319-52764-2_6&partnerID=40&md5=e58fcc1c6b5e268df327e76ee3221bda","Institute of Informatics, Universität Zürich, Zurich, ZH, Switzerland","Zavolokina, Liudmila, Institute of Informatics, Universität Zürich, Zurich, ZH, Switzerland; Dolata, Mateusz, Institute of Informatics, Universität Zürich, Zurich, ZH, Switzerland; Schwabe, Gerhard, Institute of Informatics, Universität Zürich, Zurich, ZH, Switzerland","FinTech, the phenomenon which spans over the areas of information technologies and financial innovation, is currently on the rise and is gaining more and more attention from practitioners, investors and researchers. FinTech is broadly discussed by the media, which constitutes its understanding and represents social opinion, however, this perception of FinTech should be supported by empirical evidences. Therefore, we examine five Swiss FinTech companies through the lens of the conceptual framework of understanding of FinTech and its dimensions and, by doing so, analyze the nature of FinTech innovations. Thereby, we extend the understanding of FinTech and provide a fruitful soil for further research in this area. © Springer International Publishing AG 2017.","Blockchain; Business model; Digital innovation; Disruption; Financial innovation; FinTech","Commerce; Finance; Investments; Block-chain; Business modeling; Digital innovations; Disruption; Financial innovation; FinTech; Innovation","","","","","","","Zavolokina, Liudmila, FinTech - What's in a name?, (2016); Danneels, Erwin, Disruptive technology reconsidered: A critique and research agenda, Journal of Product Innovation Management, 21, 4, pp. 246-258, (2004); Koellinger, Philipp D., The relationship between technology, innovation, and firm performance-Empirical evidence from e-business in Europe, Research Policy, 37, 8, pp. 1317-1328, (2008); undefined; undefined; undefined; undefined, (2016); undefined, (2015); undefined; undefined","L. Zavolokina; Institute of Informatics, University of Zurich, Zurich, Binzmühlestrasse 14, 8050, Switzerland; email: zavolokina@ifi.uzh.ch","Feuerriegel, S.; Neumann, D.","Springer Verlag service@springer.de","","8th International Workshop on Enterprise Applications, Markets and Services in the Finance Industry, FinanceCom 2016","2016-12-08 through 2016-12-08","Frankfurt","188629","18651348","9783032045119; 9783642357015; 9783030057664; 9783031602597; 9783662471562; 9783319741604; 9783031616563; 9783031161674; 3642018556; 9783642280818","","","English","Lect. Notes Bus. Inf. Process.","Conference paper","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85011269333"
